Interaction index,Player name,Opponent name,Score,Score difference,Score per turn,Winner List
0,Tit For Tat,Tit For Tat,543,0,3.0,"[0, 0, 1]"
0,Tit For Tat,Tit For Tat,543,0,3.0,"[0, 0, 1]"
1,Tit For Tat,Tit For Tat,618,0,3.0,"[0, 0, 1]"
1,Tit For Tat,Tit For Tat,618,0,3.0,"[0, 0, 1]"
2,Tit For Tat,Tit For Tat,423,0,3.0,"[0, 0, 1]"
2,Tit For Tat,Tit For Tat,423,0,3.0,"[0, 0, 1]"
3,Tit For Tat,Tit For Tat,471,0,3.0,"[0, 0, 1]"
3,Tit For Tat,Tit For Tat,471,0,3.0,"[0, 0, 1]"
4,Tit For Tat,Tit For Tat,720,0,3.0,"[0, 0, 1]"
4,Tit For Tat,Tit For Tat,720,0,3.0,"[0, 0, 1]"
5,Tit For Tat,Tit For Tat,720,0,3.0,"[0, 0, 1]"
5,Tit For Tat,Tit For Tat,720,0,3.0,"[0, 0, 1]"
6,Tit For Tat,Tit For Tat,702,0,3.0,"[0, 0, 1]"
6,Tit For Tat,Tit For Tat,702,0,3.0,"[0, 0, 1]"
7,Tit For Tat,Tit For Tat,696,0,3.0,"[0, 0, 1]"
7,Tit For Tat,Tit For Tat,696,0,3.0,"[0, 0, 1]"
8,Tit For Tat,Tit For Tat,669,0,3.0,"[0, 0, 1]"
8,Tit For Tat,Tit For Tat,669,0,3.0,"[0, 0, 1]"
9,Tit For Tat,Tit For Tat,531,0,3.0,"[0, 0, 1]"
9,Tit For Tat,Tit For Tat,531,0,3.0,"[0, 0, 1]"
10,First by Grofman,Random: 0.5,339,-50,2.173076923076923,"[0, 1, 0]"
10,Random: 0.5,First by Grofman,389,50,2.493589743589744,"[0, 1, 0]"
11,First by Grofman,Random: 0.5,456,-110,2.111111111111111,"[0, 1, 0]"
11,Random: 0.5,First by Grofman,566,110,2.6203703703703702,"[0, 1, 0]"
12,First by Grofman,Random: 0.5,540,-125,2.125984251968504,"[0, 1, 0]"
12,Random: 0.5,First by Grofman,665,125,2.618110236220472,"[0, 1, 0]"
13,First by Grofman,Random: 0.5,512,-100,2.169491525423729,"[0, 1, 0]"
13,Random: 0.5,First by Grofman,612,100,2.593220338983051,"[0, 1, 0]"
14,First by Grofman,Random: 0.5,325,-45,2.195945945945946,"[0, 1, 0]"
14,Random: 0.5,First by Grofman,370,45,2.5,"[0, 1, 0]"
15,First by Grofman,Random: 0.5,547,-125,2.1284046692607004,"[0, 1, 0]"
15,Random: 0.5,First by Grofman,672,125,2.614785992217899,"[0, 1, 0]"
16,First by Grofman,Random: 0.5,383,-75,2.1396648044692737,"[0, 1, 0]"
16,Random: 0.5,First by Grofman,458,75,2.558659217877095,"[0, 1, 0]"
17,First by Grofman,Random: 0.5,472,-115,2.107142857142857,"[0, 1, 0]"
17,Random: 0.5,First by Grofman,587,115,2.6205357142857144,"[0, 1, 0]"
18,First by Grofman,Random: 0.5,460,-115,2.1004566210045663,"[0, 1, 0]"
18,Random: 0.5,First by Grofman,575,115,2.625570776255708,"[0, 1, 0]"
19,First by Grofman,Random: 0.5,556,-125,2.1384615384615384,"[0, 1, 0]"
19,Random: 0.5,First by Grofman,681,125,2.6192307692307693,"[0, 1, 0]"
20,Tit For Tat,"First by Tideman and Chieruzzi: (D, D)",748,-5,2.9800796812749004,"[0, 1, 0]"
20,"First by Tideman and Chieruzzi: (D, D)",Tit For Tat,753,5,3.0,"[0, 1, 0]"
21,Tit For Tat,"First by Tideman and Chieruzzi: (D, D)",604,-5,2.9753694581280787,"[0, 1, 0]"
21,"First by Tideman and Chieruzzi: (D, D)",Tit For Tat,609,5,3.0,"[0, 1, 0]"
22,Tit For Tat,"First by Tideman and Chieruzzi: (D, D)",541,-5,2.9725274725274726,"[0, 1, 0]"
22,"First by Tideman and Chieruzzi: (D, D)",Tit For Tat,546,5,3.0,"[0, 1, 0]"
23,Tit For Tat,"First by Tideman and Chieruzzi: (D, D)",433,-5,2.9657534246575343,"[0, 1, 0]"
23,"First by Tideman and Chieruzzi: (D, D)",Tit For Tat,438,5,3.0,"[0, 1, 0]"
24,Tit For Tat,"First by Tideman and Chieruzzi: (D, D)",754,-5,2.9802371541501977,"[0, 1, 0]"
24,"First by Tideman and Chieruzzi: (D, D)",Tit For Tat,759,5,3.0,"[0, 1, 0]"
25,Tit For Tat,"First by Tideman and Chieruzzi: (D, D)",598,-5,2.9751243781094527,"[0, 1, 0]"
25,"First by Tideman and Chieruzzi: (D, D)",Tit For Tat,603,5,3.0,"[0, 1, 0]"
26,Tit For Tat,"First by Tideman and Chieruzzi: (D, D)",547,-5,2.972826086956522,"[0, 1, 0]"
26,"First by Tideman and Chieruzzi: (D, D)",Tit For Tat,552,5,3.0,"[0, 1, 0]"
27,Tit For Tat,"First by Tideman and Chieruzzi: (D, D)",589,-5,2.974747474747475,"[0, 1, 0]"
27,"First by Tideman and Chieruzzi: (D, D)",Tit For Tat,594,5,3.0,"[0, 1, 0]"
28,Tit For Tat,"First by Tideman and Chieruzzi: (D, D)",772,-5,2.9806949806949805,"[0, 1, 0]"
28,"First by Tideman and Chieruzzi: (D, D)",Tit For Tat,777,5,3.0,"[0, 1, 0]"
29,Tit For Tat,"First by Tideman and Chieruzzi: (D, D)",574,-5,2.974093264248705,"[0, 1, 0]"
29,"First by Tideman and Chieruzzi: (D, D)",Tit For Tat,579,5,3.0,"[0, 1, 0]"
30,First by Shubik,"First by Stein and Rapoport: 0.05: (D, D)",730,-5,2.979591836734694,"[0, 1, 0]"
30,"First by Stein and Rapoport: 0.05: (D, D)",First by Shubik,735,5,3.0,"[0, 1, 0]"
31,First by Shubik,"First by Stein and Rapoport: 0.05: (D, D)",730,-5,2.979591836734694,"[0, 1, 0]"
31,"First by Stein and Rapoport: 0.05: (D, D)",First by Shubik,735,5,3.0,"[0, 1, 0]"
32,First by Shubik,"First by Stein and Rapoport: 0.05: (D, D)",541,-5,2.9725274725274726,"[0, 1, 0]"
32,"First by Stein and Rapoport: 0.05: (D, D)",First by Shubik,546,5,3.0,"[0, 1, 0]"
33,First by Shubik,"First by Stein and Rapoport: 0.05: (D, D)",541,-5,2.9725274725274726,"[0, 1, 0]"
33,"First by Stein and Rapoport: 0.05: (D, D)",First by Shubik,546,5,3.0,"[0, 1, 0]"
34,First by Shubik,"First by Stein and Rapoport: 0.05: (D, D)",724,-5,2.9794238683127574,"[0, 1, 0]"
34,"First by Stein and Rapoport: 0.05: (D, D)",First by Shubik,729,5,3.0,"[0, 1, 0]"
35,First by Shubik,"First by Stein and Rapoport: 0.05: (D, D)",475,-5,2.96875,"[0, 1, 0]"
35,"First by Stein and Rapoport: 0.05: (D, D)",First by Shubik,480,5,3.0,"[0, 1, 0]"
36,First by Shubik,"First by Stein and Rapoport: 0.05: (D, D)",700,-5,2.978723404255319,"[0, 1, 0]"
36,"First by Stein and Rapoport: 0.05: (D, D)",First by Shubik,705,5,3.0,"[0, 1, 0]"
37,First by Shubik,"First by Stein and Rapoport: 0.05: (D, D)",544,-5,2.9726775956284155,"[0, 1, 0]"
37,"First by Stein and Rapoport: 0.05: (D, D)",First by Shubik,549,5,3.0,"[0, 1, 0]"
38,First by Shubik,"First by Stein and Rapoport: 0.05: (D, D)",415,-5,2.9642857142857144,"[0, 1, 0]"
38,"First by Stein and Rapoport: 0.05: (D, D)",First by Shubik,420,5,3.0,"[0, 1, 0]"
39,First by Shubik,"First by Stein and Rapoport: 0.05: (D, D)",679,-5,2.9780701754385963,"[0, 1, 0]"
39,"First by Stein and Rapoport: 0.05: (D, D)",First by Shubik,684,5,3.0,"[0, 1, 0]"
40,Tit For Tat,First by Nydegger,453,0,3.0,"[0, 0, 1]"
40,First by Nydegger,Tit For Tat,453,0,3.0,"[0, 0, 1]"
41,Tit For Tat,First by Nydegger,708,0,3.0,"[0, 0, 1]"
41,First by Nydegger,Tit For Tat,708,0,3.0,"[0, 0, 1]"
42,Tit For Tat,First by Nydegger,447,0,3.0,"[0, 0, 1]"
42,First by Nydegger,Tit For Tat,447,0,3.0,"[0, 0, 1]"
43,Tit For Tat,First by Nydegger,570,0,3.0,"[0, 0, 1]"
43,First by Nydegger,Tit For Tat,570,0,3.0,"[0, 0, 1]"
44,Tit For Tat,First by Nydegger,621,0,3.0,"[0, 0, 1]"
44,First by Nydegger,Tit For Tat,621,0,3.0,"[0, 0, 1]"
45,Tit For Tat,First by Nydegger,657,0,3.0,"[0, 0, 1]"
45,First by Nydegger,Tit For Tat,657,0,3.0,"[0, 0, 1]"
46,Tit For Tat,First by Nydegger,519,0,3.0,"[0, 0, 1]"
46,First by Nydegger,Tit For Tat,519,0,3.0,"[0, 0, 1]"
47,Tit For Tat,First by Nydegger,606,0,3.0,"[0, 0, 1]"
47,First by Nydegger,Tit For Tat,606,0,3.0,"[0, 0, 1]"
48,Tit For Tat,First by Nydegger,510,0,3.0,"[0, 0, 1]"
48,First by Nydegger,Tit For Tat,510,0,3.0,"[0, 0, 1]"
49,Tit For Tat,First by Nydegger,780,0,3.0,"[0, 0, 1]"
49,First by Nydegger,Tit For Tat,780,0,3.0,"[0, 0, 1]"
50,First by Shubik,First by Graaskamp: 0.05,685,310,3.5309278350515463,"[1, 0, 0]"
50,First by Graaskamp: 0.05,First by Shubik,375,-310,1.9329896907216493,"[1, 0, 0]"
51,First by Shubik,First by Graaskamp: 0.05,580,255,3.515151515151515,"[1, 0, 0]"
51,First by Graaskamp: 0.05,First by Shubik,325,-255,1.9696969696969695,"[1, 0, 0]"
52,First by Shubik,First by Graaskamp: 0.05,736,350,3.5047619047619047,"[1, 0, 0]"
52,First by Graaskamp: 0.05,First by Shubik,386,-350,1.838095238095238,"[1, 0, 0]"
53,First by Shubik,First by Graaskamp: 0.05,476,170,3.4,"[1, 0, 0]"
