P1_vs_P2,Winners[P1_P2_EQ],Utility_P1,Utility_per_turn_P1,Utility_P2,Utility_per_turn_P2,AVG_utility_p1,AVG_utility_per_turn_p1,AVG_utility_p2,AVG_utility_per_turn_p1
"First by Nydegger,First by Stein and Rapoport: 0.05: (D, D)","[0, 10, 0]","[666, 756, 435, 714, 522, 474, 738, 654, 435, 477]","[2.9732, 2.9764, 2.9592, 2.975, 2.9659, 2.9625, 2.9758, 2.9727, 2.9592, 2.9627]","[676, 766, 445, 724, 532, 484, 748, 664, 445, 487]","[3.0179, 3.0157, 3.0272, 3.0167, 3.0227, 3.025, 3.0161, 3.0182, 3.0272, 3.0248]",587.1,2.96826,597.1,3.02115
"First by Nydegger,Grudger","[0, 0, 10]","[714, 696, 528, 717, 489, 627, 723, 777, 621, 780]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[714, 696, 528, 717, 489, 627, 723, 777, 621, 780]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",667.2,3.0,667.2,3.0
"First by Nydegger,First by Davis: 10","[0, 0, 10]","[735, 693, 585, 426, 684, 435, 483, 597, 732, 522]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[735, 693, 585, 426, 684, 435, 483, 597, 732, 522]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",589.2,3.0,589.2,3.0
"First by Nydegger,First by Graaskamp: 0.05","[0, 10, 0]","[576, 687, 561, 600, 483, 666, 591, 570, 690, 474]","[2.7692, 2.7702, 2.7772, 2.765, 2.7759, 2.7635, 2.7746, 2.767, 2.76, 2.7882]","[656, 782, 636, 685, 548, 761, 671, 650, 790, 534]","[3.1538, 3.1532, 3.1485, 3.1567, 3.1494, 3.1577, 3.1502, 3.1553, 3.16, 3.1412]",589.8,2.77108,671.3,3.1526
"First by Nydegger,First by Downing","[0, 10, 0]","[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]","[0.0652, 0.0638, 0.0789, 0.0591, 0.0708, 0.0857, 0.082, 0.0691, 0.0943, 0.0761]","[1130, 1155, 930, 1250, 1040, 855, 895, 1065, 775, 965]","[4.913, 4.9149, 4.8947, 4.9213, 4.9057, 4.8857, 4.8907, 4.9078, 4.8742, 4.8985]",15.0,0.0745,1006.0,4.90065
"First by Nydegger,First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[459, 435, 384, 363, 381, 411, 522, 486, 555, 381]","[2.295, 2.3641, 2.4774, 2.5385, 2.4902, 2.4176, 2.166, 2.2605, 2.1765, 2.474]","[694, 630, 519, 473, 511, 576, 857, 751, 905, 516]","[3.47, 3.4239, 3.3484, 3.3077, 3.3399, 3.3882, 3.556, 3.493, 3.549, 3.3506]",437.7,2.36598,643.2,3.42267
"First by Nydegger,First by Joss: 0.9","[0, 10, 0]","[690, 567, 387, 498, 699, 609, 558, 621, 417, 453]","[2.7711, 2.7794, 2.7447, 2.7514, 2.7738, 2.7682, 2.7761, 2.7723, 2.7434, 2.7289]","[785, 642, 447, 573, 794, 694, 633, 706, 482, 528]","[3.1526, 3.1471, 3.1702, 3.1657, 3.1508, 3.1545, 3.1493, 3.1518, 3.1711, 3.1807]",549.9,2.76093,628.4,3.15938
"First by Nydegger,First by Tullock","[0, 10, 0]","[408, 423, 627, 540, 438, 471, 600, 579, 573, 381]","[2.702, 2.7115, 2.7026, 2.6733, 2.7205, 2.7384, 2.7027, 2.693, 2.6901, 2.7214]","[483, 498, 742, 650, 513, 546, 710, 689, 683, 446]","[3.1987, 3.1923, 3.1983, 3.2178, 3.1863, 3.1744, 3.1982, 3.2047, 3.2066, 3.1857]",504.0,2.70555,596.0,3.1963
"First by Nydegger,First by Anonymous","[0, 10, 0]","[211, 271, 235, 217, 331, 367, 217, 283, 196, 337]","[1.4354, 1.3687, 1.4072, 1.4371, 1.4085, 1.4225, 1.4371, 1.3738, 1.3901, 1.3926]","[591, 806, 675, 607, 951, 1042, 607, 838, 571, 982]","[4.0204, 4.0707, 4.0419, 4.0199, 4.0468, 4.0388, 4.0199, 4.068, 4.0496, 4.0579]",266.5,1.4073,767.0,4.0433900000000005
"First by Nydegger,Random: 0.5","[0, 10, 0]","[207, 216, 372, 366, 273, 342, 312, 264, 264, 210]","[1.4681, 1.4305, 1.4762, 1.464, 1.4368, 1.4615, 1.4247, 1.4426, 1.4426, 1.4384]","[567, 611, 1012, 1006, 768, 942, 887, 739, 739, 590]","[4.0213, 4.0464, 4.0159, 4.024, 4.0421, 4.0256, 4.0502, 4.0383, 4.0383, 4.0411]",282.6,1.44854,786.1,4.03432
"First by Grofman,First by Grofman","[0, 0, 10]","[444, 702, 522, 501, 651, 507, 579, 492, 423, 777]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[444, 702, 522, 501, 651, 507, 579, 492, 423, 777]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",559.8,3.0,559.8,3.0
"First by Grofman,First by Shubik","[0, 0, 10]","[729, 759, 552, 762, 552, 507, 534, 420, 735, 444]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[729, 759, 552, 762, 552, 507, 534, 420, 735, 444]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",599.4,3.0,599.4,3.0
"First by Grofman,First by Stein and Rapoport: 0.05: (D, D)","[0, 10, 0]","[438, 534, 447, 489, 588, 618, 468, 735, 714, 549]","[2.9595, 2.9667, 2.9603, 2.9636, 2.9697, 2.9712, 2.962, 2.9757, 2.975, 2.9676]","[448, 544, 457, 499, 598, 628, 478, 745, 724, 559]","[3.027, 3.0222, 3.0265, 3.0242, 3.0202, 3.0192, 3.0253, 3.0162, 3.0167, 3.0216]",558.0,2.96713,568.0,3.02191
"First by Grofman,Grudger","[0, 0, 10]","[588, 567, 555, 651, 453, 426, 618, 558, 423, 651]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[588, 567, 555, 651, 453, 426, 618, 558, 423, 651]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",549.0,3.0,549.0,3.0
"First by Grofman,First by Davis: 10","[0, 0, 10]","[645, 750, 777, 606, 777, 552, 717, 747, 561, 549]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[645, 750, 777, 606, 777, 552, 717, 747, 561, 549]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",668.1,3.0,668.1,3.0
"First by Grofman,First by Graaskamp: 0.05","[9, 0, 1]","[510, 426, 527, 668, 742, 432, 455, 414, 414, 755]","[2.948, 2.9178, 2.9607, 2.9298, 3.004, 2.8993, 2.9167, 2.9155, 2.9155, 3.008]","[490, 421, 502, 653, 677, 432, 450, 409, 409, 685]","[2.8324, 2.8836, 2.8202, 2.864, 2.7409, 2.8993, 2.8846, 2.8803, 2.8803, 2.7291]",534.3,2.94153,512.8,2.84147
"First by Grofman,First by Downing","[0, 10, 0]","[77, 119, 72, 112, 77, 95, 75, 94, 89, 103]","[0.4783, 0.4612, 0.4768, 0.4647, 0.4753, 0.4657, 0.4808, 0.4653, 0.4709, 0.464]","[532, 849, 502, 792, 537, 675, 515, 669, 624, 733]","[3.3043, 3.2907, 3.3245, 3.2863, 3.3148, 3.3088, 3.3013, 3.3119, 3.3016, 3.3018]",91.3,0.4703,642.8,3.3046
"First by Grofman,First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[366, 397, 393, 448, 359, 378, 366, 499, 448, 341]","[2.1786, 2.123, 2.1359, 2.055, 2.2025, 2.1724, 2.1786, 1.9341, 2.055, 2.3356]","[496, 547, 538, 643, 484, 508, 496, 759, 643, 431]","[2.9524, 2.9251, 2.9239, 2.9495, 2.9693, 2.9195, 2.9524, 2.9419, 2.9495, 2.9521]",399.5,2.13707,554.5,2.94356
"First by Grofman,First by Joss: 0.9","[0, 10, 0]","[454, 546, 487, 472, 410, 600, 573, 634, 579, 637]","[2.5943, 2.5634, 2.5904, 2.5792, 2.6623, 2.5862, 2.5811, 2.5878, 2.5848, 2.5789]","[499, 596, 532, 517, 445, 655, 623, 689, 629, 697]","[2.8514, 2.7981, 2.8298, 2.8251, 2.8896, 2.8233, 2.8063, 2.8122, 2.808, 2.8219]",539.2,2.59084,588.2,2.82657
"First by Grofman,First by Tullock","[0, 10, 0]","[528, 468, 447, 366, 332, 483, 357, 581, 531, 326]","[2.2661, 2.2075, 2.1805, 2.1156, 2.0621, 2.2258, 2.1124, 2.2346, 2.2596, 2.0503]","[648, 588, 567, 471, 447, 603, 462, 721, 656, 441]","[2.7811, 2.7736, 2.7659, 2.7225, 2.7764, 2.7788, 2.7337, 2.7731, 2.7915, 2.7736]",441.9,2.17145,560.4,2.76702
"First by Grofman,First by Anonymous","[0, 10, 0]","[461, 441, 288, 336, 334, 389, 432, 471, 472, 475]","[2.0043, 1.96, 1.9726, 1.9649, 2.012, 1.945, 1.9817, 1.9707, 1.9504, 1.9467]","[616, 611, 398, 471, 454, 549, 592, 646, 657, 665]","[2.6783, 2.7156, 2.726, 2.7544, 2.7349, 2.745, 2.7156, 2.7029, 2.7149, 2.7254]",409.9,1.97083,565.9,2.7213
"First by Shubik,First by Shubik","[0, 0, 10]","[474, 432, 576, 780, 750, 519, 468, 531, 633, 624]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[474, 432, 576, 780, 750, 519, 468, 531, 633, 624]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",578.7,3.0,578.7,3.0
"First by Shubik,Grudger","[0, 0, 10]","[585, 687, 696, 654, 561, 570, 765, 438, 705, 450]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[585, 687, 696, 654, 561, 570, 765, 438, 705, 450]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",611.1,3.0,611.1,3.0
"First by Shubik,First by Davis: 10","[0, 0, 10]","[660, 600, 453, 684, 591, 702, 675, 546, 678, 738]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[660, 600, 453, 684, 591, 702, 675, 546, 678, 738]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",632.7,3.0,632.7,3.0
"First by Shubik,First by Downing","[0, 10, 0]","[314, 272, 317, 248, 304, 249, 312, 296, 300, 205]","[1.2314, 1.2593, 1.2239, 1.3053, 1.2408, 1.3037, 1.2332, 1.2542, 1.2448, 1.3226]","[334, 292, 342, 258, 324, 259, 332, 311, 320, 215]","[1.3098, 1.3519, 1.3205, 1.3579, 1.3224, 1.356, 1.3123, 1.3178, 1.3278, 1.3871]",281.7,1.26192,298.7,1.3363500000000001
"First by Shubik,First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[205, 260, 205, 291, 230, 219, 247, 302, 251, 316]","[1.4643, 1.3684, 1.4643, 1.3049, 1.4198, 1.4503, 1.4034, 1.2906, 1.3944, 1.2691]","[210, 270, 210, 311, 235, 224, 252, 322, 256, 341]","[1.5, 1.4211, 1.5, 1.3946, 1.4506, 1.4834, 1.4318, 1.3761, 1.4222, 1.3695]",252.6,1.38295,263.1,1.43493
"First by Shubik,First by Joss: 0.9","[0, 10, 0]","[250, 280, 230, 242, 303, 211, 229, 283, 218, 205]","[1.3812, 1.3659, 1.4024, 1.3988, 1.3467, 1.4161, 1.4049, 1.3606, 1.4342, 1.4437]","[260, 290, 240, 252, 313, 226, 239, 293, 228, 215]","[1.4365, 1.4146, 1.4634, 1.4566, 1.3911, 1.5168, 1.4663, 1.4087, 1.5, 1.5141]",245.1,1.39545,255.6,1.45681
"First by Shubik,First by Tullock","[0, 10, 0]","[189, 250, 215, 215, 286, 184, 297, 280, 222, 216]","[1.2945, 1.1848, 1.2356, 1.2356, 1.1486, 1.305, 1.1423, 1.157, 1.2265, 1.2343]","[229, 310, 265, 265, 356, 224, 367, 345, 272, 266]","[1.5685, 1.4692, 1.523, 1.523, 1.4297, 1.5887, 1.4115, 1.4256, 1.5028, 1.52]",235.4,1.21642,289.9,1.4962
"First by Shubik,First by Anonymous","[10, 0, 0]","[698, 461, 506, 373, 560, 477, 661, 391, 445, 406]","[2.7373, 2.6494, 2.6915, 2.6268, 2.654, 2.6648, 2.789, 2.6599, 2.6807, 2.7067]","[243, 186, 196, 158, 215, 192, 226, 166, 180, 166]","[0.9529, 1.069, 1.0426, 1.1127, 1.019, 1.0726, 0.9536, 1.1293, 1.0843, 1.1067]",497.8,2.68601,192.8,1.05427
"First by Shubik,Random: 0.5","[10, 0, 0]","[718, 698, 503, 741, 613, 662, 458, 692, 642, 679]","[2.9917, 3.0216, 3.0485, 3.0, 3.0498, 3.0228, 3.137, 3.0218, 3.0571, 3.0312]","[263, 253, 208, 266, 233, 247, 188, 252, 237, 249]","[1.0958, 1.0952, 1.2606, 1.0769, 1.1592, 1.1279, 1.2877, 1.1004, 1.1286, 1.1116]",640.6,3.03815,239.6,1.14439
"First by Stein and Rapoport: 0.05: (D, D),First by Stein and Rapoport: 0.05: (D, D)","[0, 0, 10]","[500, 572, 578, 518, 575, 635, 740, 737, 536, 731]","[2.9762, 2.9792, 2.9794, 2.977, 2.9793, 2.9812, 2.9839, 2.9838, 2.9778, 2.9837]","[500, 572, 578, 518, 575, 635, 740, 737, 536, 731]","[2.9762, 2.9792, 2.9794, 2.977, 2.9793, 2.9812, 2.9839, 2.9838, 2.9778, 2.9837]",612.2,2.98015,612.2,2.98015
"First by Stein and Rapoport: 0.05: (D, D),First by Davis: 10","[10, 0, 0]","[567, 549, 474, 660, 675, 438, 729, 615, 750, 762]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[562, 544, 469, 655, 670, 433, 724, 610, 745, 757]","[2.9735, 2.9727, 2.9684, 2.9773, 2.9778, 2.9658, 2.9794, 2.9756, 2.98, 2.9803]",621.9,3.0,616.9,2.97508
"First by Stein and Rapoport: 0.05: (D, D),First by Downing","[10, 0, 0]","[533, 495, 560, 533, 576, 391, 492, 334, 519, 553]","[2.3795, 2.5515, 2.2672, 2.3795, 2.304, 2.3554, 2.5759, 2.2877, 2.4252, 2.2664]","[243, 215, 265, 243, 271, 206, 212, 164, 234, 263]","[1.0848, 1.1082, 1.0729, 1.0848, 1.084, 1.241, 1.1099, 1.1233, 1.0935, 1.0779]",498.6,2.3792299999999997,231.6,1.10803
"First by Stein and Rapoport: 0.05: (D, D),First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[357, 315, 299, 262, 322, 291, 260, 308, 295, 272]","[1.4631, 1.5594, 1.6075, 1.7584, 1.5407, 1.6348, 1.7687, 1.5795, 1.6209, 1.7107]","[362, 320, 304, 267, 327, 296, 265, 313, 300, 277]","[1.4836, 1.5842, 1.6344, 1.7919, 1.5646, 1.6629, 1.8027, 1.6051, 1.6484, 1.7421]",298.1,1.6243699999999999,303.1,1.65199
"First by Stein and Rapoport: 0.05: (D, D),First by Joss: 0.9","[0, 0, 10]","[185, 179, 271, 208, 229, 196, 233, 175, 281, 269]","[1.142, 1.1474, 1.0927, 1.1243, 1.1117, 1.1329, 1.1095, 1.1513, 1.0891, 1.0935]","[185, 179, 271, 208, 229, 196, 233, 175, 281, 269]","[1.142, 1.1474, 1.0927, 1.1243, 1.1117, 1.1329, 1.1095, 1.1513, 1.0891, 1.0935]",222.6,1.11944,222.6,1.11944
"First by Stein and Rapoport: 0.05: (D, D),First by Tullock","[0, 0, 10]","[302, 307, 303, 277, 203, 292, 255, 276, 246, 211]","[1.2428, 1.2379, 1.2418, 1.2706, 1.4097, 1.2532, 1.301, 1.2719, 1.3155, 1.3882]","[302, 307, 303, 277, 203, 292, 255, 276, 246, 211]","[1.2428, 1.2379, 1.2418, 1.2706, 1.4097, 1.2532, 1.301, 1.2719, 1.3155, 1.3882]",267.2,1.29326,267.2,1.29326
"First by Stein and Rapoport: 0.05: (D, D),First by Anonymous","[10, 0, 0]","[661, 526, 473, 676, 341, 397, 408, 633, 671, 570]","[2.644, 2.4929, 2.4381, 2.6304, 2.4184, 2.3916, 2.386, 2.6157, 2.6211, 2.5561]","[291, 276, 268, 296, 171, 227, 238, 288, 296, 280]","[1.164, 1.3081, 1.3814, 1.1518, 1.2128, 1.3675, 1.3918, 1.1901, 1.1562, 1.2556]",535.6,2.51943,263.1,1.25793
"First by Stein and Rapoport: 0.05: (D, D),Random: 0.5","[10, 0, 0]","[685, 617, 789, 515, 502, 568, 462, 492, 719, 674]","[3.0444, 3.0697, 3.1186, 2.9429, 2.9529, 3.0213, 3.0, 3.0, 3.0596, 3.036]","[135, 122, 144, 115, 112, 118, 102, 107, 139, 134]","[0.6, 0.607, 0.5692, 0.6571, 0.6588, 0.6277, 0.6623, 0.6524, 0.5915, 0.6036]",602.3,3.02454,122.8,0.62296
"Grudger,Grudger","[0, 0, 10]","[774, 603, 729, 750, 465, 672, 750, 447, 774, 696]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[774, 603, 729, 750, 465, 672, 750, 447, 774, 696]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",666.0,3.0,666.0,3.0
"Grudger,First by Davis: 10","[0, 0, 10]","[675, 645, 651, 756, 615, 471, 570, 675, 663, 714]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[675, 645, 651, 756, 615, 471, 570, 675, 663, 714]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",643.5,3.0,643.5,3.0
"Grudger,First by Graaskamp: 0.05","[10, 0, 0]","[362, 401, 404, 465, 462, 436, 382, 453, 353, 398]","[2.3974, 2.1105, 2.0933, 1.8307, 1.8406, 1.9378, 2.2339, 1.8719, 2.4859, 2.1283]","[227, 266, 269, 330, 327, 301, 247, 318, 218, 263]","[1.5033, 1.4, 1.3938, 1.2992, 1.3028, 1.3378, 1.4444, 1.314, 1.5352, 1.4064]",411.6,2.09303,276.6,1.3936899999999999
"First by Davis: 10,First by Downing","[0, 10, 0]","[179, 208, 258, 169, 248, 204, 219, 165, 262, 192]","[1.0529, 1.0452, 1.0361, 1.0305, 1.0377, 1.0462, 1.0429, 1.0312, 1.0356, 1.0492]","[204, 233, 283, 199, 273, 229, 244, 195, 287, 217]","[1.2, 1.1709, 1.1365, 1.2134, 1.1423, 1.1744, 1.1619, 1.2188, 1.1344, 1.1858]",210.4,1.04075,236.4,1.17384
"First by Davis: 10,First by Feld: 1.0, 0.5, 200","[0, 0, 10]","[237, 218, 210, 278, 286, 307, 226, 282, 329, 264]","[1.4107, 1.4631, 1.4894, 1.3301, 1.318, 1.2899, 1.4395, 1.3239, 1.2654, 1.3538]","[237, 218, 210, 278, 286, 307, 226, 282, 329, 264]","[1.4107, 1.4631, 1.4894, 1.3301, 1.318, 1.2899, 1.4395, 1.3239, 1.2654, 1.3538]",263.7,1.3683800000000002,263.7,1.3683800000000002
"First by Davis: 10,First by Joss: 0.9","[0, 10, 0]","[161, 160, 162, 182, 273, 201, 205, 207, 200, 265]","[1.1259, 1.1268, 1.125, 1.1098, 1.0706, 1.0984, 1.0963, 1.0952, 1.0989, 1.0729]","[166, 165, 167, 187, 278, 206, 210, 212, 205, 270]","[1.1608, 1.162, 1.1597, 1.1402, 1.0902, 1.1257, 1.123, 1.1217, 1.1264, 1.0931]",201.6,1.10198,206.6,1.13028
"First by Davis: 10,First by Tullock","[10, 0, 0]","[248, 310, 293, 264, 219, 243, 298, 290, 297, 248]","[1.3855, 1.2863, 1.308, 1.3538, 1.46, 1.3966, 1.3013, 1.3122, 1.3026, 1.3855]","[223, 285, 268, 239, 194, 218, 273, 265, 272, 223]","[1.2458, 1.1826, 1.1964, 1.2256, 1.2933, 1.2529, 1.1921, 1.1991, 1.193, 1.2458]",271.0,1.34918,246.0,1.22266
"First by Davis: 10,First by Anonymous","[10, 0, 0]","[591, 546, 703, 618, 692, 570, 529, 734, 391, 592]","[2.8971, 2.8586, 2.8811, 2.9289, 2.8714, 2.8643, 2.8441, 2.8784, 2.7929, 2.8878]","[136, 131, 158, 138, 157, 135, 129, 164, 106, 137]","[0.6667, 0.6859, 0.6475, 0.654, 0.6515, 0.6784, 0.6935, 0.6431, 0.7571, 0.6683]",596.6,2.87046,139.1,0.6746
"First by Davis: 10,Random: 0.5","[10, 0, 0]","[599, 537, 452, 590, 543, 548, 424, 599, 743, 437]","[2.8937, 2.9027, 2.8974, 2.9208, 2.9037, 2.9149, 2.9444, 2.8937, 2.9137, 2.9329]","[139, 127, 112, 135, 128, 128, 104, 139, 163, 107]","[0.6715, 0.6865, 0.7179, 0.6683, 0.6845, 0.6809, 0.7222, 0.6715, 0.6392, 0.7181]",547.2,2.91179,128.2,0.68606
"First by Graaskamp: 0.05,First by Graaskamp: 0.05","[0, 0, 10]","[243, 284, 247, 311, 266, 304, 270, 289, 343, 262]","[1.6993, 1.5435, 1.6803, 1.4739, 1.6024, 1.4902, 1.5882, 1.5291, 1.4115, 1.6173]","[243, 284, 247, 311, 266, 304, 270, 289, 343, 262]","[1.6993, 1.5435, 1.6803, 1.4739, 1.6024, 1.4902, 1.5882, 1.5291, 1.4115, 1.6173]",281.9,1.56357,281.9,1.56357
"First by Graaskamp: 0.05,First by Joss: 0.9","[0, 10, 0]","[231, 304, 288, 315, 234, 293, 306, 242, 322, 248]","[1.3832, 1.2667, 1.2857, 1.255, 1.3765, 1.2795, 1.2645, 1.3596, 1.2481, 1.3478]","[241, 314, 298, 325, 244, 303, 316, 252, 332, 258]","[1.4431, 1.3083, 1.3304, 1.2948, 1.4353, 1.3231, 1.3058, 1.4157, 1.2868, 1.4022]",278.3,1.30666,288.3,1.35455
"First by Graaskamp: 0.05,First by Anonymous","[10, 0, 0]","[512, 499, 396, 511, 556, 403, 540, 446, 586, 595]","[2.5347, 2.533, 2.3855, 2.5423, 2.5505, 2.3846, 2.5234, 2.4239, 2.5259, 2.5105]","[212, 209, 196, 211, 221, 198, 220, 206, 231, 235]","[1.0495, 1.0609, 1.1807, 1.0498, 1.0138, 1.1716, 1.028, 1.1196, 0.9957, 0.9916]",504.4,2.49143,213.9,1.06612
"First by Downing,First by Downing","[0, 0, 10]","[212, 187, 242, 208, 207, 180, 173, 225, 157, 215]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[212, 187, 242, 208, 207, 180, 173, 225, 157, 215]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",200.6,1.0,200.6,1.0
"First by Downing,First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[516, 405, 504, 468, 396, 432, 393, 498, 342, 456]","[1.9923, 2.2376, 2.0323, 2.0526, 2.2247, 2.1818, 2.2982, 2.0327, 2.3265, 2.1308]","[946, 630, 899, 823, 621, 697, 588, 888, 502, 761]","[3.6525, 3.4807, 3.625, 3.6096, 3.4888, 3.5202, 3.4386, 3.6245, 3.415, 3.5561]",441.0,2.15095,735.5,3.5411
"First by Downing,First by Joss: 0.9","[0, 10, 0]","[414, 408, 543, 660, 525, 450, 399, 693, 384, 576]","[2.6538, 2.6667, 2.7015, 2.6829, 2.7062, 2.6627, 2.6959, 2.686, 2.6853, 2.6791]","[499, 488, 638, 785, 615, 540, 469, 823, 454, 686]","[3.1987, 3.1895, 3.1741, 3.1911, 3.1701, 3.1953, 3.1689, 3.1899, 3.1748, 3.1907]",505.2,2.68201,599.7,3.18431
"First by Downing,First by Anonymous","[10, 0, 0]","[514, 514, 615, 737, 461, 425, 627, 600, 575, 437]","[2.7053, 2.7053, 2.8082, 2.913, 2.6647, 2.707, 2.8117, 2.7778, 2.7778, 2.7143]","[109, 109, 120, 132, 101, 90, 122, 120, 115, 92]","[0.5737, 0.5737, 0.5479, 0.5217, 0.5838, 0.5732, 0.5471, 0.5556, 0.5556, 0.5714]",550.5,2.75851,111.0,0.56037
"First by Feld: 1.0, 0.5, 200,First by Feld: 1.0, 0.5, 200","[0, 0, 10]","[329, 242, 266, 243, 247, 341, 250, 286, 312, 266]","[1.3595, 1.5613, 1.486, 1.5577, 1.5437, 1.3425, 1.5337, 1.4372, 1.3867, 1.486]","[329, 242, 266, 243, 247, 341, 250, 286, 312, 266]","[1.3595, 1.5613, 1.486, 1.5577, 1.5437, 1.3425, 1.5337, 1.4372, 1.3867, 1.486]",278.2,1.46943,278.2,1.46943
"First by Feld: 1.0, 0.5, 200,Random: 0.5","[10, 0, 0]","[461, 522, 546, 585, 500, 546, 410, 602, 592, 515]","[2.4136, 2.4279, 2.4484, 2.4477, 2.439, 2.4484, 2.3563, 2.4672, 2.4463, 2.4292]","[356, 392, 401, 430, 375, 401, 335, 432, 432, 390]","[1.8639, 1.8233, 1.7982, 1.7992, 1.8293, 1.7982, 1.9253, 1.7705, 1.7851, 1.8396]",527.9,2.4324,394.4,1.8232599999999999
"First by Joss: 0.9,First by Tullock","[0, 0, 10]","[241, 178, 262, 228, 201, 207, 259, 216, 207, 203]","[1.1587, 1.2276, 1.1441, 1.1692, 1.1964, 1.1897, 1.146, 1.1803, 1.1897, 1.1941]","[241, 178, 262, 228, 201, 207, 259, 216, 207, 203]","[1.1587, 1.2276, 1.1441, 1.1692, 1.1964, 1.1897, 1.146, 1.1803, 1.1897, 1.1941]",220.2,1.17958,220.2,1.17958
"First by Tullock,First by Tullock","[5, 5, 0]","[208, 192, 230, 303, 258, 261, 196, 277, 289, 258]","[1.3082, 1.3427, 1.2707, 1.1929, 1.2344, 1.2311, 1.3333, 1.2149, 1.2042, 1.2344]","[203, 187, 225, 298, 253, 256, 191, 272, 284, 253]","[1.2767, 1.3077, 1.2431, 1.1732, 1.2105, 1.2075, 1.2993, 1.193, 1.1833, 1.2105]",247.2,1.25668,242.2,1.23048
"First by Tullock,Random: 0.5","[10, 0, 0]","[612, 342, 550, 446, 357, 394, 603, 428, 421, 435]","[2.3906, 2.3108, 2.4017, 2.3474, 2.3333, 2.3735, 2.3929, 2.3261, 2.352, 2.3262]","[542, 327, 475, 386, 332, 349, 533, 383, 371, 385]","[2.1172, 2.2095, 2.0742, 2.0316, 2.1699, 2.1024, 2.1151, 2.0815, 2.0726, 2.0588]",458.8,2.35545,408.3,2.10328
"First by Anonymous,Random: 0.5","[1, 9, 0]","[312, 477, 564, 458, 461, 489, 519, 461, 572, 493]","[2.1972, 2.2933, 2.2742, 2.2786, 2.2822, 2.2958, 2.2965, 2.2822, 2.2789, 2.293]","[332, 482, 574, 463, 466, 494, 514, 466, 582, 498]","[2.338, 2.3173, 2.3145, 2.3035, 2.3069, 2.3192, 2.2743, 2.3069, 2.3187, 2.3163]",480.6,2.27719,487.1,2.31156
