Interaction index,Player index,Opponent index,Repetition,Player name,Opponent name,Actions,Score,Score difference,Turns,Score per turn,Score difference per turn,Win,Winner List,Initial cooperation,Cooperation count,CC count,CD count,DC count,DD count,CC to C count,CC to D count,CD to C count,CD to D count,DC to C count,DC to D count,DD to C count,DD to D count,Good partner
129,8,11,9,First by Graaskamp: 0.05,First by Joss: 0.9,CCCCCCCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDD,262,-5,200,1.31,-0.025,0,"[0, 1, 0]",True,24,6,18,17,159,6,0,0,18,17,0,0,158,1
129,11,8,9,First by Joss: 0.9,First by Graaskamp: 0.05,CCCCCCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDD,267,5,200,1.335,0.025,1,"[0, 1, 0]",True,23,6,17,18,159,5,1,0,17,17,1,0,158,0
130,0,7,0,Tit For Tat,First by Davis: 10,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,600,0,200,3.0,0.0,0,"[0, 0, 1]",True,200,200,0,0,0,199,0,0,0,0,0,0,0,1
130,7,0,0,First by Davis: 10,Tit For Tat,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,600,0,200,3.0,0.0,0,"[0, 0, 1]",True,200,200,0,0,0,199,0,0,0,0,0,0,0,1
131,0,7,1,Tit For Tat,First by Davis: 10,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,600,0,200,3.0,0.0,0,"[0, 0, 1]",True,200,200,0,0,0,199,0,0,0,0,0,0,0,1
131,7,0,1,First by Davis: 10,Tit For Tat,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,600,0,200,3.0,0.0,0,"[0, 0, 1]",True,200,200,0,0,0,199,0,0,0,0,0,0,0,1
132,0,7,2,Tit For Tat,First by Davis: 10,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,600,0,200,3.0,0.0,0,"[0, 0, 1]",True,200,200,0,0,0,199,0,0,0,0,0,0,0,1
132,7,0,2,First by Davis: 10,Tit For Tat,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,600,0,200,3.0,0.0,0,"[0, 0, 1]",True,200,200,0,0,0,199,0,0,0,0,0,0,0,1
133,0,7,3,Tit For Tat,First by Davis: 10,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,600,0,200,3.0,0.0,0,"[0, 0, 1]",True,200,200,0,0,0,199,0,0,0,0,0,0,0,1
133,7,0,3,First by Davis: 10,Tit For Tat,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,600,0,200,3.0,0.0,0,"[0, 0, 1]",True,200,200,0,0,0,199,0,0,0,0,0,0,0,1
134,0,7,4,Tit For Tat,First by Davis: 10,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,600,0,200,3.0,0.0,0,"[0, 0, 1]",True,200,200,0,0,0,199,0,0,0,0,0,0,0,1
134,7,0,4,First by Davis: 10,Tit For Tat,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,600,0,200,3.0,0.0,0,"[0, 0, 1]",True,200,200,0,0,0,199,0,0,0,0,0,0,0,1
135,0,7,5,Tit For Tat,First by Davis: 10,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,600,0,200,3.0,0.0,0,"[0, 0, 1]",True,200,200,0,0,0,199,0,0,0,0,0,0,0,1
135,7,0,5,First by Davis: 10,Tit For Tat,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,600,0,200,3.0,0.0,0,"[0, 0, 1]",True,200,200,0,0,0,199,0,0,0,0,0,0,0,1
136,0,7,6,Tit For Tat,First by Davis: 10,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,600,0,200,3.0,0.0,0,"[0, 0, 1]",True,200,200,0,0,0,199,0,0,0,0,0,0,0,1
136,7,0,6,First by Davis: 10,Tit For Tat,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,600,0,200,3.0,0.0,0,"[0, 0, 1]",True,200,200,0,0,0,199,0,0,0,0,0,0,0,1
137,0,7,7,Tit For Tat,First by Davis: 10,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,600,0,200,3.0,0.0,0,"[0, 0, 1]",True,200,200,0,0,0,199,0,0,0,0,0,0,0,1
137,7,0,7,First by Davis: 10,Tit For Tat,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,600,0,200,3.0,0.0,0,"[0, 0, 1]",True,200,200,0,0,0,199,0,0,0,0,0,0,0,1
138,0,7,8,Tit For Tat,First by Davis: 10,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,600,0,200,3.0,0.0,0,"[0, 0, 1]",True,200,200,0,0,0,199,0,0,0,0,0,0,0,1
138,7,0,8,First by Davis: 10,Tit For Tat,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,600,0,200,3.0,0.0,0,"[0, 0, 1]",True,200,200,0,0,0,199,0,0,0,0,0,0,0,1
139,0,7,9,Tit For Tat,First by Davis: 10,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,600,0,200,3.0,0.0,0,"[0, 0, 1]",True,200,200,0,0,0,199,0,0,0,0,0,0,0,1
139,7,0,9,First by Davis: 10,Tit For Tat,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,600,0,200,3.0,0.0,0,"[0, 0, 1]",True,200,200,0,0,0,199,0,0,0,0,0,0,0,1
140,8,14,0,First by Graaskamp: 0.05,Random: 0.5,CCDCDDCCCCCDCCDDCCCCCCDDDDCCDCDDCCDDDDCDDDCDDCDCCDDDCDCDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDD,530,325,200,2.65,1.625,1,"[1, 0, 0]",True,28,14,14,79,93,14,0,0,14,13,65,0,93,0
140,14,8,0,Random: 0.5,First by Graaskamp: 0.05,CDCDDCCCCCDCCDDCCCCCCDDDDCCDCDDCCDDDDCDDDCDDCDCCDDDCDCDCCCDCCDDCDDDCDCCCCDDDDCCDDDDCDDDDDDDCDCCDDDDDDCDDCCCCCDCCCCDDCDDDCCCDDCDDDCCDDDCDDCDDDDDCDDDCCCDCDCDDDCCDCCDCDCCDDDCCDCCDDCCDCCCCDCDDDCDCCDCDDCDC,205,-325,200,1.025,-1.625,0,"[1, 0, 0]",True,93,14,79,14,93,7,7,36,42,6,8,43,50,1
141,8,14,1,First by Graaskamp: 0.05,Random: 0.5,CCDCDDCCCCCDCCDDCCCCCCDDDDCCDCDDCCDDDDCDDDCDDCDCCDDDCDCDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDD,530,325,200,2.65,1.625,1,"[1, 0, 0]",True,28,14,14,79,93,14,0,0,14,13,65,0,93,0
141,14,8,1,Random: 0.5,First by Graaskamp: 0.05,CDCDDCCCCCDCCDDCCCCCCDDDDCCDCDDCCDDDDCDDDCDDCDCCDDDCDCDCCCDCCDDCDDDCDCCCCDDDDCCDDDDCDDDDDDDCDCCDDDDDDCDDCCCCCDCCCCDDCDDDCCCDDCDDDCCDDDCDDCDDDDDCDDDCCCDCDCDDDCCDCCDCDCCDDDCCDCCDDCCDCCCCDCDDDCDCCDCDDCDC,205,-325,200,1.025,-1.625,0,"[1, 0, 0]",True,93,14,79,14,93,7,7,36,42,6,8,43,50,1
142,8,14,2,First by Graaskamp: 0.05,Random: 0.5,CCDCDDCCCCCDCCDDCCCCCCDDDDCCDCDDCCDDDDCDDDCDDCDCCDDDCDCDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDD,530,325,200,2.65,1.625,1,"[1, 0, 0]",True,28,14,14,79,93,14,0,0,14,13,65,0,93,0
142,14,8,2,Random: 0.5,First by Graaskamp: 0.05,CDCDDCCCCCDCCDDCCCCCCDDDDCCDCDDCCDDDDCDDDCDDCDCCDDDCDCDCCCDCCDDCDDDCDCCCCDDDDCCDDDDCDDDDDDDCDCCDDDDDDCDDCCCCCDCCCCDDCDDDCCCDDCDDDCCDDDCDDCDDDDDCDDDCCCDCDCDDDCCDCCDCDCCDDDCCDCCDDCCDCCCCDCDDDCDCCDCDDCDC,205,-325,200,1.025,-1.625,0,"[1, 0, 0]",True,93,14,79,14,93,7,7,36,42,6,8,43,50,1
143,8,14,3,First by Graaskamp: 0.05,Random: 0.5,CCDCDDCCCCCDCCDDCCCCCCDDDDCCDCDDCCDDDDCDDDCDDCDCCDDDCDCDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDD,530,325,200,2.65,1.625,1,"[1, 0, 0]",True,28,14,14,79,93,14,0,0,14,13,65,0,93,0
143,14,8,3,Random: 0.5,First by Graaskamp: 0.05,CDCDDCCCCCDCCDDCCCCCCDDDDCCDCDDCCDDDDCDDDCDDCDCCDDDCDCDCCCDCCDDCDDDCDCCCCDDDDCCDDDDCDDDDDDDCDCCDDDDDDCDDCCCCCDCCCCDDCDDDCCCDDCDDDCCDDDCDDCDDDDDCDDDCCCDCDCDDDCCDCCDCDCCDDDCCDCCDDCCDCCCCDCDDDCDCCDCDDCDC,205,-325,200,1.025,-1.625,0,"[1, 0, 0]",True,93,14,79,14,93,7,7,36,42,6,8,43,50,1
144,8,14,4,First by Graaskamp: 0.05,Random: 0.5,CCDCDDCCCCCDCCDDCCCCCCDDDDCCDCDDCCDDDDCDDDCDDCDCCDDDCDCDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDD,530,325,200,2.65,1.625,1,"[1, 0, 0]",True,28,14,14,79,93,14,0,0,14,13,65,0,93,0
144,14,8,4,Random: 0.5,First by Graaskamp: 0.05,CDCDDCCCCCDCCDDCCCCCCDDDDCCDCDDCCDDDDCDDDCDDCDCCDDDCDCDCCCDCCDDCDDDCDCCCCDDDDCCDDDDCDDDDDDDCDCCDDDDDDCDDCCCCCDCCCCDDCDDDCCCDDCDDDCCDDDCDDCDDDDDCDDDCCCDCDCDDDCCDCCDCDCCDDDCCDCCDDCCDCCCCDCDDDCDCCDCDDCDC,205,-325,200,1.025,-1.625,0,"[1, 0, 0]",True,93,14,79,14,93,7,7,36,42,6,8,43,50,1
145,8,14,5,First by Graaskamp: 0.05,Random: 0.5,CCDCDDCCCCCDCCDDCCCCCCDDDDCCDCDDCCDDDDCDDDCDDCDCCDDDCDCDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDD,530,325,200,2.65,1.625,1,"[1, 0, 0]",True,28,14,14,79,93,14,0,0,14,13,65,0,93,0
145,14,8,5,Random: 0.5,First by Graaskamp: 0.05,CDCDDCCCCCDCCDDCCCCCCDDDDCCDCDDCCDDDDCDDDCDDCDCCDDDCDCDCCCDCCDDCDDDCDCCCCDDDDCCDDDDCDDDDDDDCDCCDDDDDDCDDCCCCCDCCCCDDCDDDCCCDDCDDDCCDDDCDDCDDDDDCDDDCCCDCDCDDDCCDCCDCDCCDDDCCDCCDDCCDCCCCDCDDDCDCCDCDDCDC,205,-325,200,1.025,-1.625,0,"[1, 0, 0]",True,93,14,79,14,93,7,7,36,42,6,8,43,50,1
146,8,14,6,First by Graaskamp: 0.05,Random: 0.5,CCDCDDCCCCCDCCDDCCCCCCDDDDCCDCDDCCDDDDCDDDCDDCDCCDDDCDCDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDD,530,325,200,2.65,1.625,1,"[1, 0, 0]",True,28,14,14,79,93,14,0,0,14,13,65,0,93,0
146,14,8,6,Random: 0.5,First by Graaskamp: 0.05,CDCDDCCCCCDCCDDCCCCCCDDDDCCDCDDCCDDDDCDDDCDDCDCCDDDCDCDCCCDCCDDCDDDCDCCCCDDDDCCDDDDCDDDDDDDCDCCDDDDDDCDDCCCCCDCCCCDDCDDDCCCDDCDDDCCDDDCDDCDDDDDCDDDCCCDCDCDDDCCDCCDCDCCDDDCCDCCDDCCDCCCCDCDDDCDCCDCDDCDC,205,-325,200,1.025,-1.625,0,"[1, 0, 0]",True,93,14,79,14,93,7,7,36,42,6,8,43,50,1
147,8,14,7,First by Graaskamp: 0.05,Random: 0.5,CCDCDDCCCCCDCCDDCCCCCCDDDDCCDCDDCCDDDDCDDDCDDCDCCDDDCDCDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDD,530,325,200,2.65,1.625,1,"[1, 0, 0]",True,28,14,14,79,93,14,0,0,14,13,65,0,93,0
147,14,8,7,Random: 0.5,First by Graaskamp: 0.05,CDCDDCCCCCDCCDDCCCCCCDDDDCCDCDDCCDDDDCDDDCDDCDCCDDDCDCDCCCDCCDDCDDDCDCCCCDDDDCCDDDDCDDDDDDDCDCCDDDDDDCDDCCCCCDCCCCDDCDDDCCCDDCDDDCCDDDCDDCDDDDDCDDDCCCDCDCDDDCCDCCDCDCCDDDCCDCCDDCCDCCCCDCDDDCDCCDCDDCDC,205,-325,200,1.025,-1.625,0,"[1, 0, 0]",True,93,14,79,14,93,7,7,36,42,6,8,43,50,1
148,8,14,8,First by Graaskamp: 0.05,Random: 0.5,CCDCDDCCCCCDCCDDCCCCCCDDDDCCDCDDCCDDDDCDDDCDDCDCCDDDCDCDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDD,530,325,200,2.65,1.625,1,"[1, 0, 0]",True,28,14,14,79,93,14,0,0,14,13,65,0,93,0
148,14,8,8,Random: 0.5,First by Graaskamp: 0.05,CDCDDCCCCCDCCDDCCCCCCDDDDCCDCDDCCDDDDCDDDCDDCDCCDDDCDCDCCCDCCDDCDDDCDCCCCDDDDCCDDDDCDDDDDDDCDCCDDDDDDCDDCCCCCDCCCCDDCDDDCCCDDCDDDCCDDDCDDCDDDDDCDDDCCCDCDCDDDCCDCCDCDCCDDDCCDCCDDCCDCCCCDCDDDCDCCDCDDCDC,205,-325,200,1.025,-1.625,0,"[1, 0, 0]",True,93,14,79,14,93,7,7,36,42,6,8,43,50,1
149,8,14,9,First by Graaskamp: 0.05,Random: 0.5,CCDCDDCCCCCDCCDDCCCCCCDDDDCCDCDDCCDDDDCDDDCDDCDCCDDDCDCDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDD,530,325,200,2.65,1.625,1,"[1, 0, 0]",True,28,14,14,79,93,14,0,0,14,13,65,0,93,0
149,14,8,9,Random: 0.5,First by Graaskamp: 0.05,CDCDDCCCCCDCCDDCCCCCCDDDDCCDCDDCCDDDDCDDDCDDCDCCDDDCDCDCCCDCCDDCDDDCDCCCCDDDDCCDDDDCDDDDDDDCDCCDDDDDDCDDCCCCCDCCCCDDCDDDCCCDDCDDDCCDDDCDDCDDDDDCDDDCCCDCDCDDDCCDCCDCDCCDDDCCDCCDDCCDCCCCDCDDDCDCCDCDDCDC,205,-325,200,1.025,-1.625,0,"[1, 0, 0]",True,93,14,79,14,93,7,7,36,42,6,8,43,50,1
150,0,8,0,Tit For Tat,First by Graaskamp: 0.05,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCD,525,0,200,2.625,0.0,0,"[0, 0, 1]",True,125,50,75,75,0,50,0,0,75,74,0,0,0,1
150,8,0,0,First by Graaskamp: 0.05,Tit For Tat,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDC,525,0,200,2.625,0.0,0,"[0, 0, 1]",True,125,50,75,75,0,49,1,0,74,75,0,0,0,1
151,0,8,1,Tit For Tat,First by Graaskamp: 0.05,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCD,525,0,200,2.625,0.0,0,"[0, 0, 1]",True,125,50,75,75,0,50,0,0,75,74,0,0,0,1
151,8,0,1,First by Graaskamp: 0.05,Tit For Tat,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDC,525,0,200,2.625,0.0,0,"[0, 0, 1]",True,125,50,75,75,0,49,1,0,74,75,0,0,0,1
152,0,8,2,Tit For Tat,First by Graaskamp: 0.05,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCD,525,0,200,2.625,0.0,0,"[0, 0, 1]",True,125,50,75,75,0,50,0,0,75,74,0,0,0,1
152,8,0,2,First by Graaskamp: 0.05,Tit For Tat,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDCDC,525,0,200,2.625,0.0,0,"[0, 0, 1]",True,125,50,75,75,0,49,1,0,74,75,0,0,0,1
