P1_vs_P2,Winners[P1_P2_EQ],Utility_P1,Utility_per_turn_P1,Utility_P2,Utility_per_turn_P2,AVG_utility_p1,AVG_utility_per_turn_p1,AVG_utility_p2,AVG_utility_per_turn_p1
"Tit For Tat,First by Stein and Rapoport: 0.05: (D, D)","[0, 10, 0]","[562, 637, 424, 667, 415, 616, 565, 754, 769, 514]","[2.9735, 2.9766, 2.965, 2.9777, 2.9643, 2.9758, 2.9737, 2.9802, 2.9806, 2.9711]","[567, 642, 429, 672, 420, 621, 570, 759, 774, 519]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",592.3,2.97385,597.3,3.0
"First by Shubik,First by Davis: 10","[0, 0, 10]","[570, 477, 732, 666, 570, 441, 765, 435, 627, 588]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[570, 477, 732, 666, 570, 441, 765, 435, 627, 588]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",587.1,3.0,587.1,3.0
"Tit For Tat,Grudger","[0, 0, 10]","[777, 474, 693, 582, 711, 450, 534, 492, 564, 576]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[777, 474, 693, 582, 711, 450, 534, 492, 564, 576]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",585.3,3.0,585.3,3.0
"First by Shubik,First by Downing","[0, 10, 0]","[235, 258, 233, 279, 253, 273, 308, 203, 315, 317]","[1.3277, 1.2836, 1.3391, 1.2511, 1.2908, 1.2581, 1.2369, 1.3268, 1.2305, 1.2239]","[245, 273, 238, 299, 268, 293, 328, 213, 335, 342]","[1.3842, 1.3582, 1.3678, 1.3408, 1.3673, 1.3502, 1.3173, 1.3922, 1.3086, 1.3205]",267.4,1.27685,283.4,1.35071
"Tit For Tat,First by Davis: 10","[0, 0, 10]","[738, 576, 603, 603, 462, 492, 717, 618, 519, 636]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[738, 576, 603, 603, 462, 492, 717, 618, 519, 636]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",596.4,3.0,596.4,3.0
"First by Shubik,First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[347, 248, 301, 319, 286, 285, 314, 275, 260, 321]","[1.3825, 1.55, 1.4198, 1.4115, 1.4592, 1.4615, 1.4208, 1.4946, 1.5116, 1.4079]","[357, 253, 316, 329, 296, 295, 324, 280, 265, 331]","[1.4223, 1.5813, 1.4906, 1.4558, 1.5102, 1.5128, 1.4661, 1.5217, 1.5407, 1.4518]",295.6,1.45194,304.6,1.49533
"Tit For Tat,First by Graaskamp: 0.05","[0, 6, 4]","[410, 630, 625, 485, 620, 505, 515, 530, 630, 440]","[2.6452, 2.5926, 2.6042, 2.6359, 2.605, 2.6166, 2.6142, 2.6108, 2.6033, 2.6347]","[415, 635, 625, 485, 620, 510, 520, 535, 630, 445]","[2.6774, 2.6132, 2.6042, 2.6359, 2.605, 2.6425, 2.6396, 2.6355, 2.6033, 2.6647]",539.0,2.61625,542.0,2.63213
"First by Shubik,First by Joss: 0.9","[0, 10, 0]","[189, 303, 237, 239, 247, 299, 271, 278, 226, 310]","[1.3217, 1.2521, 1.2811, 1.2781, 1.2865, 1.2563, 1.2723, 1.2636, 1.2989, 1.245]","[194, 308, 242, 244, 252, 304, 276, 283, 231, 315]","[1.3566, 1.2727, 1.3081, 1.3048, 1.3125, 1.2773, 1.2958, 1.2864, 1.3276, 1.2651]",259.9,1.27556,264.9,1.30069
"Tit For Tat,First by Downing","[0, 0, 10]","[675, 696, 702, 570, 495, 522, 543, 624, 558, 552]","[2.9867, 2.9871, 2.9872, 2.9843, 2.9819, 2.9829, 2.9835, 2.9856, 2.984, 2.9838]","[675, 696, 702, 570, 495, 522, 543, 624, 558, 552]","[2.9867, 2.9871, 2.9872, 2.9843, 2.9819, 2.9829, 2.9835, 2.9856, 2.984, 2.9838]",593.7,2.9847,593.7,2.9847
"First by Shubik,First by Tullock","[0, 10, 0]","[304, 340, 273, 327, 268, 334, 288, 268, 340, 314]","[1.434, 1.36, 1.5251, 1.3856, 1.5402, 1.3745, 1.4769, 1.5402, 1.36, 1.4144]","[344, 390, 303, 372, 298, 379, 323, 298, 390, 354]","[1.6226, 1.56, 1.6927, 1.5763, 1.7126, 1.5597, 1.6564, 1.7126, 1.56, 1.5946]",305.6,1.44109,345.1,1.6247500000000001
"Tit For Tat,First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[261, 199, 246, 205, 256, 229, 229, 279, 239, 207]","[1.1972, 1.2756, 1.2118, 1.2654, 1.2019, 1.2312, 1.2312, 1.1822, 1.2194, 1.2622]","[266, 204, 251, 210, 261, 234, 234, 284, 244, 212]","[1.2202, 1.3077, 1.2365, 1.2963, 1.2254, 1.2581, 1.2581, 1.2034, 1.2449, 1.2927]",235.0,1.22781,240.0,1.25433
"First by Shubik,First by Anonymous","[10, 0, 0]","[405, 563, 435, 386, 718, 654, 718, 661, 504, 517]","[2.6821, 2.681, 2.7019, 2.6993, 2.7722, 2.7479, 2.7722, 2.7427, 2.7097, 2.7068]","[170, 223, 175, 161, 263, 249, 263, 251, 204, 207]","[1.1258, 1.0619, 1.087, 1.1259, 1.0154, 1.0462, 1.0154, 1.0415, 1.0968, 1.0838]",556.1,2.7215800000000003,216.6,1.06997
"Tit For Tat,First by Joss: 0.9","[0, 10, 0]","[216, 248, 209, 180, 208, 174, 245, 168, 178, 278]","[1.1134, 1.0973, 1.1176, 1.1392, 1.1183, 1.1447, 1.0987, 1.1507, 1.141, 1.0859]","[221, 253, 214, 185, 213, 179, 250, 173, 183, 283]","[1.1392, 1.1195, 1.1444, 1.1709, 1.1452, 1.1776, 1.1211, 1.1849, 1.1731, 1.1055]",210.4,1.1206800000000001,215.4,1.14814
"First by Shubik,Random: 0.5","[10, 0, 0]","[685, 459, 696, 700, 638, 655, 460, 548, 752, 680]","[2.9149, 2.7485, 2.9244, 2.8926, 2.9132, 2.9241, 2.7381, 2.8542, 2.9261, 2.906]","[255, 204, 256, 260, 238, 240, 205, 223, 272, 255]","[1.0851, 1.2216, 1.0756, 1.0744, 1.0868, 1.0714, 1.2202, 1.1615, 1.0584, 1.0897]",627.3,2.87421,240.8,1.1144699999999998
"Tit For Tat,First by Tullock","[0, 10, 0]","[319, 284, 251, 297, 298, 266, 322, 245, 261, 264]","[1.3292, 1.3854, 1.4593, 1.3624, 1.3607, 1.4225, 1.3251, 1.4759, 1.4341, 1.427]","[324, 289, 256, 302, 303, 271, 327, 250, 266, 269]","[1.35, 1.4098, 1.4884, 1.3853, 1.3836, 1.4492, 1.3457, 1.506, 1.4615, 1.4541]",280.7,1.39816,285.7,1.42336
"First by Stein and Rapoport: 0.05: (D, D),First by Stein and Rapoport: 0.05: (D, D)","[0, 0, 10]","[569, 467, 422, 512, 692, 518, 749, 545, 725, 533]","[2.9791, 2.9745, 2.9718, 2.9767, 2.9828, 2.977, 2.9841, 2.9781, 2.9835, 2.9777]","[569, 467, 422, 512, 692, 518, 749, 545, 725, 533]","[2.9791, 2.9745, 2.9718, 2.9767, 2.9828, 2.977, 2.9841, 2.9781, 2.9835, 2.9777]",573.2,2.97853,573.2,2.97853
"Tit For Tat,First by Anonymous","[0, 5, 5]","[338, 511, 490, 374, 547, 420, 369, 420, 452, 568]","[2.2533, 2.2611, 2.2477, 2.2262, 2.2603, 2.246, 2.2096, 2.2581, 2.2376, 2.254]","[338, 516, 495, 374, 547, 425, 374, 420, 452, 573]","[2.2533, 2.2832, 2.2706, 2.2262, 2.2603, 2.2727, 2.2395, 2.2581, 2.2376, 2.2738]",448.9,2.24539,451.4,2.25753
"First by Stein and Rapoport: 0.05: (D, D),First by Davis: 10","[10, 0, 0]","[570, 447, 456, 573, 720, 684, 510, 495, 444, 699]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[565, 442, 451, 568, 715, 679, 505, 490, 439, 694]","[2.9737, 2.9664, 2.9671, 2.9738, 2.9792, 2.9781, 2.9706, 2.9697, 2.9662, 2.9785]",559.8,3.0,554.8,2.97233
"Tit For Tat,Random: 0.5","[0, 5, 5]","[387, 452, 365, 582, 584, 570, 494, 555, 422, 339]","[2.25, 2.3061, 2.2121, 2.2824, 2.2636, 2.28, 2.287, 2.2746, 2.2811, 2.3219]","[387, 452, 370, 582, 589, 575, 494, 560, 427, 339]","[2.25, 2.3061, 2.2424, 2.2824, 2.2829, 2.3, 2.287, 2.2951, 2.3081, 2.3219]",475.0,2.27588,477.5,2.28759
"First by Stein and Rapoport: 0.05: (D, D),First by Downing","[10, 0, 0]","[333, 364, 509, 332, 553, 507, 498, 344, 344, 576]","[2.2966, 2.3185, 2.4951, 2.3056, 2.2664, 2.5099, 2.5279, 2.2632, 2.2632, 2.304]","[163, 179, 224, 162, 263, 222, 218, 169, 169, 271]","[1.1241, 1.1401, 1.098, 1.125, 1.0779, 1.099, 1.1066, 1.1118, 1.1118, 1.084]",436.0,2.35504,204.0,1.10783
"First by Tideman and Chieruzzi: (D, D),First by Tideman and Chieruzzi: (D, D)","[0, 0, 10]","[482, 503, 482, 482, 488, 731, 461, 770, 752, 533]","[2.9753, 2.9763, 2.9753, 2.9753, 2.9756, 2.9837, 2.9742, 2.9845, 2.9841, 2.9777]","[482, 503, 482, 482, 488, 731, 461, 770, 752, 533]","[2.9753, 2.9763, 2.9753, 2.9753, 2.9756, 2.9837, 2.9742, 2.9845, 2.9841, 2.9777]",568.4,2.9782,568.4,2.9782
"First by Stein and Rapoport: 0.05: (D, D),First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[329, 329, 294, 338, 308, 343, 240, 309, 315, 297]","[1.3484, 1.3484, 1.4067, 1.336, 1.3812, 1.3295, 1.5484, 1.3795, 1.3696, 1.4009]","[334, 334, 299, 343, 313, 348, 245, 314, 320, 302]","[1.3689, 1.3689, 1.4306, 1.3557, 1.4036, 1.3488, 1.5806, 1.4018, 1.3913, 1.4245]",310.2,1.38486,315.2,1.40747
"First by Tideman and Chieruzzi: (D, D),First by Nydegger","[10, 0, 0]","[781, 487, 709, 670, 541, 598, 664, 466, 559, 583]","[3.0154, 3.0248, 3.017, 3.018, 3.0223, 3.0202, 3.0182, 3.026, 3.0216, 3.0207]","[771, 477, 699, 660, 531, 588, 654, 456, 549, 573]","[2.9768, 2.9627, 2.9745, 2.973, 2.9665, 2.9697, 2.9727, 2.961, 2.9676, 2.9689]",605.8,3.02042,595.8,2.96934
"First by Stein and Rapoport: 0.05: (D, D),First by Joss: 0.9","[0, 10, 0]","[193, 245, 239, 233, 255, 228, 208, 197, 220, 169]","[1.1557, 1.1187, 1.1221, 1.1256, 1.1135, 1.1287, 1.1429, 1.152, 1.134, 1.1818]","[198, 250, 244, 238, 260, 233, 213, 202, 225, 174]","[1.1856, 1.1416, 1.1455, 1.1498, 1.1354, 1.1535, 1.1703, 1.1813, 1.1598, 1.2168]",218.7,1.1375,223.7,1.1639599999999999
"First by Tideman and Chieruzzi: (D, D),First by Grofman","[10, 0, 0]","[648, 504, 459, 450, 693, 699, 570, 600, 429, 732]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[643, 499, 454, 445, 688, 694, 565, 595, 424, 727]","[2.9769, 2.9702, 2.9673, 2.9667, 2.9784, 2.9785, 2.9737, 2.975, 2.965, 2.9795]",578.4,3.0,573.4,2.9731199999999998
"First by Stein and Rapoport: 0.05: (D, D),First by Tullock","[0, 10, 0]","[305, 296, 277, 288, 214, 313, 289, 260, 274, 299]","[1.2449, 1.2542, 1.2765, 1.2632, 1.3896, 1.2372, 1.262, 1.3, 1.2804, 1.251]","[310, 301, 282, 293, 219, 318, 294, 265, 279, 304]","[1.2653, 1.2754, 1.2995, 1.2851, 1.4221, 1.2569, 1.2838, 1.325, 1.3037, 1.272]",281.5,1.2759,286.5,1.29888
"First by Tideman and Chieruzzi: (D, D),First by Shubik","[10, 0, 0]","[585, 660, 609, 528, 648, 642, 717, 543, 705, 525]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[580, 655, 604, 523, 643, 637, 712, 538, 700, 520]","[2.9744, 2.9773, 2.9754, 2.9716, 2.9769, 2.9766, 2.9791, 2.9724, 2.9787, 2.9714]",616.2,3.0,611.2,2.97538
"First by Stein and Rapoport: 0.05: (D, D),First by Anonymous","[10, 0, 0]","[397, 584, 436, 611, 692, 518, 605, 422, 420, 503]","[2.6824, 2.6188, 2.6265, 2.6565, 2.7137, 2.6294, 2.6535, 2.6709, 2.7097, 2.6474]","[267, 359, 311, 361, 372, 343, 360, 297, 285, 338]","[1.8041, 1.6099, 1.8735, 1.5696, 1.4588, 1.7411, 1.5789, 1.8797, 1.8387, 1.7789]",518.8,2.66088,329.3,1.71332
"First by Tideman and Chieruzzi: (D, D),First by Stein and Rapoport: 0.05: (D, D)","[0, 0, 10]","[437, 461, 599, 416, 764, 749, 608, 605, 689, 434]","[2.9728, 2.9742, 2.9801, 2.9714, 2.9844, 2.9841, 2.9804, 2.9803, 2.9827, 2.9726]","[437, 461, 599, 416, 764, 749, 608, 605, 689, 434]","[2.9728, 2.9742, 2.9801, 2.9714, 2.9844, 2.9841, 2.9804, 2.9803, 2.9827, 2.9726]",576.2,2.9783,576.2,2.9783
"First by Stein and Rapoport: 0.05: (D, D),Random: 0.5","[10, 0, 0]","[662, 439, 476, 471, 614, 457, 618, 664, 495, 481]","[2.5859, 2.7785, 2.7514, 2.787, 2.6239, 2.8037, 2.6076, 2.5736, 2.7198, 2.7644]","[497, 279, 321, 311, 454, 292, 463, 504, 340, 321]","[1.9414, 1.7658, 1.8555, 1.8402, 1.9402, 1.7914, 1.9536, 1.9535, 1.8681, 1.8448]",537.7,2.69958,378.2,1.87545
"First by Tideman and Chieruzzi: (D, D),Grudger","[10, 0, 0]","[453, 507, 543, 726, 552, 471, 621, 780, 621, 555]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[448, 502, 538, 721, 547, 466, 616, 775, 616, 550]","[2.9669, 2.9704, 2.9724, 2.9793, 2.9728, 2.9682, 2.9758, 2.9808, 2.9758, 2.973]",582.9,3.0,577.9,2.97354
"Grudger,Grudger","[0, 0, 10]","[438, 780, 426, 630, 615, 534, 756, 639, 633, 687]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[438, 780, 426, 630, 615, 534, 756, 639, 633, 687]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",613.8,3.0,613.8,3.0
"First by Tideman and Chieruzzi: (D, D),First by Davis: 10","[10, 0, 0]","[600, 444, 429, 687, 516, 600, 711, 570, 732, 495]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[595, 439, 424, 682, 511, 595, 706, 565, 727, 490]","[2.975, 2.9662, 2.965, 2.9782, 2.9709, 2.975, 2.9789, 2.9737, 2.9795, 2.9697]",578.4,3.0,573.4,2.97321
"Grudger,First by Davis: 10","[0, 0, 10]","[546, 663, 510, 678, 750, 615, 546, 735, 780, 432]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[546, 663, 510, 678, 750, 615, 546, 735, 780, 432]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",625.5,3.0,625.5,3.0
"First by Tideman and Chieruzzi: (D, D),First by Graaskamp: 0.05","[10, 0, 0]","[528, 686, 533, 463, 619, 464, 686, 522, 647, 442]","[2.9663, 2.9569, 2.9448, 2.949, 2.9903, 2.9744, 2.9569, 2.9659, 2.9679, 3.0068]","[498, 646, 508, 438, 569, 434, 646, 492, 607, 402]","[2.7978, 2.7845, 2.8066, 2.7898, 2.7488, 2.7821, 2.7845, 2.7955, 2.7844, 2.7347]",559.0,2.96792,524.0,2.78087
"Grudger,First by Graaskamp: 0.05","[10, 0, 0]","[457, 379, 388, 414, 456, 389, 366, 412, 410, 359]","[1.8577, 2.256, 2.1921, 2.0394, 1.8612, 2.1854, 2.3613, 2.0498, 2.0603, 2.4257]","[322, 244, 253, 279, 321, 254, 231, 277, 275, 224]","[1.3089, 1.4524, 1.4294, 1.3744, 1.3102, 1.427, 1.4903, 1.3781, 1.3819, 1.5135]",403.0,2.1288899999999997,268.0,1.40661
"First by Tideman and Chieruzzi: (D, D),First by Downing","[10, 0, 0]","[286, 262, 216, 246, 232, 285, 252, 251, 226, 192]","[1.1304, 1.1441, 1.1803, 1.1549, 1.1658, 1.131, 1.1507, 1.1514, 1.171, 1.2075]","[256, 232, 186, 216, 202, 255, 222, 221, 196, 162]","[1.0119, 1.0131, 1.0164, 1.0141, 1.0151, 1.0119, 1.0137, 1.0138, 1.0155, 1.0189]",244.8,1.15871,214.8,1.01444
"First by Davis: 10,First by Downing","[0, 10, 0]","[204, 252, 243, 193, 189, 145, 234, 168, 201, 165]","[1.0462, 1.037, 1.0385, 1.0489, 1.05, 1.0357, 1.04, 1.0307, 1.0469, 1.0312]","[229, 277, 268, 218, 214, 175, 259, 198, 226, 195]","[1.1744, 1.1399, 1.1453, 1.1848, 1.1889, 1.25, 1.1511, 1.2147, 1.1771, 1.2188]",199.4,1.04051,225.9,1.1845
"First by Tideman and Chieruzzi: (D, D),First by Feld: 1.0, 0.5, 200","[0, 0, 10]","[247, 261, 227, 313, 228, 284, 245, 283, 258, 336]","[1.4615, 1.4262, 1.5235, 1.3319, 1.52, 1.3786, 1.4671, 1.3805, 1.4333, 1.3023]","[247, 261, 227, 313, 228, 284, 245, 283, 258, 336]","[1.4615, 1.4262, 1.5235, 1.3319, 1.52, 1.3786, 1.4671, 1.3805, 1.4333, 1.3023]",268.2,1.42249,268.2,1.42249
"First by Davis: 10,First by Feld: 1.0, 0.5, 200","[0, 0, 10]","[252, 245, 249, 289, 320, 245, 214, 239, 292, 303]","[1.377, 1.392, 1.3833, 1.3136, 1.2749, 1.392, 1.4759, 1.4059, 1.3094, 1.2949]","[252, 245, 249, 289, 320, 245, 214, 239, 292, 303]","[1.377, 1.392, 1.3833, 1.3136, 1.2749, 1.392, 1.4759, 1.4059, 1.3094, 1.2949]",264.8,1.36189,264.8,1.36189
"First by Tideman and Chieruzzi: (D, D),First by Joss: 0.9","[0, 0, 10]","[226, 185, 277, 221, 270, 181, 214, 266, 272, 194]","[1.1188, 1.1491, 1.0949, 1.1218, 1.0976, 1.1529, 1.1263, 1.0992, 1.0968, 1.1412]","[226, 185, 277, 221, 270, 181, 214, 266, 272, 194]","[1.1188, 1.1491, 1.0949, 1.1218, 1.0976, 1.1529, 1.1263, 1.0992, 1.0968, 1.1412]",230.6,1.11986,230.6,1.11986
"First by Davis: 10,First by Joss: 0.9","[0, 0, 10]","[197, 178, 257, 190, 176, 249, 203, 189, 285, 220]","[1.1588, 1.1788, 1.1174, 1.1656, 1.1812, 1.1216, 1.1534, 1.1667, 1.1047, 1.1399]","[197, 178, 257, 190, 176, 249, 203, 189, 285, 220]","[1.1588, 1.1788, 1.1174, 1.1656, 1.1812, 1.1216, 1.1534, 1.1667, 1.1047, 1.1399]",214.4,1.14881,214.4,1.14881
"First by Tideman and Chieruzzi: (D, D),First by Tullock","[10, 0, 0]","[266, 295, 221, 254, 295, 277, 263, 254, 281, 285]","[1.3503, 1.3053, 1.4539, 1.373, 1.3053, 1.3317, 1.3557, 1.373, 1.3255, 1.3194]","[261, 290, 216, 249, 290, 272, 258, 249, 276, 280]","[1.3249, 1.2832, 1.4211, 1.3459, 1.2832, 1.3077, 1.3299, 1.3459, 1.3019, 1.2963]",269.1,1.34931,264.1,1.324
"First by Davis: 10,First by Tullock","[10, 0, 0]","[183, 289, 294, 278, 298, 223, 218, 301, 204, 267]","[1.2887, 1.1653, 1.1621, 1.173, 1.1595, 1.2253, 1.2316, 1.1577, 1.2515, 1.1814]","[163, 269, 274, 258, 278, 203, 198, 281, 184, 247]","[1.1479, 1.0847, 1.083, 1.0886, 1.0817, 1.1154, 1.1186, 1.0808, 1.1288, 1.0929]",255.5,1.19961,235.5,1.10224
"First by Tideman and Chieruzzi: (D, D),First by Anonymous","[10, 0, 0]","[500, 431, 413, 465, 530, 619, 505, 618, 485, 399]","[2.8736, 2.8355, 2.8288, 2.8704, 2.8804, 2.9061, 2.8857, 2.9151, 2.8363, 2.85]","[140, 126, 123, 130, 145, 159, 140, 158, 140, 119]","[0.8046, 0.8289, 0.8425, 0.8025, 0.788, 0.7465, 0.8, 0.7453, 0.8187, 0.85]",496.5,2.8681900000000002,138.0,0.8027
"First by Davis: 10,First by Anonymous","[10, 0, 0]","[571, 724, 576, 728, 727, 586, 733, 637, 591, 567]","[2.974, 3.0041, 2.9239, 2.9714, 2.9795, 2.9447, 2.9797, 2.9766, 2.955, 3.016]","[126, 149, 131, 153, 152, 131, 153, 137, 131, 122]","[0.6562, 0.6183, 0.665, 0.6245, 0.623, 0.6583, 0.622, 0.6402, 0.655, 0.6489]",644.0,2.97249,138.5,0.64114
"First by Tideman and Chieruzzi: (D, D),Random: 0.5","[10, 0, 0]","[485, 742, 663, 687, 532, 676, 617, 708, 532, 379]","[2.7557, 2.8872, 2.8333, 2.8388, 2.6869, 2.8285, 2.8045, 2.8664, 2.6869, 2.7071]","[165, 217, 208, 212, 192, 211, 202, 213, 192, 134]","[0.9375, 0.8444, 0.8889, 0.876, 0.9697, 0.8828, 0.9182, 0.8623, 0.9697, 0.9571]",602.1,2.78953,194.6,0.91066
"First by Davis: 10,Random: 0.5","[10, 0, 0]","[667, 698, 727, 629, 699, 458, 706, 500, 700, 770]","[3.0737, 3.1161, 3.0166, 3.0985, 3.1067, 2.9359, 3.0965, 2.9412, 3.0973, 2.9615]","[137, 138, 152, 129, 139, 113, 141, 120, 140, 165]","[0.6313, 0.6161, 0.6307, 0.6355, 0.6178, 0.7244, 0.6184, 0.7059, 0.6195, 0.6346]",655.4,3.0444,137.4,0.64342
"First by Nydegger,First by Nydegger","[0, 0, 10]","[750, 477, 711, 564, 681, 468, 429, 612, 702, 711]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[750, 477, 711, 564, 681, 468, 429, 612, 702, 711]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",610.5,3.0,610.5,3.0
"First by Graaskamp: 0.05,First by Graaskamp: 0.05","[0, 0, 10]","[352, 343, 290, 281, 250, 353, 257, 265, 333, 281]","[1.3968, 1.4115, 1.5263, 1.5525, 1.6667, 1.3953, 1.6369, 1.6061, 1.4292, 1.5525]","[352, 343, 290, 281, 250, 353, 257, 265, 333, 281]","[1.3968, 1.4115, 1.5263, 1.5525, 1.6667, 1.3953, 1.6369, 1.6061, 1.4292, 1.5525]",300.5,1.51738,300.5,1.51738
