P1_vs_P2,Winners[P1_P2_EQ],Utility_P1,Utility_per_turn_P1,Utility_P2,Utility_per_turn_P2,AVG_utility_p1,AVG_utility_per_turn_p1,AVG_utility_p2,AVG_utility_per_turn_p1
"First by Nydegger,First by Grofman","[0, 0, 10]","[570, 627, 642, 690, 456, 453, 501, 753, 477, 597]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[570, 627, 642, 690, 456, 453, 501, 753, 477, 597]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",576.6,3.0,576.6,3.0
"First by Graaskamp: 0.05,First by Joss: 0.9","[0, 10, 0]","[291, 249, 255, 318, 229, 228, 230, 259, 278, 232]","[1.3662, 1.4561, 1.4407, 1.325, 1.5166, 1.52, 1.5132, 1.4309, 1.39, 1.5065]","[296, 254, 260, 323, 234, 233, 235, 264, 283, 237]","[1.3897, 1.4854, 1.4689, 1.3458, 1.5497, 1.5533, 1.5461, 1.4586, 1.415, 1.539]",256.9,1.44652,261.9,1.47515
"First by Nydegger,First by Shubik","[0, 0, 10]","[474, 759, 780, 543, 630, 732, 483, 597, 522, 561]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[474, 759, 780, 543, 630, 732, 483, 597, 522, 561]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",608.1,3.0,608.1,3.0
"First by Graaskamp: 0.05,First by Anonymous","[10, 0, 0]","[755, 493, 638, 462, 402, 773, 516, 692, 714, 676]","[2.9842, 2.9521, 2.9, 2.9615, 2.8714, 2.9846, 2.8989, 2.9573, 2.975, 2.9391]","[205, 163, 193, 157, 152, 208, 171, 197, 199, 196]","[0.8103, 0.976, 0.8773, 1.0064, 1.0857, 0.8031, 0.9607, 0.8419, 0.8292, 0.8522]",612.1,2.9424099999999997,184.1,0.90428
"First by Nydegger,First by Stein and Rapoport: 0.05: (D, D)","[0, 10, 0]","[768, 744, 441, 672, 495, 678, 657, 654, 567, 519]","[2.9767, 2.976, 2.9597, 2.9735, 2.9641, 2.9737, 2.9729, 2.9727, 2.9686, 2.9657]","[778, 754, 451, 682, 505, 688, 667, 664, 577, 529]","[3.0155, 3.016, 3.0268, 3.0177, 3.024, 3.0175, 3.0181, 3.0182, 3.0209, 3.0229]",619.5,2.97036,629.5,3.01976
"First by Downing,First by Downing","[0, 0, 10]","[238, 206, 221, 253, 164, 141, 167, 151, 196, 166]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[238, 206, 221, 253, 164, 141, 167, 151, 196, 166]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",190.3,1.0,190.3,1.0
"First by Nydegger,Grudger","[0, 0, 10]","[651, 750, 420, 606, 726, 561, 630, 423, 684, 576]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[651, 750, 420, 606, 726, 561, 630, 423, 684, 576]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",602.7,3.0,602.7,3.0
"First by Downing,First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[453, 450, 450, 474, 444, 435, 426, 474, 435, 495]","[2.0498, 2.0642, 2.093, 2.0343, 2.1244, 2.2194, 2.2903, 2.0343, 2.1859, 2.0122]","[798, 785, 770, 844, 744, 685, 641, 844, 700, 895]","[3.6109, 3.6009, 3.5814, 3.6223, 3.5598, 3.4949, 3.4462, 3.6223, 3.5176, 3.6382]",453.6,2.11078,770.6,3.56945
"First by Nydegger,First by Davis: 10","[0, 0, 10]","[441, 660, 588, 489, 768, 501, 615, 633, 756, 741]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[441, 660, 588, 489, 768, 501, 615, 633, 756, 741]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",619.2,3.0,619.2,3.0
"First by Downing,First by Tullock","[10, 0, 0]","[298, 244, 229, 292, 240, 264, 244, 258, 256, 241]","[1.1462, 1.1845, 1.199, 1.1496, 1.1881, 1.1681, 1.1845, 1.1727, 1.1743, 1.1872]","[268, 214, 199, 262, 210, 234, 214, 228, 226, 211]","[1.0308, 1.0388, 1.0419, 1.0315, 1.0396, 1.0354, 1.0388, 1.0364, 1.0367, 1.0394]",256.6,1.17542,226.6,1.03693
"First by Nydegger,First by Graaskamp: 0.05","[0, 10, 0]","[657, 552, 645, 423, 669, 441, 525, 444, 459, 390]","[2.749, 2.76, 2.7447, 2.7468, 2.7418, 2.7563, 2.7487, 2.7578, 2.7485, 2.766]","[757, 632, 745, 488, 774, 506, 605, 509, 529, 445]","[3.1674, 3.16, 3.1702, 3.1688, 3.1721, 3.1625, 3.1675, 3.1615, 3.1677, 3.156]",520.5,2.75196,599.0,3.1653700000000002
"First by Downing,Random: 0.5","[10, 0, 0]","[534, 477, 623, 434, 459, 427, 759, 563, 706, 545]","[2.9341, 2.9627, 3.0097, 2.9726, 2.9613, 2.986, 3.0729, 2.9476, 3.0171, 2.9459]","[94, 82, 103, 74, 79, 72, 119, 98, 116, 95]","[0.5165, 0.5093, 0.4976, 0.5068, 0.5097, 0.5035, 0.4818, 0.5131, 0.4957, 0.5135]",552.7,2.9809900000000003,93.2,0.50475
"First by Nydegger,First by Downing","[0, 10, 0]","[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]","[0.0893, 0.0612, 0.0661, 0.0838, 0.0955, 0.0732, 0.0698, 0.075, 0.0607, 0.0785]","[820, 1205, 1115, 875, 765, 1005, 1055, 980, 1215, 935]","[4.881, 4.9184, 4.9119, 4.8883, 4.8726, 4.9024, 4.907, 4.9, 4.919, 4.8953]",15.0,0.07531,997.0,4.89959
"First by Feld: 1.0, 0.5, 200,First by Joss: 0.9","[0, 0, 10]","[186, 210, 239, 217, 214, 254, 292, 298, 220, 271]","[1.2653, 1.2281, 1.195, 1.2191, 1.2229, 1.1814, 1.1542, 1.1506, 1.2155, 1.1681]","[186, 210, 239, 217, 214, 254, 292, 298, 220, 271]","[1.2653, 1.2281, 1.195, 1.2191, 1.2229, 1.1814, 1.1542, 1.1506, 1.2155, 1.1681]",240.1,1.20002,240.1,1.20002
"First by Nydegger,First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[498, 504, 384, 381, 333, 468, 423, 411, 348, 492]","[2.0664, 2.0241, 2.2994, 2.3374, 2.3617, 2.08, 2.1917, 2.2337, 2.3514, 2.0672]","[873, 909, 579, 561, 483, 813, 683, 646, 508, 862]","[3.6224, 3.6506, 3.4671, 3.4417, 3.4255, 3.6133, 3.5389, 3.5109, 3.4324, 3.6218]",424.2,2.2013,691.7,3.53246
"First by Feld: 1.0, 0.5, 200,First by Anonymous","[10, 0, 0]","[389, 541, 544, 372, 335, 569, 411, 460, 433, 448]","[2.3155, 2.3522, 2.3348, 2.3106, 2.3264, 2.3708, 2.3352, 2.3232, 2.328, 2.3333]","[309, 401, 404, 297, 265, 409, 316, 355, 333, 343]","[1.8393, 1.7435, 1.7339, 1.8447, 1.8403, 1.7042, 1.7955, 1.7929, 1.7903, 1.7865]",450.2,2.333,343.2,1.78711
"First by Nydegger,First by Joss: 0.9","[0, 10, 0]","[423, 459, 516, 513, 663, 552, 477, 675, 603, 453]","[2.7468, 2.7321, 2.7447, 2.7433, 2.7284, 2.7463, 2.7257, 2.7108, 2.7285, 2.7289]","[488, 534, 596, 593, 773, 637, 557, 795, 703, 528]","[3.1688, 3.1786, 3.1702, 3.1711, 3.1811, 3.1692, 3.1829, 3.1928, 3.181, 3.1807]",533.4,2.73355,620.4,3.17764
"First by Joss: 0.9,First by Joss: 0.9","[0, 0, 10]","[240, 265, 203, 174, 182, 216, 174, 199, 245, 215]","[1.0526, 1.0474, 1.0628, 1.0741, 1.0706, 1.0588, 1.0741, 1.0642, 1.0515, 1.0591]","[240, 265, 203, 174, 182, 216, 174, 199, 245, 215]","[1.0526, 1.0474, 1.0628, 1.0741, 1.0706, 1.0588, 1.0741, 1.0642, 1.0515, 1.0591]",211.3,1.06152,211.3,1.06152
"First by Nydegger,First by Tullock","[0, 10, 0]","[627, 666, 444, 549, 597, 585, 408, 390, 390, 402]","[2.6568, 2.6747, 2.7239, 2.6912, 2.6771, 2.6835, 2.7383, 2.7273, 2.7273, 2.7347]","[762, 801, 519, 654, 717, 700, 473, 455, 455, 467]","[3.2288, 3.2169, 3.184, 3.2059, 3.2152, 3.211, 3.1745, 3.1818, 3.1818, 3.1769]",505.8,2.70348,600.3,3.19768
"First by Joss: 0.9,First by Anonymous","[10, 0, 0]","[459, 383, 433, 309, 371, 504, 573, 364, 480, 581]","[2.2836, 2.2139, 2.267, 2.2071, 2.2349, 2.2703, 2.3293, 2.2331, 2.2749, 2.3147]","[424, 358, 398, 294, 341, 469, 518, 339, 445, 526]","[2.1095, 2.0694, 2.0838, 2.1, 2.0542, 2.1126, 2.1057, 2.0798, 2.109, 2.0956]",445.7,2.26288,411.2,2.0919600000000003
"First by Nydegger,First by Anonymous","[0, 10, 0]","[297, 294, 216, 297, 219, 375, 324, 321, 324, 270]","[1.555, 1.5556, 1.5105, 1.5469, 1.4408, 1.5244, 1.5577, 1.5813, 1.5805, 1.5341]","[747, 739, 561, 752, 604, 970, 814, 791, 799, 690]","[3.911, 3.9101, 3.9231, 3.9167, 3.9737, 3.9431, 3.9135, 3.8966, 3.8976, 3.9205]",293.7,1.53868,746.7,3.92059
"First by Tullock,First by Tullock","[5, 5, 0]","[219, 248, 242, 243, 216, 274, 289, 263, 213, 246]","[1.3774, 1.3191, 1.3297, 1.3279, 1.3846, 1.2804, 1.262, 1.2956, 1.3922, 1.3226]","[204, 233, 227, 228, 201, 259, 274, 248, 198, 231]","[1.283, 1.2394, 1.2473, 1.2459, 1.2885, 1.2103, 1.1965, 1.2217, 1.2941, 1.2419]",245.3,1.32915,230.3,1.24686
"First by Nydegger,Random: 0.5","[0, 10, 0]","[335, 428, 344, 392, 365, 281, 296, 293, 254, 341]","[1.6422, 1.6462, 1.6226, 1.6402, 1.6441, 1.6149, 1.6087, 1.6099, 1.6494, 1.6238]","[785, 1003, 819, 922, 855, 671, 711, 703, 589, 811]","[3.848, 3.8577, 3.8632, 3.8577, 3.8514, 3.8563, 3.8641, 3.8626, 3.8247, 3.8619]",332.9,1.6302,786.9,3.8547599999999997
"First by Tullock,Random: 0.5","[10, 0, 0]","[445, 534, 509, 478, 379, 533, 578, 486, 533, 484]","[2.3545, 2.3628, 2.3565, 2.3663, 2.311, 2.3795, 2.3496, 2.3478, 2.3795, 2.3725]","[390, 449, 434, 418, 334, 443, 473, 426, 443, 419]","[2.0635, 1.9867, 2.0093, 2.0693, 2.0366, 1.9777, 1.9228, 2.058, 1.9777, 2.0539]",495.9,2.358,422.9,2.01555
"First by Grofman,First by Grofman","[0, 0, 10]","[432, 651, 651, 741, 726, 513, 627, 777, 696, 771]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[432, 651, 651, 741, 726, 513, 627, 777, 696, 771]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",658.5,3.0,658.5,3.0
"First by Anonymous,Random: 0.5","[0, 10, 0]","[522, 419, 331, 522, 445, 381, 400, 536, 303, 468]","[2.1393, 2.1269, 2.1218, 2.1393, 2.1394, 2.1404, 2.1505, 2.127, 2.1042, 2.1273]","[572, 474, 381, 572, 490, 421, 440, 591, 353, 518]","[2.3443, 2.4061, 2.4423, 2.3443, 2.3558, 2.3652, 2.3656, 2.3452, 2.4514, 2.3545]",432.7,2.1316100000000002,481.2,2.37747
"First by Grofman,First by Shubik","[0, 0, 10]","[462, 675, 720, 507, 435, 531, 666, 531, 768, 489]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[462, 675, 720, 507, 435, 531, 666, 531, 768, 489]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",578.4,3.0,578.4,3.0
"First by Grofman,First by Stein and Rapoport: 0.05: (D, D)","[0, 10, 0]","[771, 693, 762, 603, 504, 588, 528, 483, 654, 699]","[2.9768, 2.9742, 2.9766, 2.9704, 2.9647, 2.9697, 2.9663, 2.9632, 2.9727, 2.9745]","[781, 703, 772, 613, 514, 598, 538, 493, 664, 709]","[3.0154, 3.0172, 3.0156, 3.0197, 3.0235, 3.0202, 3.0225, 3.0245, 3.0182, 3.017]",628.5,2.97091,638.5,3.01938
"First by Grofman,Grudger","[0, 0, 10]","[777, 435, 480, 615, 573, 672, 549, 456, 480, 570]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[777, 435, 480, 615, 573, 672, 549, 456, 480, 570]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",560.7,3.0,560.7,3.0
"First by Grofman,First by Davis: 10","[0, 0, 10]","[648, 759, 690, 513, 549, 507, 435, 717, 759, 483]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[648, 759, 690, 513, 549, 507, 435, 717, 759, 483]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",606.0,3.0,606.0,3.0
"First by Grofman,First by Graaskamp: 0.05","[10, 0, 0]","[785, 654, 733, 465, 705, 588, 614, 679, 456, 568]","[3.14, 3.1748, 3.1595, 3.1633, 3.1614, 3.1784, 3.1649, 3.1729, 3.1667, 3.209]","[635, 514, 583, 370, 560, 458, 484, 534, 361, 433]","[2.54, 2.4951, 2.5129, 2.517, 2.5112, 2.4757, 2.4948, 2.4953, 2.5069, 2.4463]",624.7,3.1690899999999997,493.2,2.49952
"First by Grofman,First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[448, 480, 298, 356, 419, 413, 402, 424, 412, 334]","[1.931, 1.8972, 2.0552, 2.0819, 1.9488, 1.9761, 2.0, 1.963, 1.9808, 2.0875]","[668, 720, 418, 501, 624, 603, 582, 624, 602, 469]","[2.8793, 2.8458, 2.8828, 2.9298, 2.9023, 2.8852, 2.8955, 2.8889, 2.8942, 2.9312]",398.6,1.99215,581.1,2.8935
"First by Grofman,First by Tullock","[0, 10, 0]","[594, 536, 460, 460, 478, 464, 524, 599, 491, 498]","[2.3478, 2.3509, 2.5, 2.5, 2.4639, 2.4813, 2.3604, 2.3583, 2.4307, 2.3942]","[704, 626, 505, 505, 538, 514, 614, 704, 556, 573]","[2.7826, 2.7456, 2.7446, 2.7446, 2.7732, 2.7487, 2.7658, 2.7717, 2.7525, 2.7548]",510.4,2.41875,583.9,2.75841
"First by Grofman,Random: 0.5","[0, 10, 0]","[415, 299, 438, 499, 489, 384, 494, 499, 455, 300]","[2.0244, 2.0621, 2.0, 1.988, 1.9878, 1.9896, 1.976, 1.988, 1.9869, 2.0408]","[555, 394, 588, 679, 664, 529, 679, 679, 615, 400]","[2.7073, 2.7172, 2.6849, 2.7052, 2.6992, 2.7409, 2.716, 2.7052, 2.6856, 2.7211]",427.2,2.00436,578.2,2.70826
"First by Shubik,First by Stein and Rapoport: 0.05: (D, D)","[0, 10, 0]","[487, 637, 598, 673, 628, 694, 652, 661, 445, 625]","[2.9695, 2.9766, 2.9751, 2.9779, 2.9763, 2.9785, 2.9772, 2.9775, 2.9667, 2.9762]","[492, 642, 603, 678, 633, 699, 657, 666, 450, 630]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",610.0,2.97515,615.0,3.0
"First by Shubik,First by Graaskamp: 0.05","[10, 0, 0]","[533, 654, 624, 697, 694, 627, 612, 626, 477, 523]","[3.4167, 3.0995, 3.5056, 2.7227, 2.7431, 3.4451, 3.5172, 3.4586, 3.3357, 3.4183]","[323, 379, 334, 432, 429, 342, 332, 341, 312, 318]","[2.0705, 1.7962, 1.8764, 1.6875, 1.6957, 1.8791, 1.908, 1.884, 2.1818, 2.0784]",606.7,3.26625,354.2,1.90576
"First by Stein and Rapoport: 0.05: (D, D),Grudger","[10, 0, 0]","[678, 705, 771, 624, 441, 735, 711, 435, 426, 480]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[673, 700, 766, 619, 436, 730, 706, 430, 421, 475]","[2.9779, 2.9787, 2.9805, 2.976, 2.966, 2.9796, 2.9789, 2.9655, 2.9648, 2.9688]",600.6,3.0,595.6,2.97367
"First by Stein and Rapoport: 0.05: (D, D),First by Graaskamp: 0.05","[5, 0, 5]","[671, 581, 396, 416, 576, 646, 441, 631, 476, 476]","[2.5907, 2.6054, 2.6757, 2.6667, 2.6063, 2.6048, 2.6407, 2.6074, 2.6298, 2.6444]","[671, 581, 391, 411, 576, 641, 441, 626, 476, 471]","[2.5907, 2.6054, 2.6419, 2.6346, 2.6063, 2.5847, 2.6407, 2.5868, 2.6298, 2.6167]",531.0,2.62719,528.5,2.61376
"Grudger,First by Downing","[10, 0, 0]","[267, 255, 161, 232, 225, 200, 251, 197, 181, 249]","[1.043, 1.0451, 1.0733, 1.0498, 1.0514, 1.0582, 1.0458, 1.0591, 1.0647, 1.0462]","[257, 245, 151, 222, 215, 190, 241, 187, 171, 239]","[1.0039, 1.0041, 1.0067, 1.0045, 1.0047, 1.0053, 1.0042, 1.0054, 1.0059, 1.0042]",221.8,1.05366,211.8,1.00489
"Grudger,First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[186, 172, 268, 227, 221, 244, 258, 281, 193, 236]","[1.2, 1.2199, 1.1308, 1.1582, 1.1632, 1.1455, 1.1366, 1.124, 1.1914, 1.1512]","[191, 177, 273, 232, 226, 249, 263, 286, 198, 241]","[1.2323, 1.2553, 1.1519, 1.1837, 1.1895, 1.169, 1.1586, 1.144, 1.2222, 1.1756]",228.6,1.16208,233.6,1.18821
"Grudger,First by Joss: 0.9","[0, 0, 10]","[197, 227, 193, 271, 256, 203, 212, 165, 228, 164]","[1.0707, 1.0607, 1.0722, 1.0504, 1.0535, 1.0684, 1.0653, 1.0855, 1.0605, 1.0861]","[197, 227, 193, 271, 256, 203, 212, 165, 228, 164]","[1.0707, 1.0607, 1.0722, 1.0504, 1.0535, 1.0684, 1.0653, 1.0855, 1.0605, 1.0861]",211.6,1.0673300000000001,211.6,1.0673300000000001
"Grudger,First by Tullock","[10, 0, 0]","[240, 241, 304, 242, 212, 278, 283, 303, 213, 233]","[1.2308, 1.2296, 1.1737, 1.2284, 1.2695, 1.1931, 1.1891, 1.1744, 1.2679, 1.2394]","[225, 226, 289, 227, 197, 263, 268, 288, 198, 218]","[1.1538, 1.1531, 1.1158, 1.1523, 1.1796, 1.1288, 1.1261, 1.1163, 1.1786, 1.1596]",254.9,1.21959,239.9,1.1464
"Grudger,First by Anonymous","[10, 0, 0]","[564, 712, 585, 456, 527, 422, 718, 410, 637, 508]","[3.016, 2.9791, 2.9847, 2.9419, 2.9607, 2.9103, 2.9793, 2.9078, 2.9491, 2.9708]","[99, 127, 105, 86, 97, 82, 128, 80, 117, 93]","[0.5294, 0.5314, 0.5357, 0.5548, 0.5449, 0.5655, 0.5311, 0.5674, 0.5417, 0.5439]",553.9,2.95997,101.4,0.54458
"Grudger,Random: 0.5","[10, 0, 0]","[571, 786, 581, 533, 724, 612, 750, 799, 704, 431]","[3.1722, 3.2346, 3.1923, 3.1353, 3.2178, 3.2381, 3.1915, 3.2218, 3.2442, 3.0786]","[86, 111, 86, 83, 104, 87, 110, 114, 99, 71]","[0.4778, 0.4568, 0.4725, 0.4882, 0.4622, 0.4603, 0.4681, 0.4597, 0.4562, 0.5071]",649.1,3.19264,95.1,0.47089
"First by Davis: 10,First by Davis: 10","[0, 0, 10]","[438, 768, 639, 630, 684, 624, 612, 468, 726, 624]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[438, 768, 639, 630, 684, 624, 612, 468, 726, 624]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",621.3,3.0,621.3,3.0
"First by Davis: 10,First by Graaskamp: 0.05","[10, 0, 0]","[398, 400, 421, 357, 426, 400, 406, 359, 457, 459]","[2.0838, 2.0725, 1.9673, 2.38, 1.9452, 2.0725, 2.0402, 2.3618, 1.828, 1.8214]","[268, 270, 291, 227, 296, 270, 276, 229, 327, 329]","[1.4031, 1.399, 1.3598, 1.5133, 1.3516, 1.399, 1.3869, 1.5066, 1.308, 1.3056]",408.3,2.05727,278.3,1.39329
"First by Graaskamp: 0.05,First by Downing","[10, 0, 0]","[620, 670, 517, 780, 583, 638, 572, 525, 716, 441]","[3.1472, 3.1455, 3.1145, 3.1579, 3.1344, 3.1429, 3.1257, 3.125, 3.1542, 3.1056]","[540, 585, 462, 675, 513, 558, 507, 465, 621, 396]","[2.7411, 2.7465, 2.7831, 2.7328, 2.7581, 2.7488, 2.7705, 2.7679, 2.7357, 2.7887]",606.2,3.13529,532.2,2.75732
"First by Graaskamp: 0.05,First by Feld: 1.0, 0.5, 200","[0, 0, 10]","[247, 258, 262, 271, 243, 258, 288, 282, 312, 342]","[1.497, 1.4659, 1.4556, 1.4339, 1.5093, 1.4659, 1.3981, 1.41, 1.3565, 1.3154]","[247, 258, 262, 271, 243, 258, 288, 282, 312, 342]","[1.497, 1.4659, 1.4556, 1.4339, 1.5093, 1.4659, 1.3981, 1.41, 1.3565, 1.3154]",276.3,1.43076,276.3,1.43076
"First by Graaskamp: 0.05,First by Tullock","[0, 10, 0]","[500, 544, 424, 550, 433, 378, 620, 637, 623, 623]","[2.6042, 2.5905, 2.7006, 2.5943, 2.6728, 2.7, 2.5941, 2.5582, 2.5958, 2.5958]","[590, 649, 474, 655, 493, 423, 735, 772, 738, 738]","[3.0729, 3.0905, 3.0191, 3.0896, 3.0432, 3.0214, 3.0753, 3.1004, 3.075, 3.075]",533.2,2.6206300000000002,626.7,3.06624
"First by Graaskamp: 0.05,Random: 0.5","[10, 0, 0]","[557, 416, 365, 563, 583, 683, 446, 419, 705, 597]","[2.785, 2.6839, 2.6071, 2.7871, 2.7762, 2.7764, 2.6391, 2.6519, 2.7976, 2.7639]","[202, 181, 175, 203, 208, 228, 191, 184, 230, 212]","[1.01, 1.1677, 1.25, 1.005, 0.9905, 0.9268, 1.1302, 1.1646, 0.9127, 0.9815]",533.4,2.72682,201.4,1.0539
"First by Downing,First by Joss: 0.9","[0, 10, 0]","[477, 699, 654, 540, 690, 402, 549, 606, 492, 555]","[2.7102, 2.7093, 2.7137, 2.7, 2.7165, 2.7534, 2.7044, 2.7175, 2.7182, 2.7073]","[557, 819, 764, 635, 805, 457, 644, 706, 572, 650]","[3.1648, 3.1744, 3.1701, 3.175, 3.1693, 3.1301, 3.1724, 3.1659, 3.1602, 3.1707]",566.4,2.7150499999999997,660.9,3.16529
"First by Downing,First by Anonymous","[10, 0, 0]","[748, 506, 618, 702, 619, 760, 578, 618, 768, 522]","[3.1695, 3.1235, 3.1212, 3.1622, 3.1106, 3.1667, 3.1075, 3.1212, 3.1475, 3.1446]","[108, 76, 93, 102, 94, 110, 88, 93, 113, 77]","[0.4576, 0.4691, 0.4697, 0.4595, 0.4724, 0.4583, 0.4731, 0.4697, 0.4631, 0.4639]",643.9,3.13745,95.4,0.46564
"First by Feld: 1.0, 0.5, 200,First by Feld: 1.0, 0.5, 200","[5, 5, 0]","[313, 338, 242, 271, 331, 279, 284, 336, 354, 248]","[1.4626, 1.4142, 1.6923, 1.5756, 1.4267, 1.55, 1.5351, 1.4177, 1.3882, 1.6644]","[318, 343, 247, 276, 336, 284, 289, 341, 359, 253]","[1.486, 1.4351, 1.7273, 1.6047, 1.4483, 1.5778, 1.5622, 1.4388, 1.4078, 1.698]",299.6,1.51268,304.6,1.5386
"First by Feld: 1.0, 0.5, 200,First by Tullock","[0, 10, 0]","[233, 276, 288, 266, 257, 189, 273, 243, 295, 295]","[1.2527, 1.2052, 1.195, 1.2146, 1.2238, 1.331, 1.208, 1.2398, 1.1895, 1.1895]","[238, 281, 293, 271, 262, 194, 278, 248, 300, 300]","[1.2796, 1.2271, 1.2158, 1.2374, 1.2476, 1.3662, 1.2301, 1.2653, 1.2097, 1.2097]",261.5,1.22491,266.5,1.24885
"First by Feld: 1.0, 0.5, 200,Random: 0.5","[10, 0, 0]","[416, 625, 490, 595, 604, 595, 417, 462, 445, 617]","[2.6329, 2.5202, 2.4873, 2.5319, 2.5167, 2.5319, 2.6063, 2.5109, 2.5575, 2.5391]","[306, 425, 360, 410, 414, 410, 312, 342, 330, 417]","[1.9367, 1.7137, 1.8274, 1.7447, 1.725, 1.7447, 1.95, 1.8587, 1.8966, 1.716]",526.6,2.54347,372.6,1.81135
"First by Joss: 0.9,First by Tullock","[10, 0, 0]","[302, 331, 217, 239, 242, 278, 267, 281, 297, 294]","[1.3074, 1.2731, 1.4863, 1.4226, 1.4152, 1.343, 1.3622, 1.3381, 1.3142, 1.3184]","[282, 311, 197, 219, 222, 258, 247, 261, 277, 274]","[1.2208, 1.1962, 1.3493, 1.3036, 1.2982, 1.2464, 1.2602, 1.2429, 1.2257, 1.2287]",274.8,1.35805,254.8,1.2572
"First by Joss: 0.9,Random: 0.5","[10, 0, 0]","[462, 427, 410, 502, 397, 390, 559, 431, 553, 476]","[2.3571, 2.3855, 2.3837, 2.3241, 2.3631, 2.3926, 2.3487, 2.3424, 2.3632, 2.3107]","[402, 372, 355, 437, 347, 335, 484, 381, 473, 421]","[2.051, 2.0782, 2.064, 2.0231, 2.0655, 2.0552, 2.0336, 2.0707, 2.0214, 2.0437]",460.7,2.35711,400.7,2.05064
"First by Tullock,First by Anonymous","[10, 0, 0]","[577, 541, 516, 555, 484, 464, 572, 363, 499, 427]","[2.2278, 2.2172, 2.1957, 2.2112, 2.2, 2.1682, 2.2171, 2.1607, 2.208, 2.201]","[507, 471, 446, 495, 404, 394, 507, 323, 419, 372]","[1.9575, 1.9303, 1.8979, 1.9721, 1.8364, 1.8411, 1.9651, 1.9226, 1.854, 1.9175]",499.8,2.20069,433.8,1.90945
"First by Anonymous,First by Anonymous","[5, 5, 0]","[345, 472, 395, 354, 485, 424, 380, 363, 395, 493]","[2.2258, 2.1651, 2.2067, 2.2264, 2.1847, 2.2199, 2.2485, 2.227, 2.2067, 2.2009]","[360, 532, 420, 369, 540, 449, 395, 383, 420, 543]","[2.3226, 2.4404, 2.3464, 2.3208, 2.4324, 2.3508, 2.3373, 2.3497, 2.3464, 2.4241]",410.6,2.21117,441.1,2.36709
"Random: 0.5,Random: 0.5","[5, 5, 0]","[433, 319, 529, 366, 324, 302, 338, 379, 334, 372]","[2.1122, 2.1126, 2.1245, 2.1156, 2.1316, 2.1268, 2.1258, 2.1173, 2.1274, 2.1257]","[463, 344, 559, 391, 344, 327, 363, 399, 359, 392]","[2.2585, 2.2781, 2.245, 2.2601, 2.2632, 2.3028, 2.283, 2.2291, 2.2866, 2.24]",369.6,2.12195,394.1,2.26464
