Interaction index,Player name,Opponent name,Score,Score difference,Score per turn,Winner List
0,Tit For Tat,Tit For Tat,753,0,3.0,"[0, 0, 1]"
0,Tit For Tat,Tit For Tat,753,0,3.0,"[0, 0, 1]"
1,Tit For Tat,Tit For Tat,465,0,3.0,"[0, 0, 1]"
1,Tit For Tat,Tit For Tat,465,0,3.0,"[0, 0, 1]"
2,Tit For Tat,Tit For Tat,579,0,3.0,"[0, 0, 1]"
2,Tit For Tat,Tit For Tat,579,0,3.0,"[0, 0, 1]"
3,Tit For Tat,Tit For Tat,768,0,3.0,"[0, 0, 1]"
3,Tit For Tat,Tit For Tat,768,0,3.0,"[0, 0, 1]"
4,Tit For Tat,Tit For Tat,738,0,3.0,"[0, 0, 1]"
4,Tit For Tat,Tit For Tat,738,0,3.0,"[0, 0, 1]"
5,Tit For Tat,Tit For Tat,540,0,3.0,"[0, 0, 1]"
5,Tit For Tat,Tit For Tat,540,0,3.0,"[0, 0, 1]"
6,Tit For Tat,Tit For Tat,504,0,3.0,"[0, 0, 1]"
6,Tit For Tat,Tit For Tat,504,0,3.0,"[0, 0, 1]"
7,Tit For Tat,Tit For Tat,594,0,3.0,"[0, 0, 1]"
7,Tit For Tat,Tit For Tat,594,0,3.0,"[0, 0, 1]"
8,Tit For Tat,Tit For Tat,645,0,3.0,"[0, 0, 1]"
8,Tit For Tat,Tit For Tat,645,0,3.0,"[0, 0, 1]"
9,Tit For Tat,Tit For Tat,468,0,3.0,"[0, 0, 1]"
9,Tit For Tat,Tit For Tat,468,0,3.0,"[0, 0, 1]"
10,First by Shubik,First by Shubik,582,0,3.0,"[0, 0, 1]"
10,First by Shubik,First by Shubik,582,0,3.0,"[0, 0, 1]"
11,First by Shubik,First by Shubik,573,0,3.0,"[0, 0, 1]"
11,First by Shubik,First by Shubik,573,0,3.0,"[0, 0, 1]"
12,First by Shubik,First by Shubik,618,0,3.0,"[0, 0, 1]"
12,First by Shubik,First by Shubik,618,0,3.0,"[0, 0, 1]"
13,First by Shubik,First by Shubik,534,0,3.0,"[0, 0, 1]"
13,First by Shubik,First by Shubik,534,0,3.0,"[0, 0, 1]"
14,First by Shubik,First by Shubik,426,0,3.0,"[0, 0, 1]"
14,First by Shubik,First by Shubik,426,0,3.0,"[0, 0, 1]"
15,First by Shubik,First by Shubik,498,0,3.0,"[0, 0, 1]"
15,First by Shubik,First by Shubik,498,0,3.0,"[0, 0, 1]"
16,First by Shubik,First by Shubik,534,0,3.0,"[0, 0, 1]"
16,First by Shubik,First by Shubik,534,0,3.0,"[0, 0, 1]"
17,First by Shubik,First by Shubik,576,0,3.0,"[0, 0, 1]"
17,First by Shubik,First by Shubik,576,0,3.0,"[0, 0, 1]"
18,First by Shubik,First by Shubik,564,0,3.0,"[0, 0, 1]"
18,First by Shubik,First by Shubik,564,0,3.0,"[0, 0, 1]"
19,First by Shubik,First by Shubik,570,0,3.0,"[0, 0, 1]"
19,First by Shubik,First by Shubik,570,0,3.0,"[0, 0, 1]"
20,Tit For Tat,"First by Tideman and Chieruzzi: (D, D)",457,-5,2.967532467532468,"[0, 1, 0]"
20,"First by Tideman and Chieruzzi: (D, D)",Tit For Tat,462,5,3.0,"[0, 1, 0]"
21,Tit For Tat,"First by Tideman and Chieruzzi: (D, D)",568,-5,2.973821989528796,"[0, 1, 0]"
21,"First by Tideman and Chieruzzi: (D, D)",Tit For Tat,573,5,3.0,"[0, 1, 0]"
22,Tit For Tat,"First by Tideman and Chieruzzi: (D, D)",499,-5,2.970238095238096,"[0, 1, 0]"
22,"First by Tideman and Chieruzzi: (D, D)",Tit For Tat,504,5,3.0,"[0, 1, 0]"
23,Tit For Tat,"First by Tideman and Chieruzzi: (D, D)",469,-5,2.9683544303797467,"[0, 1, 0]"
23,"First by Tideman and Chieruzzi: (D, D)",Tit For Tat,474,5,3.0,"[0, 1, 0]"
24,Tit For Tat,"First by Tideman and Chieruzzi: (D, D)",436,-5,2.9659863945578238,"[0, 1, 0]"
24,"First by Tideman and Chieruzzi: (D, D)",Tit For Tat,441,5,3.0,"[0, 1, 0]"
25,Tit For Tat,"First by Tideman and Chieruzzi: (D, D)",508,-5,2.9707602339181287,"[0, 1, 0]"
25,"First by Tideman and Chieruzzi: (D, D)",Tit For Tat,513,5,3.0,"[0, 1, 0]"
26,Tit For Tat,"First by Tideman and Chieruzzi: (D, D)",595,-5,2.975,"[0, 1, 0]"
26,"First by Tideman and Chieruzzi: (D, D)",Tit For Tat,600,5,3.0,"[0, 1, 0]"
27,Tit For Tat,"First by Tideman and Chieruzzi: (D, D)",454,-5,2.9673202614379086,"[0, 1, 0]"
27,"First by Tideman and Chieruzzi: (D, D)",Tit For Tat,459,5,3.0,"[0, 1, 0]"
28,Tit For Tat,"First by Tideman and Chieruzzi: (D, D)",682,-5,2.978165938864629,"[0, 1, 0]"
28,"First by Tideman and Chieruzzi: (D, D)",Tit For Tat,687,5,3.0,"[0, 1, 0]"
29,Tit For Tat,"First by Tideman and Chieruzzi: (D, D)",472,-5,2.9685534591194966,"[0, 1, 0]"
29,"First by Tideman and Chieruzzi: (D, D)",Tit For Tat,477,5,3.0,"[0, 1, 0]"
30,First by Shubik,Grudger,624,0,3.0,"[0, 0, 1]"
30,Grudger,First by Shubik,624,0,3.0,"[0, 0, 1]"
31,First by Shubik,Grudger,609,0,3.0,"[0, 0, 1]"
31,Grudger,First by Shubik,609,0,3.0,"[0, 0, 1]"
32,First by Shubik,Grudger,444,0,3.0,"[0, 0, 1]"
32,Grudger,First by Shubik,444,0,3.0,"[0, 0, 1]"
33,First by Shubik,Grudger,774,0,3.0,"[0, 0, 1]"
33,Grudger,First by Shubik,774,0,3.0,"[0, 0, 1]"
34,First by Shubik,Grudger,630,0,3.0,"[0, 0, 1]"
34,Grudger,First by Shubik,630,0,3.0,"[0, 0, 1]"
35,First by Shubik,Grudger,699,0,3.0,"[0, 0, 1]"
35,Grudger,First by Shubik,699,0,3.0,"[0, 0, 1]"
36,First by Shubik,Grudger,525,0,3.0,"[0, 0, 1]"
36,Grudger,First by Shubik,525,0,3.0,"[0, 0, 1]"
37,First by Shubik,Grudger,516,0,3.0,"[0, 0, 1]"
37,Grudger,First by Shubik,516,0,3.0,"[0, 0, 1]"
38,First by Shubik,Grudger,750,0,3.0,"[0, 0, 1]"
38,Grudger,First by Shubik,750,0,3.0,"[0, 0, 1]"
39,First by Shubik,Grudger,705,0,3.0,"[0, 0, 1]"
39,Grudger,First by Shubik,705,0,3.0,"[0, 0, 1]"
40,Tit For Tat,First by Nydegger,480,0,3.0,"[0, 0, 1]"
40,First by Nydegger,Tit For Tat,480,0,3.0,"[0, 0, 1]"
41,Tit For Tat,First by Nydegger,777,0,3.0,"[0, 0, 1]"
41,First by Nydegger,Tit For Tat,777,0,3.0,"[0, 0, 1]"
42,Tit For Tat,First by Nydegger,453,0,3.0,"[0, 0, 1]"
42,First by Nydegger,Tit For Tat,453,0,3.0,"[0, 0, 1]"
43,Tit For Tat,First by Nydegger,561,0,3.0,"[0, 0, 1]"
43,First by Nydegger,Tit For Tat,561,0,3.0,"[0, 0, 1]"
44,Tit For Tat,First by Nydegger,552,0,3.0,"[0, 0, 1]"
44,First by Nydegger,Tit For Tat,552,0,3.0,"[0, 0, 1]"
45,Tit For Tat,First by Nydegger,744,0,3.0,"[0, 0, 1]"
45,First by Nydegger,Tit For Tat,744,0,3.0,"[0, 0, 1]"
46,Tit For Tat,First by Nydegger,582,0,3.0,"[0, 0, 1]"
46,First by Nydegger,Tit For Tat,582,0,3.0,"[0, 0, 1]"
47,Tit For Tat,First by Nydegger,489,0,3.0,"[0, 0, 1]"
47,First by Nydegger,Tit For Tat,489,0,3.0,"[0, 0, 1]"
48,Tit For Tat,First by Nydegger,717,0,3.0,"[0, 0, 1]"
48,First by Nydegger,Tit For Tat,717,0,3.0,"[0, 0, 1]"
49,Tit For Tat,First by Nydegger,642,0,3.0,"[0, 0, 1]"
49,First by Nydegger,Tit For Tat,642,0,3.0,"[0, 0, 1]"
50,First by Shubik,First by Davis: 10,600,0,3.0,"[0, 0, 1]"
50,First by Davis: 10,First by Shubik,600,0,3.0,"[0, 0, 1]"
51,First by Shubik,First by Davis: 10,462,0,3.0,"[0, 0, 1]"
51,First by Davis: 10,First by Shubik,462,0,3.0,"[0, 0, 1]"
52,First by Shubik,First by Davis: 10,612,0,3.0,"[0, 0, 1]"
52,First by Davis: 10,First by Shubik,612,0,3.0,"[0, 0, 1]"
53,First by Shubik,First by Davis: 10,447,0,3.0,"[0, 0, 1]"
53,First by Davis: 10,First by Shubik,447,0,3.0,"[0, 0, 1]"
54,First by Shubik,First by Davis: 10,699,0,3.0,"[0, 0, 1]"
54,First by Davis: 10,First by Shubik,699,0,3.0,"[0, 0, 1]"
55,First by Shubik,First by Davis: 10,744,0,3.0,"[0, 0, 1]"
55,First by Davis: 10,First by Shubik,744,0,3.0,"[0, 0, 1]"
56,First by Shubik,First by Davis: 10,654,0,3.0,"[0, 0, 1]"
56,First by Davis: 10,First by Shubik,654,0,3.0,"[0, 0, 1]"
57,First by Shubik,First by Davis: 10,528,0,3.0,"[0, 0, 1]"
57,First by Davis: 10,First by Shubik,528,0,3.0,"[0, 0, 1]"
58,First by Shubik,First by Davis: 10,570,0,3.0,"[0, 0, 1]"
58,First by Davis: 10,First by Shubik,570,0,3.0,"[0, 0, 1]"
59,First by Shubik,First by Davis: 10,468,0,3.0,"[0, 0, 1]"
59,First by Davis: 10,First by Shubik,468,0,3.0,"[0, 0, 1]"
60,Tit For Tat,First by Grofman,510,0,3.0,"[0, 0, 1]"
60,First by Grofman,Tit For Tat,510,0,3.0,"[0, 0, 1]"
61,Tit For Tat,First by Grofman,426,0,3.0,"[0, 0, 1]"
61,First by Grofman,Tit For Tat,426,0,3.0,"[0, 0, 1]"
62,Tit For Tat,First by Grofman,633,0,3.0,"[0, 0, 1]"
62,First by Grofman,Tit For Tat,633,0,3.0,"[0, 0, 1]"
63,Tit For Tat,First by Grofman,564,0,3.0,"[0, 0, 1]"
63,First by Grofman,Tit For Tat,564,0,3.0,"[0, 0, 1]"
64,Tit For Tat,First by Grofman,591,0,3.0,"[0, 0, 1]"
64,First by Grofman,Tit For Tat,591,0,3.0,"[0, 0, 1]"
65,Tit For Tat,First by Grofman,426,0,3.0,"[0, 0, 1]"
65,First by Grofman,Tit For Tat,426,0,3.0,"[0, 0, 1]"
66,Tit For Tat,First by Grofman,552,0,3.0,"[0, 0, 1]"
66,First by Grofman,Tit For Tat,552,0,3.0,"[0, 0, 1]"
67,Tit For Tat,First by Grofman,480,0,3.0,"[0, 0, 1]"
67,First by Grofman,Tit For Tat,480,0,3.0,"[0, 0, 1]"
68,Tit For Tat,First by Grofman,669,0,3.0,"[0, 0, 1]"
68,First by Grofman,Tit For Tat,669,0,3.0,"[0, 0, 1]"
69,Tit For Tat,First by Grofman,576,0,3.0,"[0, 0, 1]"
69,First by Grofman,Tit For Tat,576,0,3.0,"[0, 0, 1]"
70,First by Shubik,First by Graaskamp: 0.05,608,275,3.4350282485875705,"[1, 0, 0]"
70,First by Graaskamp: 0.05,First by Shubik,333,-275,1.88135593220339,"[1, 0, 0]"
71,First by Shubik,First by Graaskamp: 0.05,643,265,3.004672897196261,"[1, 0, 0]"
71,First by Graaskamp: 0.05,First by Shubik,378,-265,1.766355140186916,"[1, 0, 0]"
72,First by Shubik,First by Graaskamp: 0.05,630,270,3.15,"[1, 0, 0]"
72,First by Graaskamp: 0.05,First by Shubik,360,-270,1.8,"[1, 0, 0]"
73,First by Shubik,First by Graaskamp: 0.05,653,260,2.902222222222222,"[1, 0, 0]"
73,First by Graaskamp: 0.05,First by Shubik,393,-260,1.7466666666666666,"[1, 0, 0]"
74,First by Shubik,First by Graaskamp: 0.05,492,190,3.4166666666666665,"[1, 0, 0]"
74,First by Graaskamp: 0.05,First by Shubik,302,-190,2.0972222222222223,"[1, 0, 0]"
75,First by Shubik,First by Graaskamp: 0.05,671,255,2.75,"[1, 0, 0]"
75,First by Graaskamp: 0.05,First by Shubik,416,-255,1.7049180327868851,"[1, 0, 0]"
76,First by Shubik,First by Graaskamp: 0.05,607,280,3.4685714285714284,"[1, 0, 0]"
76,First by Graaskamp: 0.05,First by Shubik,327,-280,1.8685714285714283,"[1, 0, 0]"
77,First by Shubik,First by Graaskamp: 0.05,477,175,3.382978723404255,"[1, 0, 0]"
77,First by Graaskamp: 0.05,First by Shubik,302,-175,2.141843971631206,"[1, 0, 0]"
78,First by Shubik,First by Graaskamp: 0.05,592,270,3.523809523809524,"[1, 0, 0]"
78,First by Graaskamp: 0.05,First by Shubik,322,-270,1.9166666666666667,"[1, 0, 0]"
79,First by Shubik,First by Graaskamp: 0.05,649,265,2.95,"[1, 0, 0]"
79,First by Graaskamp: 0.05,First by Shubik,384,-265,1.7454545454545454,"[1, 0, 0]"
80,Tit For Tat,First by Shubik,531,0,3.0,"[0, 0, 1]"
80,First by Shubik,Tit For Tat,531,0,3.0,"[0, 0, 1]"
81,Tit For Tat,First by Shubik,456,0,3.0,"[0, 0, 1]"
81,First by Shubik,Tit For Tat,456,0,3.0,"[0, 0, 1]"
82,Tit For Tat,First by Shubik,726,0,3.0,"[0, 0, 1]"
82,First by Shubik,Tit For Tat,726,0,3.0,"[0, 0, 1]"
83,Tit For Tat,First by Shubik,507,0,3.0,"[0, 0, 1]"
83,First by Shubik,Tit For Tat,507,0,3.0,"[0, 0, 1]"
84,Tit For Tat,First by Shubik,720,0,3.0,"[0, 0, 1]"
84,First by Shubik,Tit For Tat,720,0,3.0,"[0, 0, 1]"
85,Tit For Tat,First by Shubik,468,0,3.0,"[0, 0, 1]"
85,First by Shubik,Tit For Tat,468,0,3.0,"[0, 0, 1]"
86,Tit For Tat,First by Shubik,726,0,3.0,"[0, 0, 1]"
86,First by Shubik,Tit For Tat,726,0,3.0,"[0, 0, 1]"
87,Tit For Tat,First by Shubik,495,0,3.0,"[0, 0, 1]"
87,First by Shubik,Tit For Tat,495,0,3.0,"[0, 0, 1]"
88,Tit For Tat,First by Shubik,672,0,3.0,"[0, 0, 1]"
88,First by Shubik,Tit For Tat,672,0,3.0,"[0, 0, 1]"
89,Tit For Tat,First by Shubik,498,0,3.0,"[0, 0, 1]"
89,First by Shubik,Tit For Tat,498,0,3.0,"[0, 0, 1]"
90,"First by Stein and Rapoport: 0.05: (D, D)",Grudger,723,5,3.0,"[1, 0, 0]"
90,Grudger,"First by Stein and Rapoport: 0.05: (D, D)",718,-5,2.979253112033195,"[1, 0, 0]"
