,Cooperator,Defector,Tit For Tat
Cooperator,"[564, 366, 747, 414, 393, 510, 483, 375, 669, 516, 837, 693, 414, 678, 525, 561, 759, 576, 600, 603, 678, 402, 867, 366, 471, 441, 339, 513, 387, 534, 588, 420, 762, 837, 372, 420, 744, 594, 444, 609, 528, 645, 864, 483, 354, 681, 393, 831, 531, 735, 435, 714, 723, 804, 453, 417, 354, 795, 672, 702, 663, 834, 576, 381, 705, 795, 441, 534, 816, 711, 411, 360, 603, 345, 465, 519, 657, 522, 366, 558, 453, 723, 771, 363, 846, 714, 693, 423, 513, 492, 369, 372, 657, 450, 330, 585, 603, 468, 525, 660]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[408, 348, 447, 339, 543, 780, 780, 444, 453, 615, 471, 834, 810, 744, 588, 741, 459, 801, 609, 717, 336, 741, 606, 729, 498, 867, 804, 453, 555, 678, 504, 486, 465, 381, 669, 564, 693, 633, 846, 813, 369, 435, 627, 624, 681, 660, 648, 801, 513, 399, 576, 798, 864, 783, 465, 429, 585, 849, 837, 552, 372, 441, 696, 408, 741, 384, 795, 723, 468, 573, 576, 822, 786, 723, 393, 798, 636, 780, 354, 720, 615, 330, 519, 747, 534, 666, 675, 354, 810, 531, 822, 621, 852, 714, 510, 813, 759, 771, 459, 606]"
Defector,"[1350, 1395, 610, 1405, 915, 1050, 840, 575, 885, 1445, 550, 1325, 725, 1370, 1190, 1000, 570, 965, 935, 1330, 750, 1385, 1295, 930, 1430, 905, 660, 1055, 775, 825, 745, 1155, 1360, 650, 675, 1355, 1265, 695, 845, 1320, 790, 735, 805, 695, 1240, 1325, 1385, 995, 955, 595, 1025, 1215, 605, 735, 1450, 1000, 1165, 1355, 1380, 1335, 1245, 1040, 565, 895, 1385, 1370, 610, 565, 1345, 950, 635, 1260, 1450, 620, 895, 1210, 1055, 645, 935, 670, 645, 1035, 750, 1140, 1005, 595, 1165, 995, 780, 1150, 890, 1095, 1160, 840, 695, 620, 1310, 870, 1285, 765]","[204, 248, 116, 262, 262, 114, 288, 217, 190, 211, 209, 125, 266, 281, 151, 280, 110, 118, 198, 288, 235, 125, 261, 186, 273, 167, 187, 150, 110, 269, 164, 268, 240, 250, 130, 263, 110, 190, 235, 120, 268, 163, 287, 185, 269, 234, 152, 243, 181, 159, 194, 143, 164, 154, 274, 156, 201, 243, 121, 249, 224, 207, 160, 138, 159, 281, 253, 183, 249, 156, 254, 262, 157, 173, 263, 253, 160, 199, 180, 289, 274, 138, 280, 199, 117, 170, 140, 257, 213, 200, 184, 198, 267, 148, 216, 212, 254, 240, 206, 284]","[247, 157, 161, 234, 144, 240, 124, 269, 201, 259, 138, 152, 190, 168, 207, 140, 286, 269, 215, 277, 209, 214, 278, 154, 166, 272, 207, 243, 275, 283, 167, 269, 117, 159, 270, 118, 122, 220, 289, 150, 238, 164, 234, 233, 253, 180, 280, 133, 266, 262, 238, 165, 201, 205, 164, 140, 251, 187, 183, 148, 218, 238, 135, 129, 143, 178, 193, 249, 243, 121, 141, 145, 215, 202, 148, 254, 119, 179, 170, 193, 294, 255, 223, 119, 194, 281, 285, 215, 209, 285, 125, 276, 181, 181, 153, 183, 157, 206, 122, 286]"
Tit For Tat,"[408, 348, 447, 339, 543, 780, 780, 444, 453, 615, 471, 834, 810, 744, 588, 741, 459, 801, 609, 717, 336, 741, 606, 729, 498, 867, 804, 453, 555, 678, 504, 486, 465, 381, 669, 564, 693, 633, 846, 813, 369, 435, 627, 624, 681, 660, 648, 801, 513, 399, 576, 798, 864, 783, 465, 429, 585, 849, 837, 552, 372, 441, 696, 408, 741, 384, 795, 723, 468, 573, 576, 822, 786, 723, 393, 798, 636, 780, 354, 720, 615, 330, 519, 747, 534, 666, 675, 354, 810, 531, 822, 621, 852, 714, 510, 813, 759, 771, 459, 606]","[242, 152, 156, 229, 139, 235, 119, 264, 196, 254, 133, 147, 185, 163, 202, 135, 281, 264, 210, 272, 204, 209, 273, 149, 161, 267, 202, 238, 270, 278, 162, 264, 112, 154, 265, 113, 117, 215, 284, 145, 233, 159, 229, 228, 248, 175, 275, 128, 261, 257, 233, 160, 196, 200, 159, 135, 246, 182, 178, 143, 213, 233, 130, 124, 138, 173, 188, 244, 238, 116, 136, 140, 210, 197, 143, 249, 114, 174, 165, 188, 289, 250, 218, 114, 189, 276, 280, 210, 204, 280, 120, 271, 176, 176, 148, 178, 152, 201, 117, 281]","[348, 810, 624, 654, 609, 354, 792, 441, 774, 618, 813, 441, 864, 408, 582, 534, 735, 780, 525, 414, 798, 774, 864, 864, 375, 342, 507, 759, 426, 681, 522, 714, 828, 594, 831, 762, 441, 777, 471, 600, 636, 843, 750, 450, 816, 585, 690, 555, 603, 417, 846, 543, 414, 420, 783, 486, 645, 393, 645, 555, 636, 531, 393, 861, 405, 453, 333, 681, 537, 450, 597, 720, 330, 357, 414, 627, 459, 387, 762, 591, 330, 345, 573, 711, 621, 441, 606, 336, 708, 414, 795, 387, 570, 759, 558, 369, 675, 450, 666, 720]"
