P1_vs_P2,Winners[P1_P2_EQ],Utility_P1,Utility_per_turn_P1,Utility_P2,Utility_per_turn_P2,AVG_utility_p1,AVG_utility_per_turn_p1,AVG_utility_p2,AVG_utility_per_turn_p1
"Tit For Tat,First by Stein and Rapoport: 0.05: (D, D)","[0, 10, 0]","[706, 763, 550, 685, 508, 613, 661, 550, 661, 697]","[2.9789, 2.9805, 2.973, 2.9783, 2.9708, 2.9757, 2.9775, 2.973, 2.9775, 2.9786]","[711, 768, 555, 690, 513, 618, 666, 555, 666, 702]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",639.4,2.97638,644.4,3.0
"First by Stein and Rapoport: 0.05: (D, D),First by Davis: 10","[10, 0, 0]","[594, 591, 573, 591, 711, 489, 600, 489, 696, 633]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[589, 586, 568, 586, 706, 484, 595, 484, 691, 628]","[2.9747, 2.9746, 2.9738, 2.9746, 2.9789, 2.9693, 2.975, 2.9693, 2.9784, 2.9763]",596.7,3.0,591.7,2.9744900000000003
"Tit For Tat,Grudger","[0, 0, 10]","[603, 735, 630, 591, 567, 747, 561, 747, 771, 600]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[603, 735, 630, 591, 567, 747, 561, 747, 771, 600]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",655.2,3.0,655.2,3.0
"First by Stein and Rapoport: 0.05: (D, D),First by Downing","[10, 0, 0]","[546, 521, 579, 336, 543, 343, 481, 547, 576, 537]","[2.3038, 2.412, 2.3068, 2.2703, 2.3205, 2.2715, 2.6141, 2.2983, 2.304, 2.3553]","[256, 236, 274, 166, 253, 168, 206, 257, 271, 247]","[1.0802, 1.0926, 1.0916, 1.1216, 1.0812, 1.1126, 1.1196, 1.0798, 1.084, 1.0833]",500.9,2.34566,233.4,1.09465
"Tit For Tat,First by Davis: 10","[0, 0, 10]","[570, 660, 516, 762, 762, 426, 561, 585, 462, 663]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[570, 660, 516, 762, 762, 426, 561, 585, 462, 663]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",596.7,3.0,596.7,3.0
"First by Stein and Rapoport: 0.05: (D, D),First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[168, 232, 278, 276, 181, 265, 173, 265, 286, 217]","[1.2, 1.1373, 1.112, 1.1129, 1.183, 1.1181, 1.1931, 1.1181, 1.1085, 1.1481]","[173, 237, 283, 281, 186, 270, 178, 270, 291, 222]","[1.2357, 1.1618, 1.132, 1.1331, 1.2157, 1.1392, 1.2276, 1.1392, 1.1279, 1.1746]",234.1,1.14311,239.1,1.16868
"Tit For Tat,First by Graaskamp: 0.05","[0, 4, 6]","[380, 550, 590, 430, 565, 460, 645, 655, 580, 420]","[2.6573, 2.619, 2.5991, 2.6543, 2.6037, 2.6286, 2.6008, 2.5992, 2.6126, 2.6582]","[385, 550, 595, 430, 570, 465, 645, 655, 580, 420]","[2.6923, 2.619, 2.6211, 2.6543, 2.6267, 2.6571, 2.6008, 2.5992, 2.6126, 2.6582]",527.5,2.6232800000000003,529.5,2.63413
"First by Stein and Rapoport: 0.05: (D, D),First by Joss: 0.9","[0, 10, 0]","[216, 168, 275, 214, 264, 220, 228, 178, 267, 179]","[1.0746, 1.098, 1.0577, 1.0754, 1.0602, 1.0732, 1.0704, 1.092, 1.0595, 1.0915]","[221, 173, 280, 219, 269, 225, 233, 183, 272, 184]","[1.0995, 1.1307, 1.0769, 1.1005, 1.0803, 1.0976, 1.0939, 1.1227, 1.0794, 1.122]",220.9,1.07525,225.9,1.10035
"Tit For Tat,First by Downing","[0, 0, 10]","[528, 681, 453, 687, 726, 717, 432, 591, 555, 708]","[2.9831, 2.9868, 2.9803, 2.987, 2.9877, 2.9875, 2.9793, 2.9848, 2.9839, 2.9873]","[528, 681, 453, 687, 726, 717, 432, 591, 555, 708]","[2.9831, 2.9868, 2.9803, 2.987, 2.9877, 2.9875, 2.9793, 2.9848, 2.9839, 2.9873]",607.8,2.98477,607.8,2.98477
"First by Stein and Rapoport: 0.05: (D, D),First by Tullock","[0, 10, 0]","[236, 265, 259, 247, 235, 310, 327, 297, 310, 285]","[1.5226, 1.4402, 1.4551, 1.488, 1.526, 1.3537, 1.3293, 1.375, 1.3537, 1.3971]","[241, 270, 264, 252, 240, 315, 332, 302, 315, 290]","[1.5548, 1.4674, 1.4831, 1.5181, 1.5584, 1.3755, 1.3496, 1.3981, 1.3755, 1.4216]",277.1,1.42407,282.1,1.45021
"Tit For Tat,First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[379, 365, 381, 322, 370, 270, 368, 384, 357, 382]","[1.51, 1.5401, 1.5059, 1.6598, 1.5289, 1.9014, 1.5333, 1.5, 1.559, 1.5039]","[384, 370, 386, 327, 375, 275, 373, 389, 362, 387]","[1.5299, 1.5612, 1.5257, 1.6856, 1.5496, 1.9366, 1.5542, 1.5195, 1.5808, 1.5236]",357.8,1.57423,362.8,1.59667
"First by Stein and Rapoport: 0.05: (D, D),First by Anonymous","[10, 0, 0]","[642, 509, 460, 628, 499, 442, 599, 570, 587, 707]","[2.9585, 2.9593, 3.0464, 2.9763, 3.006, 3.1348, 2.9653, 2.9534, 2.9646, 3.0214]","[187, 164, 150, 183, 159, 127, 179, 175, 177, 192]","[0.8618, 0.9535, 0.9934, 0.8673, 0.9578, 0.9007, 0.8861, 0.9067, 0.8939, 0.8205]",564.3,2.9985999999999997,169.3,0.90417
"Tit For Tat,First by Joss: 0.9","[0, 10, 0]","[251, 223, 187, 186, 283, 276, 256, 196, 251, 209]","[1.1461, 1.1675, 1.2065, 1.2078, 1.1275, 1.1311, 1.1429, 1.1951, 1.1461, 1.1808]","[256, 228, 192, 191, 288, 281, 261, 201, 256, 214]","[1.1689, 1.1937, 1.2387, 1.2403, 1.1474, 1.1516, 1.1652, 1.2256, 1.1689, 1.209]",231.8,1.16514,236.8,1.19093
"First by Stein and Rapoport: 0.05: (D, D),Random: 0.5","[10, 0, 0]","[670, 495, 678, 802, 536, 597, 537, 563, 477, 634]","[3.1019, 3.2143, 3.0818, 3.0846, 3.2096, 3.1257, 3.1964, 3.1105, 3.223, 3.1078]","[145, 95, 148, 167, 101, 132, 102, 128, 92, 139]","[0.6713, 0.6169, 0.6727, 0.6423, 0.6048, 0.6911, 0.6071, 0.7072, 0.6216, 0.6814]",598.9,3.14556,124.9,0.65164
"Tit For Tat,First by Tullock","[0, 10, 0]","[282, 333, 346, 274, 312, 335, 245, 292, 332, 314]","[1.4536, 1.3592, 1.3411, 1.4731, 1.3929, 1.3563, 1.5605, 1.4314, 1.3607, 1.3894]","[287, 338, 351, 279, 317, 340, 250, 297, 337, 319]","[1.4794, 1.3796, 1.3605, 1.5, 1.4152, 1.3765, 1.5924, 1.4559, 1.3811, 1.4115]",306.5,1.41182,311.5,1.43521
"Grudger,Grudger","[0, 0, 10]","[447, 537, 654, 474, 696, 546, 549, 477, 780, 543]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[447, 537, 654, 474, 696, 546, 549, 477, 780, 543]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",570.3,3.0,570.3,3.0
"Tit For Tat,First by Anonymous","[0, 8, 2]","[441, 501, 315, 401, 495, 568, 402, 331, 448, 484]","[2.2732, 2.2466, 2.25, 2.2784, 2.25, 2.2275, 2.2712, 2.2828, 2.2626, 2.2407]","[446, 506, 320, 406, 495, 573, 407, 331, 453, 489]","[2.299, 2.2691, 2.2857, 2.3068, 2.25, 2.2471, 2.2994, 2.2828, 2.2879, 2.2639]",438.6,2.2583,442.6,2.27917
"Grudger,First by Davis: 10","[0, 0, 10]","[423, 690, 591, 429, 450, 492, 606, 465, 756, 747]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[423, 690, 591, 429, 450, 492, 606, 465, 756, 747]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",564.9,3.0,564.9,3.0
"Tit For Tat,Random: 0.5","[0, 7, 3]","[408, 343, 340, 362, 384, 447, 461, 527, 416, 514]","[2.2541, 2.2273, 2.2368, 2.2346, 2.2326, 2.269, 2.2709, 2.2618, 2.2609, 2.2743]","[408, 348, 340, 367, 389, 452, 466, 532, 416, 519]","[2.2541, 2.2597, 2.2368, 2.2654, 2.2616, 2.2944, 2.2956, 2.2833, 2.2609, 2.2965]",420.2,2.25223,423.7,2.27083
"Grudger,First by Graaskamp: 0.05","[10, 0, 0]","[353, 370, 439, 456, 356, 377, 402, 403, 438, 431]","[2.4859, 2.327, 1.9254, 1.8612, 2.4552, 2.2711, 2.1047, 2.099, 1.9295, 1.9591]","[218, 235, 304, 321, 221, 242, 267, 268, 303, 296]","[1.5352, 1.478, 1.3333, 1.3102, 1.5241, 1.4578, 1.3979, 1.3958, 1.3348, 1.3455]",402.5,2.14181,267.5,1.41126
"First by Tideman and Chieruzzi: (D, D),First by Tideman and Chieruzzi: (D, D)","[0, 0, 10]","[560, 581, 635, 656, 767, 560, 560, 650, 695, 641]","[2.9787, 2.9795, 2.9812, 2.9818, 2.9844, 2.9787, 2.9787, 2.9817, 2.9828, 2.9814]","[560, 581, 635, 656, 767, 560, 560, 650, 695, 641]","[2.9787, 2.9795, 2.9812, 2.9818, 2.9844, 2.9787, 2.9787, 2.9817, 2.9828, 2.9814]",630.5,2.98089,630.5,2.98089
"First by Davis: 10,First by Downing","[0, 10, 0]","[157, 204, 251, 156, 252, 152, 162, 212, 262, 203]","[1.0329, 1.0462, 1.0372, 1.0331, 1.037, 1.034, 1.0318, 1.0443, 1.0356, 1.0464]","[187, 229, 276, 186, 277, 182, 192, 237, 287, 228]","[1.2303, 1.1744, 1.1405, 1.2318, 1.1399, 1.2381, 1.2229, 1.1675, 1.1344, 1.1753]",201.1,1.03785,228.1,1.18551
"First by Tideman and Chieruzzi: (D, D),First by Nydegger","[10, 0, 0]","[628, 556, 538, 736, 553, 430, 487, 679, 682, 664]","[3.0192, 3.0217, 3.0225, 3.0164, 3.0219, 3.0282, 3.0248, 3.0178, 3.0177, 3.0182]","[618, 546, 528, 726, 543, 420, 477, 669, 672, 654]","[2.9712, 2.9674, 2.9663, 2.9754, 2.9672, 2.9577, 2.9627, 2.9733, 2.9735, 2.9727]",595.3,3.02084,585.3,2.96874
"First by Davis: 10,First by Feld: 1.0, 0.5, 200","[0, 0, 10]","[234, 307, 240, 279, 262, 266, 235, 240, 308, 284]","[1.4182, 1.2899, 1.4035, 1.3286, 1.3575, 1.3503, 1.4157, 1.4035, 1.2887, 1.3209]","[234, 307, 240, 279, 262, 266, 235, 240, 308, 284]","[1.4182, 1.2899, 1.4035, 1.3286, 1.3575, 1.3503, 1.4157, 1.4035, 1.2887, 1.3209]",265.5,1.35768,265.5,1.35768
"First by Tideman and Chieruzzi: (D, D),First by Grofman","[10, 0, 0]","[624, 471, 456, 579, 750, 684, 465, 483, 522, 768]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[619, 466, 451, 574, 745, 679, 460, 478, 517, 763]","[2.976, 2.9682, 2.9671, 2.9741, 2.98, 2.9781, 2.9677, 2.9689, 2.9713, 2.9805]",580.2,3.0,575.2,2.9731899999999998
"First by Davis: 10,First by Joss: 0.9","[0, 10, 0]","[269, 167, 159, 189, 168, 225, 160, 233, 269, 259]","[1.0717, 1.1208, 1.1277, 1.1053, 1.12, 1.087, 1.1268, 1.0837, 1.0717, 1.0747]","[274, 172, 164, 194, 173, 230, 165, 238, 274, 264]","[1.0916, 1.1544, 1.1631, 1.1345, 1.1533, 1.1111, 1.162, 1.107, 1.0916, 1.0954]",209.8,1.09894,214.8,1.1264
"First by Tideman and Chieruzzi: (D, D),First by Shubik","[10, 0, 0]","[666, 627, 510, 666, 546, 528, 732, 732, 726, 720]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[661, 622, 505, 661, 541, 523, 727, 727, 721, 715]","[2.9775, 2.9761, 2.9706, 2.9775, 2.9725, 2.9716, 2.9795, 2.9795, 2.9793, 2.9792]",645.3,3.0,640.3,2.97633
"First by Davis: 10,First by Tullock","[10, 0, 0]","[220, 181, 285, 291, 291, 204, 269, 185, 198, 255]","[1.2022, 1.2569, 1.1492, 1.1457, 1.1457, 1.2216, 1.1595, 1.25, 1.2298, 1.1697]","[205, 166, 270, 276, 276, 189, 254, 170, 183, 240]","[1.1202, 1.1528, 1.0887, 1.0866, 1.0866, 1.1317, 1.0948, 1.1486, 1.1366, 1.1009]",237.9,1.19303,222.9,1.11475
"First by Tideman and Chieruzzi: (D, D),First by Stein and Rapoport: 0.05: (D, D)","[0, 0, 10]","[575, 614, 446, 479, 569, 500, 560, 488, 449, 695]","[2.9793, 2.9806, 2.9733, 2.9752, 2.9791, 2.9762, 2.9787, 2.9756, 2.9735, 2.9828]","[575, 614, 446, 479, 569, 500, 560, 488, 449, 695]","[2.9793, 2.9806, 2.9733, 2.9752, 2.9791, 2.9762, 2.9787, 2.9756, 2.9735, 2.9828]",537.5,2.97743,537.5,2.97743
"First by Davis: 10,First by Anonymous","[10, 0, 0]","[549, 654, 527, 386, 621, 617, 632, 670, 463, 431]","[2.7588, 2.7712, 2.7306, 2.6806, 2.7848, 2.8174, 2.7965, 2.7917, 2.6763, 2.677]","[139, 159, 137, 111, 151, 147, 152, 160, 128, 121]","[0.6985, 0.6737, 0.7098, 0.7708, 0.6771, 0.6712, 0.6726, 0.6667, 0.7399, 0.7516]",555.0,2.74849,140.5,0.70319
"First by Tideman and Chieruzzi: (D, D),Grudger","[10, 0, 0]","[432, 711, 468, 672, 486, 762, 756, 720, 513, 522]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[427, 706, 463, 667, 481, 757, 751, 715, 508, 517]","[2.9653, 2.9789, 2.9679, 2.9777, 2.9691, 2.9803, 2.9802, 2.9792, 2.9708, 2.9713]",604.2,3.0,599.2,2.97407
"First by Davis: 10,Random: 0.5","[10, 0, 0]","[799, 639, 492, 436, 476, 530, 457, 493, 753, 781]","[3.0731, 3.0721, 3.0559, 3.0069, 3.0318, 3.0994, 3.0467, 3.0432, 3.061, 3.0748]","[154, 129, 107, 101, 106, 110, 102, 108, 148, 151]","[0.5923, 0.6202, 0.6646, 0.6966, 0.6752, 0.6433, 0.68, 0.6667, 0.6016, 0.5945]",585.6,3.05649,121.6,0.6435
"First by Tideman and Chieruzzi: (D, D),First by Davis: 10","[10, 0, 0]","[537, 480, 642, 447, 660, 516, 621, 561, 570, 657]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[532, 475, 637, 442, 655, 511, 616, 556, 565, 652]","[2.9721, 2.9688, 2.9766, 2.9664, 2.9773, 2.9709, 2.9758, 2.9733, 2.9737, 2.9772]",569.1,3.0,564.1,2.97321
"First by Graaskamp: 0.05,First by Graaskamp: 0.05","[0, 0, 10]","[277, 352, 285, 256, 259, 275, 244, 316, 293, 240]","[1.565, 1.3968, 1.5405, 1.641, 1.6289, 1.5714, 1.6944, 1.463, 1.5181, 1.7143]","[277, 352, 285, 256, 259, 275, 244, 316, 293, 240]","[1.565, 1.3968, 1.5405, 1.641, 1.6289, 1.5714, 1.6944, 1.463, 1.5181, 1.7143]",279.7,1.57334,279.7,1.57334
"First by Tideman and Chieruzzi: (D, D),First by Graaskamp: 0.05","[10, 0, 0]","[475, 531, 730, 631, 746, 667, 506, 656, 516, 716]","[2.9503, 2.9665, 2.9555, 2.9486, 2.9721, 2.9513, 2.9941, 2.955, 2.9486, 2.9587]","[450, 501, 695, 606, 701, 637, 466, 626, 491, 681]","[2.795, 2.7989, 2.8138, 2.8318, 2.7928, 2.8186, 2.7574, 2.8198, 2.8057, 2.814]",617.4,2.96007,585.4,2.80478
"First by Graaskamp: 0.05,First by Joss: 0.9","[0, 10, 0]","[332, 325, 251, 314, 247, 312, 288, 303, 321, 273]","[1.3833, 1.3948, 1.5786, 1.4144, 1.5935, 1.4182, 1.4694, 1.436, 1.4017, 1.5083]","[357, 350, 276, 339, 272, 337, 313, 328, 346, 298]","[1.4875, 1.5021, 1.7358, 1.527, 1.7548, 1.5318, 1.5969, 1.5545, 1.5109, 1.6464]",296.6,1.45982,321.6,1.58477
"First by Tideman and Chieruzzi: (D, D),First by Downing","[10, 0, 0]","[221, 230, 236, 275, 236, 265, 287, 247, 238, 238]","[1.1755, 1.1675, 1.1626, 1.1364, 1.1626, 1.1422, 1.1299, 1.1542, 1.161, 1.161]","[191, 200, 206, 245, 206, 235, 257, 217, 208, 208]","[1.016, 1.0152, 1.0148, 1.0124, 1.0148, 1.0129, 1.0118, 1.014, 1.0146, 1.0146]",247.3,1.15529,217.3,1.01411
"First by Graaskamp: 0.05,First by Anonymous","[10, 0, 0]","[480, 623, 451, 401, 668, 391, 691, 462, 505, 449]","[2.6087, 2.7445, 2.5771, 2.5541, 2.7377, 2.5226, 2.7098, 2.5955, 2.6166, 2.5954]","[190, 208, 186, 176, 218, 176, 226, 187, 195, 184]","[1.0326, 0.9163, 1.0629, 1.121, 0.8934, 1.1355, 0.8863, 1.0506, 1.0104, 1.0636]",512.1,2.6262,194.6,1.01726
"First by Tideman and Chieruzzi: (D, D),First by Feld: 1.0, 0.5, 200","[0, 0, 10]","[277, 293, 244, 255, 234, 269, 203, 251, 227, 187]","[1.1688, 1.1581, 1.1961, 1.186, 1.2062, 1.1747, 1.2454, 1.1896, 1.2139, 1.2721]","[277, 293, 244, 255, 234, 269, 203, 251, 227, 187]","[1.1688, 1.1581, 1.1961, 1.186, 1.2062, 1.1747, 1.2454, 1.1896, 1.2139, 1.2721]",244.0,1.20109,244.0,1.20109
"First by Downing,First by Downing","[0, 0, 10]","[260, 207, 218, 257, 251, 158, 209, 141, 158, 215]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[260, 207, 218, 257, 251, 158, 209, 141, 158, 215]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",207.4,1.0,207.4,1.0
"First by Tideman and Chieruzzi: (D, D),First by Joss: 0.9","[0, 0, 10]","[260, 249, 160, 204, 230, 212, 268, 179, 204, 263]","[1.0656, 1.0687, 1.1111, 1.0851, 1.0748, 1.0816, 1.0635, 1.0982, 1.0851, 1.0648]","[260, 249, 160, 204, 230, 212, 268, 179, 204, 263]","[1.0656, 1.0687, 1.1111, 1.0851, 1.0748, 1.0816, 1.0635, 1.0982, 1.0851, 1.0648]",222.9,1.07985,222.9,1.07985
"First by Downing,First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[510, 453, 537, 432, 468, 420, 435, 420, 537, 537]","[2.1519, 2.3594, 2.0977, 2.427, 2.3168, 2.4277, 2.4033, 2.4419, 2.0977, 2.0977]","[840, 653, 917, 597, 693, 580, 610, 575, 917, 917]","[3.5443, 3.401, 3.582, 3.3539, 3.4307, 3.3526, 3.3702, 3.343, 3.582, 3.582]",474.9,2.2821100000000003,729.9,3.45417
"First by Tideman and Chieruzzi: (D, D),First by Tullock","[0, 0, 10]","[244, 304, 287, 242, 301, 219, 315, 267, 198, 221]","[1.291, 1.2209, 1.2371, 1.2941, 1.2236, 1.3354, 1.2115, 1.2594, 1.3846, 1.3313]","[244, 304, 287, 242, 301, 219, 315, 267, 198, 221]","[1.291, 1.2209, 1.2371, 1.2941, 1.2236, 1.3354, 1.2115, 1.2594, 1.3846, 1.3313]",259.8,1.27889,259.8,1.27889
"First by Downing,First by Joss: 0.9","[0, 10, 0]","[387, 672, 447, 372, 576, 642, 684, 444, 444, 702]","[2.6327, 2.7097, 2.6607, 2.6571, 2.6667, 2.6975, 2.7036, 2.6587, 2.6587, 2.7104]","[472, 787, 537, 447, 691, 757, 804, 534, 534, 822]","[3.2109, 3.1734, 3.1964, 3.1929, 3.1991, 3.1807, 3.1779, 3.1976, 3.1976, 3.1737]",537.0,2.67558,638.5,3.19002
"First by Tideman and Chieruzzi: (D, D),First by Anonymous","[10, 0, 0]","[470, 609, 425, 531, 480, 731, 455, 415, 603, 760]","[2.7976, 2.9279, 2.8716, 2.8703, 2.8235, 2.9124, 2.8261, 2.9225, 2.9272, 2.9457]","[155, 179, 135, 161, 155, 206, 150, 130, 178, 210]","[0.9226, 0.8606, 0.9122, 0.8703, 0.9118, 0.8207, 0.9317, 0.9155, 0.8641, 0.814]",547.9,2.88248,165.9,0.88235
"First by Downing,First by Tullock","[10, 0, 0]","[263, 222, 218, 239, 295, 206, 226, 207, 272, 283]","[1.1689, 1.2131, 1.2179, 1.1891, 1.1479, 1.2335, 1.2021, 1.2321, 1.1624, 1.1551]","[233, 187, 183, 209, 265, 171, 196, 172, 242, 253]","[1.0356, 1.0219, 1.0223, 1.0398, 1.0311, 1.024, 1.0426, 1.0238, 1.0342, 1.0327]",243.1,1.19221,211.1,1.0308
"First by Tideman and Chieruzzi: (D, D),Random: 0.5","[10, 0, 0]","[432, 520, 475, 519, 724, 667, 683, 449, 558, 423]","[2.9793, 2.9379, 2.9688, 2.9489, 2.9431, 2.9254, 2.944, 2.9933, 2.8763, 2.958]","[142, 160, 150, 159, 209, 197, 198, 144, 178, 138]","[0.9793, 0.904, 0.9375, 0.9034, 0.8496, 0.864, 0.8534, 0.96, 0.9175, 0.965]",545.0,2.9475,167.5,0.91337
"First by Downing,First by Anonymous","[10, 0, 0]","[653, 799, 492, 591, 499, 570, 439, 530, 535, 571]","[2.9954, 3.0731, 2.9112, 2.955, 2.9012, 2.9231, 2.9662, 2.8962, 2.9076, 2.9133]","[118, 134, 97, 111, 99, 110, 84, 105, 105, 111]","[0.5413, 0.5154, 0.574, 0.555, 0.5756, 0.5641, 0.5676, 0.5738, 0.5707, 0.5663]",567.9,2.94423,107.4,0.56038
"First by Nydegger,First by Nydegger","[0, 0, 10]","[564, 660, 546, 756, 426, 609, 558, 624, 765, 624]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[564, 660, 546, 756, 426, 609, 558, 624, 765, 624]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",613.2,3.0,613.2,3.0
