P1_vs_P2,Winners[P1_P2_EQ],Utility_P1,Utility_per_turn_P1,Utility_P2,Utility_per_turn_P2,AVG_utility_p1,AVG_utility_per_turn_p1,AVG_utility_p2,AVG_utility_per_turn_p1
"First by Feld: 1.0, 0.5, 200,First by Feld: 1.0, 0.5, 200","[5, 5, 0]","[229, 221, 253, 294, 268, 211, 280, 226, 259, 314]","[1.3471, 1.3642, 1.3041, 1.2511, 1.2823, 1.3882, 1.267, 1.3533, 1.295, 1.2314]","[234, 226, 258, 299, 273, 216, 285, 231, 264, 319]","[1.3765, 1.3951, 1.3299, 1.2723, 1.3062, 1.4211, 1.2896, 1.3832, 1.32, 1.251]",255.5,1.30837,260.5,1.33449
"First by Nydegger,First by Grofman","[0, 0, 10]","[450, 615, 522, 453, 453, 480, 627, 657, 468, 675]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[450, 615, 522, 453, 453, 480, 627, 657, 468, 675]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",540.0,3.0,540.0,3.0
"First by Feld: 1.0, 0.5, 200,First by Tullock","[0, 10, 0]","[249, 268, 277, 308, 258, 320, 314, 307, 329, 272]","[1.3833, 1.3467, 1.3317, 1.2887, 1.3651, 1.2749, 1.2816, 1.2899, 1.2654, 1.3399]","[254, 273, 282, 313, 263, 325, 319, 312, 334, 277]","[1.4111, 1.3719, 1.3558, 1.3096, 1.3915, 1.2948, 1.302, 1.3109, 1.2846, 1.3645]",290.2,1.3167200000000001,295.2,1.33967
"First by Nydegger,First by Shubik","[0, 0, 10]","[744, 636, 594, 777, 450, 420, 582, 672, 495, 612]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[744, 636, 594, 777, 450, 420, 582, 672, 495, 612]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",598.2,3.0,598.2,3.0
"First by Feld: 1.0, 0.5, 200,Random: 0.5","[10, 0, 0]","[525, 443, 419, 437, 532, 436, 431, 641, 345, 347]","[2.4419, 2.4341, 2.436, 2.4278, 2.4182, 2.4358, 2.435, 2.4845, 2.4296, 2.3931]","[385, 328, 314, 327, 392, 326, 321, 426, 270, 277]","[1.7907, 1.8022, 1.8256, 1.8167, 1.7818, 1.8212, 1.8136, 1.6512, 1.9014, 1.9103]",455.6,2.4336,336.6,1.81147
"First by Nydegger,First by Stein and Rapoport: 0.05: (D, D)","[0, 10, 0]","[507, 441, 573, 714, 534, 489, 699, 495, 654, 714]","[2.9649, 2.9597, 2.9689, 2.975, 2.9667, 2.9636, 2.9745, 2.9641, 2.9727, 2.975]","[517, 451, 583, 724, 544, 499, 709, 505, 664, 724]","[3.0234, 3.0268, 3.0207, 3.0167, 3.0222, 3.0242, 3.017, 3.024, 3.0182, 3.0167]",582.0,2.96851,592.0,3.0209900000000003
"First by Joss: 0.9,First by Tullock","[10, 0, 0]","[298, 344, 311, 323, 303, 326, 236, 251, 348, 306]","[1.4608, 1.376, 1.4332, 1.4105, 1.4498, 1.4052, 1.662, 1.5987, 1.3701, 1.4434]","[258, 304, 271, 283, 263, 286, 196, 211, 308, 266]","[1.2647, 1.216, 1.2488, 1.2358, 1.2584, 1.2328, 1.3803, 1.3439, 1.2126, 1.2547]",304.6,1.46097,264.6,1.2648
"First by Nydegger,Grudger","[0, 0, 10]","[483, 564, 462, 462, 459, 579, 441, 423, 435, 756]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[483, 564, 462, 462, 459, 579, 441, 423, 435, 756]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",506.4,3.0,506.4,3.0
"First by Joss: 0.9,Random: 0.5","[10, 0, 0]","[525, 521, 377, 359, 545, 479, 340, 570, 550, 340]","[2.3543, 2.3682, 2.3272, 2.3933, 2.3593, 2.3366, 2.3611, 2.3361, 2.3404, 2.3611]","[475, 466, 342, 319, 490, 429, 305, 520, 500, 305]","[2.13, 2.1182, 2.1111, 2.1267, 2.1212, 2.0927, 2.1181, 2.1311, 2.1277, 2.1181]",460.6,2.35376,415.1,2.11949
"First by Nydegger,First by Davis: 10","[0, 0, 10]","[480, 648, 474, 618, 537, 450, 453, 768, 756, 546]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[480, 648, 474, 618, 537, 450, 453, 768, 756, 546]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",573.0,3.0,573.0,3.0
"First by Tullock,Random: 0.5","[10, 0, 0]","[324, 406, 338, 527, 344, 555, 393, 368, 419, 459]","[2.2979, 2.3333, 2.331, 2.3632, 2.3401, 2.3718, 2.3254, 2.359, 2.3672, 2.366]","[264, 326, 273, 427, 274, 450, 323, 298, 329, 359]","[1.8723, 1.8736, 1.8828, 1.9148, 1.8639, 1.9231, 1.9112, 1.9103, 1.8588, 1.8505]",413.3,2.34549,332.3,1.88613
"First by Nydegger,First by Graaskamp: 0.05","[0, 10, 0]","[501, 513, 393, 438, 651, 690, 594, 705, 498, 480]","[2.7377, 2.7433, 2.7872, 2.7722, 2.7353, 2.7273, 2.75, 2.7326, 2.7514, 2.7586]","[581, 593, 443, 498, 756, 805, 684, 820, 573, 550]","[3.1749, 3.1711, 3.1418, 3.1519, 3.1765, 3.1818, 3.1667, 3.1783, 3.1657, 3.1609]",546.3,2.74956,630.3,3.16696
"First by Anonymous,Random: 0.5","[0, 10, 0]","[436, 406, 436, 321, 374, 486, 506, 546, 278, 436]","[2.1373, 2.0821, 2.1373, 1.9693, 2.0778, 2.2091, 2.2096, 2.2016, 1.9716, 2.1268]","[471, 451, 471, 381, 419, 501, 516, 571, 333, 476]","[2.3088, 2.3128, 2.3088, 2.3374, 2.3278, 2.2773, 2.2533, 2.3024, 2.3617, 2.322]",422.5,2.11225,459.0,2.31123
"First by Nydegger,First by Downing","[0, 10, 0]","[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]","[0.0638, 0.0754, 0.0591, 0.0633, 0.0685, 0.0685, 0.0595, 0.0987, 0.0655, 0.0909]","[1155, 975, 1250, 1165, 1075, 1075, 1240, 740, 1125, 805]","[4.9149, 4.8995, 4.9213, 4.9156, 4.9087, 4.9087, 4.9206, 4.8684, 4.9127, 4.8788]",15.0,0.07132,1060.5,4.90492
"First by Nydegger,First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[489, 444, 417, 501, 522, 462, 414, 528, 426, 465]","[2.1928, 2.3246, 2.4244, 2.1783, 2.122, 2.2985, 2.4211, 2.112, 2.4068, 2.2464]","[789, 659, 582, 816, 882, 697, 579, 898, 601, 725]","[3.5381, 3.4503, 3.3837, 3.5478, 3.5854, 3.4677, 3.386, 3.592, 3.3955, 3.5024]",466.8,2.27269,722.8,3.48489
"First by Nydegger,First by Joss: 0.9","[0, 10, 0]","[396, 645, 561, 399, 450, 384, 582, 396, 663, 525]","[2.7123, 2.7802, 2.7772, 2.7143, 2.7273, 2.7042, 2.7583, 2.7123, 2.7625, 2.7632]","[466, 730, 636, 469, 525, 454, 667, 466, 758, 600]","[3.1918, 3.1466, 3.1485, 3.1905, 3.1818, 3.1972, 3.1611, 3.1918, 3.1583, 3.1579]",500.1,2.74118,577.1,3.17255
"First by Nydegger,First by Tullock","[0, 10, 0]","[492, 435, 525, 558, 477, 654, 630, 414, 585, 555]","[2.7486, 2.7358, 2.7632, 2.722, 2.7572, 2.7025, 2.6923, 2.7417, 2.7083, 2.734]","[567, 505, 600, 653, 547, 774, 750, 479, 690, 645]","[3.1676, 3.1761, 3.1579, 3.1854, 3.1618, 3.1983, 3.2051, 3.1722, 3.1944, 3.1773]",532.5,2.73056,621.0,3.17961
"First by Nydegger,First by Anonymous","[0, 10, 0]","[384, 207, 222, 225, 303, 204, 351, 246, 318, 354]","[1.536, 1.4375, 1.4702, 1.461, 1.5459, 1.4366, 1.56, 1.4909, 1.5512, 1.5391]","[994, 582, 607, 620, 778, 574, 891, 661, 813, 914]","[3.976, 4.0417, 4.0199, 4.026, 3.9694, 4.0423, 3.96, 4.0061, 3.9659, 3.9739]",281.4,1.50284,743.4,3.99812
"First by Nydegger,Random: 0.5","[0, 10, 0]","[242, 287, 287, 278, 287, 344, 365, 263, 242, 287]","[1.5513, 1.4794, 1.5026, 1.5531, 1.5598, 1.4828, 1.46, 1.538, 1.5316, 1.487]","[612, 772, 757, 703, 722, 924, 1000, 673, 622, 767]","[3.9231, 3.9794, 3.9634, 3.9274, 3.9239, 3.9828, 4.0, 3.9357, 3.9367, 3.9741]",288.2,1.51456,755.2,3.95465
"First by Grofman,First by Grofman","[0, 0, 10]","[597, 747, 615, 501, 495, 507, 597, 453, 507, 651]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[597, 747, 615, 501, 495, 507, 597, 453, 507, 651]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",567.0,3.0,567.0,3.0
"First by Grofman,First by Shubik","[0, 0, 10]","[678, 594, 498, 762, 618, 645, 759, 675, 504, 648]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[678, 594, 498, 762, 618, 645, 759, 675, 504, 648]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",638.1,3.0,638.1,3.0
"First by Grofman,First by Stein and Rapoport: 0.05: (D, D)","[0, 10, 0]","[430, 667, 655, 580, 565, 541, 466, 682, 424, 472]","[2.9655, 2.9777, 2.9773, 2.9744, 2.9737, 2.9725, 2.9682, 2.9782, 2.965, 2.9686]","[435, 672, 660, 585, 570, 546, 471, 687, 429, 477]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",548.2,2.97211,553.2,3.0
"First by Grofman,Grudger","[0, 0, 10]","[663, 585, 750, 426, 588, 444, 600, 639, 621, 531]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[663, 585, 750, 426, 588, 444, 600, 639, 621, 531]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",584.7,3.0,584.7,3.0
"First by Grofman,First by Davis: 10","[0, 0, 10]","[747, 732, 699, 687, 759, 747, 591, 657, 588, 750]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[747, 732, 699, 687, 759, 747, 591, 657, 588, 750]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",695.7,3.0,695.7,3.0
"First by Grofman,First by Graaskamp: 0.05","[10, 0, 0]","[616, 457, 808, 471, 787, 757, 441, 751, 655, 441]","[3.1429, 3.0671, 3.1811, 3.0784, 3.1734, 3.1941, 3.0625, 3.1957, 3.1796, 3.0625]","[511, 407, 643, 416, 632, 597, 396, 591, 525, 396]","[2.6071, 2.7315, 2.5315, 2.719, 2.5484, 2.519, 2.75, 2.5149, 2.5485, 2.75]",618.4,3.13373,511.4,2.62199
"First by Grofman,First by Downing","[0, 10, 0]","[102, 111, 69, 111, 93, 75, 80, 86, 108, 79]","[0.4454, 0.4476, 0.4894, 0.4458, 0.4559, 0.4808, 0.4598, 0.4624, 0.4444, 0.4675]","[772, 831, 464, 836, 683, 515, 585, 621, 818, 564]","[3.3712, 3.3508, 3.2908, 3.3574, 3.348, 3.3013, 3.3621, 3.3387, 3.3663, 3.3373]",91.4,0.4599,668.9,3.34239
"First by Grofman,First by Joss: 0.9","[0, 10, 0]","[637, 607, 433, 622, 607, 391, 403, 622, 415, 598]","[2.7222, 2.7098, 2.7405, 2.7162, 2.7098, 2.7153, 2.723, 2.7162, 2.7303, 2.7182]","[692, 662, 473, 677, 662, 431, 443, 677, 455, 648]","[2.9573, 2.9554, 2.9937, 2.9563, 2.9554, 2.9931, 2.9932, 2.9563, 2.9934, 2.9455]",533.5,2.72015,582.0,2.96996
"First by Grofman,First by Anonymous","[0, 10, 0]","[314, 338, 294, 314, 410, 481, 502, 453, 469, 298]","[1.869, 1.8172, 1.8608, 1.869, 1.934, 1.9317, 1.9457, 1.9442, 1.93, 1.8625]","[504, 568, 474, 504, 625, 731, 752, 678, 714, 478]","[3.0, 3.0538, 3.0, 3.0, 2.9481, 2.9357, 2.9147, 2.9099, 2.9383, 2.9875]",387.3,1.89641,602.8,2.9688
"First by Shubik,First by Shubik","[0, 0, 10]","[729, 687, 609, 714, 711, 618, 762, 621, 618, 495]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[729, 687, 609, 714, 711, 618, 762, 621, 618, 495]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",656.4,3.0,656.4,3.0
"First by Shubik,Grudger","[0, 0, 10]","[549, 636, 636, 696, 543, 615, 420, 771, 612, 444]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[549, 636, 636, 696, 543, 615, 420, 771, 612, 444]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",592.2,3.0,592.2,3.0
"First by Shubik,First by Davis: 10","[0, 0, 10]","[459, 603, 747, 723, 573, 660, 732, 501, 534, 495]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[459, 603, 747, 723, 573, 660, 732, 501, 534, 495]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",602.7,3.0,602.7,3.0
"First by Shubik,First by Downing","[0, 10, 0]","[312, 267, 197, 310, 249, 274, 267, 260, 242, 301]","[1.2332, 1.2714, 1.3401, 1.2351, 1.3037, 1.2569, 1.2714, 1.2808, 1.3152, 1.2438]","[332, 282, 207, 330, 259, 294, 282, 275, 252, 321]","[1.3123, 1.3429, 1.4082, 1.3147, 1.356, 1.3486, 1.3429, 1.3547, 1.3696, 1.3264]",267.9,1.27516,283.4,1.34763
"First by Shubik,First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[296, 303, 274, 279, 342, 311, 322, 295, 325, 336]","[1.4095, 1.3899, 1.4652, 1.4531, 1.3205, 1.3761, 1.3529, 1.4115, 1.3485, 1.3333]","[326, 338, 299, 304, 387, 346, 362, 325, 365, 376]","[1.5524, 1.5505, 1.5989, 1.5833, 1.4942, 1.531, 1.521, 1.555, 1.5145, 1.4921]",308.3,1.38605,342.8,1.53929
"First by Shubik,First by Joss: 0.9","[0, 10, 0]","[324, 304, 307, 281, 223, 283, 231, 225, 253, 231]","[1.3388, 1.3511, 1.3465, 1.3707, 1.5068, 1.3671, 1.4713, 1.5, 1.4056, 1.4713]","[344, 324, 327, 301, 233, 303, 246, 235, 273, 246]","[1.4215, 1.44, 1.4342, 1.4683, 1.5743, 1.4638, 1.5669, 1.5667, 1.5167, 1.5669]",266.2,1.41292,283.2,1.50193
"First by Shubik,First by Tullock","[0, 10, 0]","[245, 268, 273, 194, 258, 245, 263, 186, 289, 247]","[1.2069, 1.1806, 1.1717, 1.302, 1.1889, 1.2069, 1.1847, 1.3191, 1.156, 1.2049]","[305, 333, 343, 239, 323, 305, 328, 231, 364, 307]","[1.5025, 1.467, 1.4721, 1.604, 1.4885, 1.5025, 1.4775, 1.6383, 1.456, 1.4976]",246.8,1.21217,307.8,1.5106
"First by Shubik,First by Anonymous","[10, 0, 0]","[534, 539, 399, 463, 398, 544, 418, 675, 427, 383]","[2.6176, 2.6293, 2.625, 2.5722, 2.6358, 2.6408, 2.6125, 2.7108, 2.5879, 2.5878]","[249, 249, 199, 228, 198, 249, 208, 290, 212, 198]","[1.2206, 1.2146, 1.3092, 1.2667, 1.3113, 1.2087, 1.3, 1.1647, 1.2848, 1.3378]",478.0,2.62197,228.0,1.26184
"First by Shubik,Random: 0.5","[10, 0, 0]","[432, 591, 473, 512, 455, 463, 449, 567, 481, 700]","[2.7692, 2.711, 2.7824, 2.7527, 2.7914, 2.756, 2.7888, 2.7524, 2.7644, 2.7027]","[182, 236, 193, 207, 185, 193, 184, 227, 196, 280]","[1.1667, 1.0826, 1.1353, 1.1129, 1.135, 1.1488, 1.1429, 1.1019, 1.1264, 1.0811]",512.3,2.7571,208.3,1.12336
"First by Stein and Rapoport: 0.05: (D, D),First by Stein and Rapoport: 0.05: (D, D)","[0, 0, 10]","[596, 770, 683, 737, 536, 671, 521, 668, 632, 653]","[2.98, 2.9845, 2.9825, 2.9838, 2.9778, 2.9822, 2.9771, 2.9821, 2.9811, 2.9817]","[596, 770, 683, 737, 536, 671, 521, 668, 632, 653]","[2.98, 2.9845, 2.9825, 2.9838, 2.9778, 2.9822, 2.9771, 2.9821, 2.9811, 2.9817]",646.7,2.98128,646.7,2.98128
"First by Stein and Rapoport: 0.05: (D, D),Grudger","[10, 0, 0]","[615, 750, 666, 618, 729, 468, 753, 471, 705, 717]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[610, 745, 661, 613, 724, 463, 748, 466, 700, 712]","[2.9756, 2.98, 2.9775, 2.9757, 2.9794, 2.9679, 2.9801, 2.9682, 2.9787, 2.9791]",649.2,3.0,644.2,2.97622
"First by Stein and Rapoport: 0.05: (D, D),First by Graaskamp: 0.05","[6, 0, 4]","[641, 526, 571, 571, 641, 566, 656, 446, 631, 666]","[2.5951, 2.63, 2.6193, 2.6193, 2.6057, 2.6204, 2.5929, 2.6391, 2.5967, 2.6016]","[641, 521, 566, 566, 636, 561, 656, 446, 631, 661]","[2.5951, 2.605, 2.5963, 2.5963, 2.5854, 2.5972, 2.5929, 2.6391, 2.5967, 2.582]",591.5,2.61201,588.5,2.5986
"Grudger,First by Downing","[10, 0, 0]","[157, 203, 190, 247, 153, 212, 202, 258, 243, 207]","[1.0753, 1.0573, 1.0615, 1.0466, 1.0775, 1.0547, 1.0576, 1.0445, 1.0474, 1.0561]","[147, 193, 180, 237, 143, 202, 192, 248, 233, 197]","[1.0068, 1.0052, 1.0056, 1.0042, 1.007, 1.005, 1.0052, 1.004, 1.0043, 1.0051]",207.2,1.05785,197.2,1.00524
"Grudger,First by Feld: 1.0, 0.5, 200","[0, 0, 10]","[231, 295, 277, 321, 269, 237, 253, 224, 265, 213]","[1.462, 1.3288, 1.3578, 1.2944, 1.3724, 1.4451, 1.4056, 1.4834, 1.3802, 1.5214]","[231, 295, 277, 321, 269, 237, 253, 224, 265, 213]","[1.462, 1.3288, 1.3578, 1.2944, 1.3724, 1.4451, 1.4056, 1.4834, 1.3802, 1.5214]",258.5,1.40511,258.5,1.40511
"Grudger,First by Joss: 0.9","[0, 0, 10]","[226, 179, 204, 234, 199, 271, 218, 258, 202, 249]","[1.0813, 1.1049, 1.0909, 1.0783, 1.0934, 1.0669, 1.0846, 1.0705, 1.0919, 1.0733]","[226, 179, 204, 234, 199, 271, 218, 258, 202, 249]","[1.0813, 1.1049, 1.0909, 1.0783, 1.0934, 1.0669, 1.0846, 1.0705, 1.0919, 1.0733]",224.0,1.0836,224.0,1.0836
"Grudger,First by Tullock","[10, 0, 0]","[213, 291, 225, 251, 238, 251, 219, 293, 208, 321]","[1.42, 1.2763, 1.3889, 1.3351, 1.36, 1.3351, 1.4038, 1.2739, 1.4345, 1.2442]","[193, 271, 205, 231, 218, 231, 199, 273, 188, 301]","[1.2867, 1.1886, 1.2654, 1.2287, 1.2457, 1.2287, 1.2756, 1.187, 1.2966, 1.1667]",251.0,1.34718,231.0,1.23697
"Grudger,First by Anonymous","[10, 0, 0]","[499, 681, 661, 432, 640, 456, 623, 751, 646, 676]","[3.1187, 3.0676, 3.0888, 3.0638, 3.0622, 3.0604, 3.115, 3.0779, 3.0616, 3.0588]","[79, 111, 106, 72, 105, 76, 98, 121, 106, 111]","[0.4938, 0.5, 0.4953, 0.5106, 0.5024, 0.5101, 0.49, 0.4959, 0.5024, 0.5023]",606.5,3.07748,98.5,0.50028
"Grudger,Random: 0.5","[10, 0, 0]","[581, 594, 693, 644, 607, 776, 552, 683, 766, 778]","[3.026, 3.0152, 3.0938, 3.0521, 3.005, 3.0916, 3.0164, 3.0766, 3.0763, 3.0751]","[101, 104, 113, 109, 107, 126, 97, 113, 126, 128]","[0.526, 0.5279, 0.5045, 0.5166, 0.5297, 0.502, 0.5301, 0.509, 0.506, 0.5059]",667.4,3.05281,112.4,0.51577
"First by Davis: 10,First by Davis: 10","[0, 0, 10]","[660, 459, 708, 636, 606, 483, 483, 585, 627, 705]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[660, 459, 708, 636, 606, 483, 483, 585, 627, 705]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",595.2,3.0,595.2,3.0
"First by Davis: 10,First by Graaskamp: 0.05","[10, 0, 0]","[349, 400, 398, 359, 444, 370, 412, 452, 354, 383]","[2.4577, 2.0725, 2.0838, 2.3618, 1.8734, 2.2699, 2.0098, 1.8449, 2.4082, 2.1761]","[219, 270, 268, 229, 314, 240, 282, 322, 224, 253]","[1.5423, 1.399, 1.4031, 1.5066, 1.3249, 1.4724, 1.3756, 1.3143, 1.5238, 1.4375]",392.1,2.15581,262.1,1.42995
"First by Graaskamp: 0.05,First by Downing","[10, 0, 0]","[515, 437, 801, 538, 822, 702, 541, 463, 763, 555]","[3.1402, 3.1214, 3.1786, 3.1462, 3.1737, 3.1765, 3.1453, 3.1284, 3.1792, 3.1534]","[450, 387, 681, 468, 702, 597, 471, 408, 648, 480]","[2.7439, 2.7643, 2.7024, 2.7368, 2.7104, 2.7014, 2.7384, 2.7568, 2.7, 2.7273]",613.7,3.15429,529.2,2.72817
"First by Graaskamp: 0.05,First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[290, 253, 279, 304, 298, 242, 282, 316, 224, 227]","[1.2393, 1.2843, 1.2511, 1.2258, 1.2314, 1.3011, 1.2478, 1.2154, 1.3333, 1.3275]","[295, 258, 284, 309, 303, 247, 287, 321, 229, 232]","[1.2607, 1.3096, 1.2735, 1.246, 1.2521, 1.328, 1.2699, 1.2346, 1.3631, 1.3567]",271.5,1.2657,276.5,1.28942
"First by Graaskamp: 0.05,First by Tullock","[0, 10, 0]","[278, 307, 241, 231, 283, 210, 248, 300, 273, 311]","[1.2636, 1.2329, 1.3169, 1.3353, 1.2578, 1.3816, 1.3053, 1.2397, 1.2698, 1.2292]","[283, 312, 246, 236, 288, 215, 253, 305, 278, 316]","[1.2864, 1.253, 1.3443, 1.3642, 1.28, 1.4145, 1.3316, 1.2603, 1.293, 1.249]",268.2,1.28321,273.2,1.30763
"First by Graaskamp: 0.05,Random: 0.5","[10, 0, 0]","[463, 451, 519, 725, 445, 397, 633, 748, 485, 657]","[2.8758, 2.8726, 2.8674, 2.9835, 2.871, 2.7762, 2.9442, 2.992, 2.8363, 2.9462]","[188, 186, 199, 225, 185, 182, 213, 228, 195, 217]","[1.1677, 1.1847, 1.0994, 0.9259, 1.1935, 1.2727, 0.9907, 0.912, 1.1404, 0.9731]",552.3,2.8965199999999998,201.8,1.08601
"First by Downing,Random: 0.5","[10, 0, 0]","[654, 640, 423, 413, 683, 760, 688, 518, 649, 561]","[3.0, 3.0189, 2.958, 2.9291, 3.0088, 3.0645, 3.0175, 2.977, 2.9908, 3.0324]","[109, 105, 73, 73, 113, 120, 113, 88, 109, 91]","[0.5, 0.4953, 0.5105, 0.5177, 0.4978, 0.4839, 0.4956, 0.5057, 0.5023, 0.4919]",598.9,2.9997,99.4,0.50007
"First by Feld: 1.0, 0.5, 200,First by Joss: 0.9","[0, 0, 10]","[293, 223, 267, 249, 289, 271, 315, 238, 216, 208]","[1.2851, 1.4114, 1.3218, 1.3533, 1.2902, 1.3155, 1.26, 1.3757, 1.4305, 1.4545]","[293, 223, 267, 249, 289, 271, 315, 238, 216, 208]","[1.2851, 1.4114, 1.3218, 1.3533, 1.2902, 1.3155, 1.26, 1.3757, 1.4305, 1.4545]",256.9,1.3497999999999999,256.9,1.3497999999999999
"First by Feld: 1.0, 0.5, 200,First by Anonymous","[10, 0, 0]","[364, 466, 379, 625, 465, 423, 658, 453, 479, 580]","[2.443, 2.4656, 2.461, 2.5407, 2.4734, 2.4593, 2.5504, 2.462, 2.4691, 2.5217]","[294, 361, 304, 435, 360, 338, 448, 353, 364, 415]","[1.9732, 1.9101, 1.974, 1.7683, 1.9149, 1.9651, 1.7364, 1.9185, 1.8763, 1.8043]",489.2,2.48462,367.2,1.88411
"First by Joss: 0.9,First by Joss: 0.9","[0, 0, 10]","[190, 218, 246, 227, 191, 258, 243, 216, 248, 185]","[1.1801, 1.1534, 1.1336, 1.1465, 1.179, 1.1266, 1.1355, 1.1551, 1.1324, 1.1859]","[190, 218, 246, 227, 191, 258, 243, 216, 248, 185]","[1.1801, 1.1534, 1.1336, 1.1465, 1.179, 1.1266, 1.1355, 1.1551, 1.1324, 1.1859]",222.2,1.1528100000000001,222.2,1.1528100000000001
"First by Joss: 0.9,First by Anonymous","[10, 0, 0]","[493, 329, 375, 576, 526, 571, 365, 444, 433, 475]","[2.293, 2.35, 2.3006, 2.2767, 2.2771, 2.2749, 2.2956, 2.2887, 2.2789, 2.2947]","[468, 309, 345, 546, 496, 541, 335, 414, 403, 445]","[2.1767, 2.2071, 2.1166, 2.1581, 2.1472, 2.1554, 2.1069, 2.134, 2.1211, 2.1498]",458.7,2.2930200000000003,430.2,2.14729
"First by Tullock,First by Tullock","[5, 5, 0]","[256, 315, 304, 278, 275, 309, 235, 250, 253, 267]","[1.2736, 1.2115, 1.2209, 1.2466, 1.25, 1.2165, 1.3056, 1.2821, 1.2778, 1.2594]","[261, 320, 309, 283, 280, 314, 240, 255, 258, 272]","[1.2985, 1.2308, 1.241, 1.2691, 1.2727, 1.2362, 1.3333, 1.3077, 1.303, 1.283]",274.2,1.2544,279.2,1.27753
"First by Tullock,First by Anonymous","[10, 0, 0]","[428, 560, 388, 332, 530, 464, 402, 447, 574, 487]","[2.3011, 2.3431, 2.3373, 2.2585, 2.3246, 2.2857, 2.3103, 2.3281, 2.3333, 2.2972]","[373, 450, 338, 312, 440, 399, 352, 382, 469, 412]","[2.0054, 1.8828, 2.0361, 2.1224, 1.9298, 1.9655, 2.023, 1.9896, 1.9065, 1.9434]",461.2,2.31192,392.7,1.98045
"First by Anonymous,First by Anonymous","[5, 5, 0]","[430, 475, 383, 524, 405, 372, 512, 527, 351, 475]","[2.2513, 2.1991, 2.2267, 2.1388, 2.2376, 2.241, 2.1695, 2.1423, 2.25, 2.1889]","[450, 520, 413, 594, 425, 402, 562, 597, 386, 525]","[2.356, 2.4074, 2.4012, 2.4245, 2.3481, 2.4217, 2.3814, 2.4268, 2.4744, 2.4194]",445.4,2.20452,487.4,2.40609
"Random: 0.5,Random: 0.5","[3, 3, 4]","[578, 358, 562, 443, 318, 310, 583, 341, 380, 551]","[2.2756, 2.2236, 2.2846, 2.2718, 2.2083, 2.1831, 2.251, 2.2, 2.2222, 2.2675]","[578, 383, 562, 453, 353, 350, 593, 376, 400, 556]","[2.2756, 2.3789, 2.2846, 2.3231, 2.4514, 2.4648, 2.2896, 2.4258, 2.3392, 2.2881]",442.4,2.23877,460.4,2.35211
