Interaction index,Player name,Opponent name,Score,Score difference,Score per turn,Winner List
0,Tit For Tat,Tit For Tat,447,0,3.0,"[0, 0, 1]"
0,Tit For Tat,Tit For Tat,447,0,3.0,"[0, 0, 1]"
1,Tit For Tat,Tit For Tat,771,0,3.0,"[0, 0, 1]"
1,Tit For Tat,Tit For Tat,771,0,3.0,"[0, 0, 1]"
2,Tit For Tat,Tit For Tat,570,0,3.0,"[0, 0, 1]"
2,Tit For Tat,Tit For Tat,570,0,3.0,"[0, 0, 1]"
3,Tit For Tat,Tit For Tat,663,0,3.0,"[0, 0, 1]"
3,Tit For Tat,Tit For Tat,663,0,3.0,"[0, 0, 1]"
4,Tit For Tat,Tit For Tat,540,0,3.0,"[0, 0, 1]"
4,Tit For Tat,Tit For Tat,540,0,3.0,"[0, 0, 1]"
5,Tit For Tat,Tit For Tat,771,0,3.0,"[0, 0, 1]"
5,Tit For Tat,Tit For Tat,771,0,3.0,"[0, 0, 1]"
6,Tit For Tat,Tit For Tat,438,0,3.0,"[0, 0, 1]"
6,Tit For Tat,Tit For Tat,438,0,3.0,"[0, 0, 1]"
7,Tit For Tat,Tit For Tat,594,0,3.0,"[0, 0, 1]"
7,Tit For Tat,Tit For Tat,594,0,3.0,"[0, 0, 1]"
8,Tit For Tat,Tit For Tat,711,0,3.0,"[0, 0, 1]"
8,Tit For Tat,Tit For Tat,711,0,3.0,"[0, 0, 1]"
9,Tit For Tat,Tit For Tat,696,0,3.0,"[0, 0, 1]"
9,Tit For Tat,Tit For Tat,696,0,3.0,"[0, 0, 1]"
10,First by Grofman,"First by Feld: 1.0, 0.5, 200",320,-95,2.17687074829932,"[0, 1, 0]"
10,"First by Feld: 1.0, 0.5, 200",First by Grofman,415,95,2.82312925170068,"[0, 1, 0]"
11,First by Grofman,"First by Feld: 1.0, 0.5, 200",372,-105,2.1502890173410405,"[0, 1, 0]"
11,"First by Feld: 1.0, 0.5, 200",First by Grofman,477,105,2.757225433526012,"[0, 1, 0]"
12,First by Grofman,"First by Feld: 1.0, 0.5, 200",419,-135,2.084577114427861,"[0, 1, 0]"
12,"First by Feld: 1.0, 0.5, 200",First by Grofman,554,135,2.756218905472637,"[0, 1, 0]"
13,First by Grofman,"First by Feld: 1.0, 0.5, 200",373,-110,2.1314285714285712,"[0, 1, 0]"
13,"First by Feld: 1.0, 0.5, 200",First by Grofman,483,110,2.76,"[0, 1, 0]"
14,First by Grofman,"First by Feld: 1.0, 0.5, 200",485,-220,1.91699604743083,"[0, 1, 0]"
14,"First by Feld: 1.0, 0.5, 200",First by Grofman,705,220,2.7865612648221343,"[0, 1, 0]"
15,First by Grofman,"First by Feld: 1.0, 0.5, 200",397,-125,2.1005291005291005,"[0, 1, 0]"
15,"First by Feld: 1.0, 0.5, 200",First by Grofman,522,125,2.761904761904762,"[0, 1, 0]"
