Interaction index,Player name,Opponent name,Score,Score difference,Score per turn,Winner List
0,Tit For Tat,Tit For Tat,576,0,3.0,"[0, 0, 1]"
0,Tit For Tat,Tit For Tat,576,0,3.0,"[0, 0, 1]"
1,Tit For Tat,Tit For Tat,663,0,3.0,"[0, 0, 1]"
1,Tit For Tat,Tit For Tat,663,0,3.0,"[0, 0, 1]"
2,Tit For Tat,Tit For Tat,693,0,3.0,"[0, 0, 1]"
2,Tit For Tat,Tit For Tat,693,0,3.0,"[0, 0, 1]"
3,Tit For Tat,Tit For Tat,684,0,3.0,"[0, 0, 1]"
3,Tit For Tat,Tit For Tat,684,0,3.0,"[0, 0, 1]"
4,Tit For Tat,Tit For Tat,567,0,3.0,"[0, 0, 1]"
4,Tit For Tat,Tit For Tat,567,0,3.0,"[0, 0, 1]"
5,Tit For Tat,Tit For Tat,561,0,3.0,"[0, 0, 1]"
5,Tit For Tat,Tit For Tat,561,0,3.0,"[0, 0, 1]"
6,Tit For Tat,Tit For Tat,693,0,3.0,"[0, 0, 1]"
6,Tit For Tat,Tit For Tat,693,0,3.0,"[0, 0, 1]"
7,Tit For Tat,Tit For Tat,711,0,3.0,"[0, 0, 1]"
7,Tit For Tat,Tit For Tat,711,0,3.0,"[0, 0, 1]"
8,Tit For Tat,Tit For Tat,603,0,3.0,"[0, 0, 1]"
8,Tit For Tat,Tit For Tat,603,0,3.0,"[0, 0, 1]"
9,Tit For Tat,Tit For Tat,486,0,3.0,"[0, 0, 1]"
9,Tit For Tat,Tit For Tat,486,0,3.0,"[0, 0, 1]"
10,First by Grofman,First by Downing,91,-570,0.4595959595959596,"[0, 1, 0]"
10,First by Downing,First by Grofman,661,570,3.3383838383838382,"[0, 1, 0]"
11,First by Grofman,First by Downing,105,-685,0.4468085106382978,"[0, 1, 0]"
11,First by Downing,First by Grofman,790,685,3.3617021276595747,"[0, 1, 0]"
12,First by Grofman,First by Downing,100,-645,0.4504504504504504,"[0, 1, 0]"
12,First by Downing,First by Grofman,745,645,3.355855855855856,"[0, 1, 0]"
13,First by Grofman,First by Downing,97,-625,0.4511627906976744,"[0, 1, 0]"
13,First by Downing,First by Grofman,722,625,3.358139534883721,"[0, 1, 0]"
14,First by Grofman,First by Downing,106,-685,0.4491525423728814,"[0, 1, 0]"
14,First by Downing,First by Grofman,791,685,3.351694915254237,"[0, 1, 0]"
15,First by Grofman,First by Downing,68,-410,0.4755244755244755,"[0, 1, 0]"
15,First by Downing,First by Grofman,478,410,3.3426573426573425,"[0, 1, 0]"
16,First by Grofman,First by Downing,74,-445,0.4743589743589743,"[0, 1, 0]"
16,First by Downing,First by Grofman,519,445,3.326923076923077,"[0, 1, 0]"
17,First by Grofman,First by Downing,91,-565,0.4619289340101523,"[0, 1, 0]"
17,First by Downing,First by Grofman,656,565,3.3299492385786804,"[0, 1, 0]"
18,First by Grofman,First by Downing,92,-575,0.46,"[0, 1, 0]"
18,First by Downing,First by Grofman,667,575,3.335,"[0, 1, 0]"
19,First by Grofman,First by Downing,98,-630,0.4516129032258064,"[0, 1, 0]"
19,First by Downing,First by Grofman,728,630,3.3548387096774195,"[0, 1, 0]"
20,Tit For Tat,"First by Tideman and Chieruzzi: (D, D)",505,-5,2.9705882352941178,"[0, 1, 0]"
20,"First by Tideman and Chieruzzi: (D, D)",Tit For Tat,510,5,3.0,"[0, 1, 0]"
21,Tit For Tat,"First by Tideman and Chieruzzi: (D, D)",649,-5,2.977064220183486,"[0, 1, 0]"
21,"First by Tideman and Chieruzzi: (D, D)",Tit For Tat,654,5,3.0,"[0, 1, 0]"
22,Tit For Tat,"First by Tideman and Chieruzzi: (D, D)",601,-5,2.9752475247524752,"[0, 1, 0]"
22,"First by Tideman and Chieruzzi: (D, D)",Tit For Tat,606,5,3.0,"[0, 1, 0]"
23,Tit For Tat,"First by Tideman and Chieruzzi: (D, D)",607,-5,2.9754901960784315,"[0, 1, 0]"
23,"First by Tideman and Chieruzzi: (D, D)",Tit For Tat,612,5,3.0,"[0, 1, 0]"
24,Tit For Tat,"First by Tideman and Chieruzzi: (D, D)",649,-5,2.977064220183486,"[0, 1, 0]"
24,"First by Tideman and Chieruzzi: (D, D)",Tit For Tat,654,5,3.0,"[0, 1, 0]"
25,Tit For Tat,"First by Tideman and Chieruzzi: (D, D)",754,-5,2.9802371541501977,"[0, 1, 0]"
25,"First by Tideman and Chieruzzi: (D, D)",Tit For Tat,759,5,3.0,"[0, 1, 0]"
26,Tit For Tat,"First by Tideman and Chieruzzi: (D, D)",748,-5,2.9800796812749004,"[0, 1, 0]"
26,"First by Tideman and Chieruzzi: (D, D)",Tit For Tat,753,5,3.0,"[0, 1, 0]"
27,Tit For Tat,"First by Tideman and Chieruzzi: (D, D)",769,-5,2.98062015503876,"[0, 1, 0]"
27,"First by Tideman and Chieruzzi: (D, D)",Tit For Tat,774,5,3.0,"[0, 1, 0]"
28,Tit For Tat,"First by Tideman and Chieruzzi: (D, D)",622,-5,2.976076555023924,"[0, 1, 0]"
