P1_vs_P2,Winners[P1_P2_EQ],Utility_P1,Utility_per_turn_P1,Utility_P2,Utility_per_turn_P2,AVG_utility_p1,AVG_utility_per_turn_p1,AVG_utility_p2,AVG_utility_per_turn_p1
"First by Grofman,Grudger","[0, 0, 10]","[600, 600, 600, 600, 600, 600, 600, 600, 600, 600]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[600, 600, 600, 600, 600, 600, 600, 600, 600, 600]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",600,3.0,600,3.0
"First by Grofman,First by Davis: 10","[0, 0, 10]","[600, 600, 600, 600, 600, 600, 600, 600, 600, 600]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[600, 600, 600, 600, 600, 600, 600, 600, 600, 600]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",600,3.0,600,3.0
"First by Grofman,First by Graaskamp: 0.05","[10, 0, 0]","[658, 658, 658, 658, 658, 658, 658, 658, 658, 658]","[3.29, 3.29, 3.29, 3.29, 3.29, 3.29, 3.29, 3.29, 3.29, 3.29]","[458, 458, 458, 458, 458, 458, 458, 458, 458, 458]","[2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29]",658,3.29,458,2.29
"First by Grofman,First by Downing","[0, 10, 0]","[93, 93, 93, 93, 93, 93, 93, 93, 93, 93]","[0.465, 0.465, 0.465, 0.465, 0.465, 0.465, 0.465, 0.465, 0.465, 0.465]","[663, 663, 663, 663, 663, 663, 663, 663, 663, 663]","[3.315, 3.315, 3.315, 3.315, 3.315, 3.315, 3.315, 3.315, 3.315, 3.315]",93,0.465,663,3.315
"First by Grofman,First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[379, 379, 379, 379, 379, 379, 379, 379, 379, 379]","[1.895, 1.895, 1.895, 1.895, 1.895, 1.895, 1.895, 1.895, 1.895, 1.895]","[539, 539, 539, 539, 539, 539, 539, 539, 539, 539]","[2.695, 2.695, 2.695, 2.695, 2.695, 2.695, 2.695, 2.695, 2.695, 2.695]",379,1.895,539,2.695
"First by Grofman,First by Joss: 0.9","[0, 10, 0]","[488, 488, 488, 488, 488, 488, 488, 488, 488, 488]","[2.44, 2.44, 2.44, 2.44, 2.44, 2.44, 2.44, 2.44, 2.44, 2.44]","[548, 548, 548, 548, 548, 548, 548, 548, 548, 548]","[2.74, 2.74, 2.74, 2.74, 2.74, 2.74, 2.74, 2.74, 2.74, 2.74]",488,2.44,548,2.74
"First by Grofman,First by Tullock","[0, 10, 0]","[465, 465, 465, 465, 465, 465, 465, 465, 465, 465]","[2.325, 2.325, 2.325, 2.325, 2.325, 2.325, 2.325, 2.325, 2.325, 2.325]","[515, 515, 515, 515, 515, 515, 515, 515, 515, 515]","[2.575, 2.575, 2.575, 2.575, 2.575, 2.575, 2.575, 2.575, 2.575, 2.575]",465,2.325,515,2.575
"First by Grofman,First by Anonymous","[0, 10, 0]","[383, 383, 383, 383, 383, 383, 383, 383, 383, 383]","[1.915, 1.915, 1.915, 1.915, 1.915, 1.915, 1.915, 1.915, 1.915, 1.915]","[573, 573, 573, 573, 573, 573, 573, 573, 573, 573]","[2.865, 2.865, 2.865, 2.865, 2.865, 2.865, 2.865, 2.865, 2.865, 2.865]",383,1.915,573,2.865
"First by Grofman,Random: 0.5","[0, 10, 0]","[385, 385, 385, 385, 385, 385, 385, 385, 385, 385]","[1.925, 1.925, 1.925, 1.925, 1.925, 1.925, 1.925, 1.925, 1.925, 1.925]","[575, 575, 575, 575, 575, 575, 575, 575, 575, 575]","[2.875, 2.875, 2.875, 2.875, 2.875, 2.875, 2.875, 2.875, 2.875, 2.875]",385,1.925,575,2.875
"First by Shubik,First by Shubik","[0, 0, 10]","[600, 600, 600, 600, 600, 600, 600, 600, 600, 600]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[600, 600, 600, 600, 600, 600, 600, 600, 600, 600]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",600,3.0,600,3.0
"First by Shubik,First by Stein and Rapoport: 0.05: (D, D)","[0, 10, 0]","[595, 595, 595, 595, 595, 595, 595, 595, 595, 595]","[2.975, 2.975, 2.975, 2.975, 2.975, 2.975, 2.975, 2.975, 2.975, 2.975]","[600, 600, 600, 600, 600, 600, 600, 600, 600, 600]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",595,2.975,600,3.0
"First by Shubik,Grudger","[0, 0, 10]","[600, 600, 600, 600, 600, 600, 600, 600, 600, 600]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[600, 600, 600, 600, 600, 600, 600, 600, 600, 600]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",600,3.0,600,3.0
"First by Shubik,First by Davis: 10","[0, 0, 10]","[600, 600, 600, 600, 600, 600, 600, 600, 600, 600]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[600, 600, 600, 600, 600, 600, 600, 600, 600, 600]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",600,3.0,600,3.0
"First by Shubik,First by Graaskamp: 0.05","[10, 0, 0]","[640, 640, 640, 640, 640, 640, 640, 640, 640, 640]","[3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2]","[360, 360, 360, 360, 360, 360, 360, 360, 360, 360]","[1.8, 1.8, 1.8, 1.8, 1.8, 1.8, 1.8, 1.8, 1.8, 1.8]",640,3.2,360,1.8
"First by Shubik,First by Downing","[0, 10, 0]","[257, 257, 257, 257, 257, 257, 257, 257, 257, 257]","[1.285, 1.285, 1.285, 1.285, 1.285, 1.285, 1.285, 1.285, 1.285, 1.285]","[272, 272, 272, 272, 272, 272, 272, 272, 272, 272]","[1.36, 1.36, 1.36, 1.36, 1.36, 1.36, 1.36, 1.36, 1.36, 1.36]",257,1.285,272,1.36
"First by Shubik,First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[283, 283, 283, 283, 283, 283, 283, 283, 283, 283]","[1.415, 1.415, 1.415, 1.415, 1.415, 1.415, 1.415, 1.415, 1.415, 1.415]","[318, 318, 318, 318, 318, 318, 318, 318, 318, 318]","[1.59, 1.59, 1.59, 1.59, 1.59, 1.59, 1.59, 1.59, 1.59, 1.59]",283,1.415,318,1.59
"First by Shubik,First by Joss: 0.9","[0, 10, 0]","[265, 265, 265, 265, 265, 265, 265, 265, 265, 265]","[1.325, 1.325, 1.325, 1.325, 1.325, 1.325, 1.325, 1.325, 1.325, 1.325]","[280, 280, 280, 280, 280, 280, 280, 280, 280, 280]","[1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.4]",265,1.325,280,1.4
"First by Shubik,First by Tullock","[0, 10, 0]","[262, 262, 262, 262, 262, 262, 262, 262, 262, 262]","[1.31, 1.31, 1.31, 1.31, 1.31, 1.31, 1.31, 1.31, 1.31, 1.31]","[302, 302, 302, 302, 302, 302, 302, 302, 302, 302]","[1.51, 1.51, 1.51, 1.51, 1.51, 1.51, 1.51, 1.51, 1.51, 1.51]",262,1.31,302,1.51
"First by Shubik,First by Anonymous","[10, 0, 0]","[532, 532, 532, 532, 532, 532, 532, 532, 532, 532]","[2.66, 2.66, 2.66, 2.66, 2.66, 2.66, 2.66, 2.66, 2.66, 2.66]","[232, 232, 232, 232, 232, 232, 232, 232, 232, 232]","[1.16, 1.16, 1.16, 1.16, 1.16, 1.16, 1.16, 1.16, 1.16, 1.16]",532,2.66,232,1.16
"First by Shubik,Random: 0.5","[10, 0, 0]","[538, 538, 538, 538, 538, 538, 538, 538, 538, 538]","[2.69, 2.69, 2.69, 2.69, 2.69, 2.69, 2.69, 2.69, 2.69, 2.69]","[218, 218, 218, 218, 218, 218, 218, 218, 218, 218]","[1.09, 1.09, 1.09, 1.09, 1.09, 1.09, 1.09, 1.09, 1.09, 1.09]",538,2.69,218,1.09
"First by Stein and Rapoport: 0.05: (D, D),First by Stein and Rapoport: 0.05: (D, D)","[0, 0, 10]","[596, 596, 596, 596, 596, 596, 596, 596, 596, 596]","[2.98, 2.98, 2.98, 2.98, 2.98, 2.98, 2.98, 2.98, 2.98, 2.98]","[596, 596, 596, 596, 596, 596, 596, 596, 596, 596]","[2.98, 2.98, 2.98, 2.98, 2.98, 2.98, 2.98, 2.98, 2.98, 2.98]",596,2.98,596,2.98
"First by Stein and Rapoport: 0.05: (D, D),Grudger","[10, 0, 0]","[600, 600, 600, 600, 600, 600, 600, 600, 600, 600]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[595, 595, 595, 595, 595, 595, 595, 595, 595, 595]","[2.975, 2.975, 2.975, 2.975, 2.975, 2.975, 2.975, 2.975, 2.975, 2.975]",600,3.0,595,2.975
"First by Stein and Rapoport: 0.05: (D, D),First by Davis: 10","[10, 0, 0]","[600, 600, 600, 600, 600, 600, 600, 600, 600, 600]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[595, 595, 595, 595, 595, 595, 595, 595, 595, 595]","[2.975, 2.975, 2.975, 2.975, 2.975, 2.975, 2.975, 2.975, 2.975, 2.975]",600,3.0,595,2.975
"First by Stein and Rapoport: 0.05: (D, D),First by Graaskamp: 0.05","[10, 0, 0]","[526, 526, 526, 526, 526, 526, 526, 526, 526, 526]","[2.63, 2.63, 2.63, 2.63, 2.63, 2.63, 2.63, 2.63, 2.63, 2.63]","[521, 521, 521, 521, 521, 521, 521, 521, 521, 521]","[2.605, 2.605, 2.605, 2.605, 2.605, 2.605, 2.605, 2.605, 2.605, 2.605]",526,2.63,521,2.605
"First by Stein and Rapoport: 0.05: (D, D),First by Downing","[10, 0, 0]","[505, 505, 505, 505, 505, 505, 505, 505, 505, 505]","[2.525, 2.525, 2.525, 2.525, 2.525, 2.525, 2.525, 2.525, 2.525, 2.525]","[220, 220, 220, 220, 220, 220, 220, 220, 220, 220]","[1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1]",505,2.525,220,1.1
"First by Stein and Rapoport: 0.05: (D, D),First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[279, 279, 279, 279, 279, 279, 279, 279, 279, 279]","[1.395, 1.395, 1.395, 1.395, 1.395, 1.395, 1.395, 1.395, 1.395, 1.395]","[284, 284, 284, 284, 284, 284, 284, 284, 284, 284]","[1.42, 1.42, 1.42, 1.42, 1.42, 1.42, 1.42, 1.42, 1.42, 1.42]",279,1.395,284,1.42
"First by Stein and Rapoport: 0.05: (D, D),First by Joss: 0.9","[0, 10, 0]","[242, 242, 242, 242, 242, 242, 242, 242, 242, 242]","[1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.21]","[247, 247, 247, 247, 247, 247, 247, 247, 247, 247]","[1.235, 1.235, 1.235, 1.235, 1.235, 1.235, 1.235, 1.235, 1.235, 1.235]",242,1.21,247,1.235
"First by Stein and Rapoport: 0.05: (D, D),First by Tullock","[0, 0, 10]","[266, 266, 266, 266, 266, 266, 266, 266, 266, 266]","[1.33, 1.33, 1.33, 1.33, 1.33, 1.33, 1.33, 1.33, 1.33, 1.33]","[266, 266, 266, 266, 266, 266, 266, 266, 266, 266]","[1.33, 1.33, 1.33, 1.33, 1.33, 1.33, 1.33, 1.33, 1.33, 1.33]",266,1.33,266,1.33
"First by Stein and Rapoport: 0.05: (D, D),First by Anonymous","[10, 0, 0]","[591, 591, 591, 591, 591, 591, 591, 591, 591, 591]","[2.955, 2.955, 2.955, 2.955, 2.955, 2.955, 2.955, 2.955, 2.955, 2.955]","[131, 131, 131, 131, 131, 131, 131, 131, 131, 131]","[0.655, 0.655, 0.655, 0.655, 0.655, 0.655, 0.655, 0.655, 0.655, 0.655]",591,2.955,131,0.655
"First by Stein and Rapoport: 0.05: (D, D),Random: 0.5","[10, 0, 0]","[602, 602, 602, 602, 602, 602, 602, 602, 602, 602]","[3.01, 3.01, 3.01, 3.01, 3.01, 3.01, 3.01, 3.01, 3.01, 3.01]","[132, 132, 132, 132, 132, 132, 132, 132, 132, 132]","[0.66, 0.66, 0.66, 0.66, 0.66, 0.66, 0.66, 0.66, 0.66, 0.66]",602,3.01,132,0.66
"Grudger,Grudger","[0, 0, 10]","[600, 600, 600, 600, 600, 600, 600, 600, 600, 600]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[600, 600, 600, 600, 600, 600, 600, 600, 600, 600]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",600,3.0,600,3.0
"Grudger,First by Davis: 10","[0, 0, 10]","[600, 600, 600, 600, 600, 600, 600, 600, 600, 600]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[600, 600, 600, 600, 600, 600, 600, 600, 600, 600]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",600,3.0,600,3.0
"Grudger,First by Graaskamp: 0.05","[10, 0, 0]","[411, 411, 411, 411, 411, 411, 411, 411, 411, 411]","[2.055, 2.055, 2.055, 2.055, 2.055, 2.055, 2.055, 2.055, 2.055, 2.055]","[276, 276, 276, 276, 276, 276, 276, 276, 276, 276]","[1.38, 1.38, 1.38, 1.38, 1.38, 1.38, 1.38, 1.38, 1.38, 1.38]",411,2.055,276,1.38
"Grudger,First by Downing","[10, 0, 0]","[211, 211, 211, 211, 211, 211, 211, 211, 211, 211]","[1.055, 1.055, 1.055, 1.055, 1.055, 1.055, 1.055, 1.055, 1.055, 1.055]","[201, 201, 201, 201, 201, 201, 201, 201, 201, 201]","[1.005, 1.005, 1.005, 1.005, 1.005, 1.005, 1.005, 1.005, 1.005, 1.005]",211,1.055,201,1.005
"Grudger,First by Tullock","[10, 0, 0]","[251, 251, 251, 251, 251, 251, 251, 251, 251, 251]","[1.255, 1.255, 1.255, 1.255, 1.255, 1.255, 1.255, 1.255, 1.255, 1.255]","[241, 241, 241, 241, 241, 241, 241, 241, 241, 241]","[1.205, 1.205, 1.205, 1.205, 1.205, 1.205, 1.205, 1.205, 1.205, 1.205]",251,1.255,241,1.205
"Grudger,Random: 0.5","[10, 0, 0]","[613, 613, 613, 613, 613, 613, 613, 613, 613, 613]","[3.065, 3.065, 3.065, 3.065, 3.065, 3.065, 3.065, 3.065, 3.065, 3.065]","[108, 108, 108, 108, 108, 108, 108, 108, 108, 108]","[0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54]",613,3.065,108,0.54
"First by Davis: 10,First by Davis: 10","[0, 0, 10]","[600, 600, 600, 600, 600, 600, 600, 600, 600, 600]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[600, 600, 600, 600, 600, 600, 600, 600, 600, 600]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",600,3.0,600,3.0
"First by Davis: 10,First by Downing","[0, 10, 0]","[209, 209, 209, 209, 209, 209, 209, 209, 209, 209]","[1.045, 1.045, 1.045, 1.045, 1.045, 1.045, 1.045, 1.045, 1.045, 1.045]","[234, 234, 234, 234, 234, 234, 234, 234, 234, 234]","[1.17, 1.17, 1.17, 1.17, 1.17, 1.17, 1.17, 1.17, 1.17, 1.17]",209,1.045,234,1.17
"First by Davis: 10,First by Feld: 1.0, 0.5, 200","[0, 0, 10]","[231, 231, 231, 231, 231, 231, 231, 231, 231, 231]","[1.155, 1.155, 1.155, 1.155, 1.155, 1.155, 1.155, 1.155, 1.155, 1.155]","[231, 231, 231, 231, 231, 231, 231, 231, 231, 231]","[1.155, 1.155, 1.155, 1.155, 1.155, 1.155, 1.155, 1.155, 1.155, 1.155]",231,1.155,231,1.155
"First by Davis: 10,First by Joss: 0.9","[0, 0, 10]","[221, 221, 221, 221, 221, 221, 221, 221, 221, 221]","[1.105, 1.105, 1.105, 1.105, 1.105, 1.105, 1.105, 1.105, 1.105, 1.105]","[221, 221, 221, 221, 221, 221, 221, 221, 221, 221]","[1.105, 1.105, 1.105, 1.105, 1.105, 1.105, 1.105, 1.105, 1.105, 1.105]",221,1.105,221,1.105
"First by Davis: 10,First by Tullock","[10, 0, 0]","[261, 261, 261, 261, 261, 261, 261, 261, 261, 261]","[1.305, 1.305, 1.305, 1.305, 1.305, 1.305, 1.305, 1.305, 1.305, 1.305]","[231, 231, 231, 231, 231, 231, 231, 231, 231, 231]","[1.155, 1.155, 1.155, 1.155, 1.155, 1.155, 1.155, 1.155, 1.155, 1.155]",261,1.305,231,1.155
"First by Davis: 10,First by Anonymous","[10, 0, 0]","[578, 578, 578, 578, 578, 578, 578, 578, 578, 578]","[2.89, 2.89, 2.89, 2.89, 2.89, 2.89, 2.89, 2.89, 2.89, 2.89]","[138, 138, 138, 138, 138, 138, 138, 138, 138, 138]","[0.69, 0.69, 0.69, 0.69, 0.69, 0.69, 0.69, 0.69, 0.69, 0.69]",578,2.89,138,0.69
"First by Davis: 10,Random: 0.5","[10, 0, 0]","[596, 596, 596, 596, 596, 596, 596, 596, 596, 596]","[2.98, 2.98, 2.98, 2.98, 2.98, 2.98, 2.98, 2.98, 2.98, 2.98]","[136, 136, 136, 136, 136, 136, 136, 136, 136, 136]","[0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68]",596,2.98,136,0.68
"First by Graaskamp: 0.05,First by Downing","[10, 0, 0]","[631, 631, 631, 631, 631, 631, 631, 631, 631, 631]","[3.155, 3.155, 3.155, 3.155, 3.155, 3.155, 3.155, 3.155, 3.155, 3.155]","[546, 546, 546, 546, 546, 546, 546, 546, 546, 546]","[2.73, 2.73, 2.73, 2.73, 2.73, 2.73, 2.73, 2.73, 2.73, 2.73]",631,3.155,546,2.73
"First by Graaskamp: 0.05,First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[267, 267, 267, 267, 267, 267, 267, 267, 267, 267]","[1.335, 1.335, 1.335, 1.335, 1.335, 1.335, 1.335, 1.335, 1.335, 1.335]","[272, 272, 272, 272, 272, 272, 272, 272, 272, 272]","[1.36, 1.36, 1.36, 1.36, 1.36, 1.36, 1.36, 1.36, 1.36, 1.36]",267,1.335,272,1.36
"First by Graaskamp: 0.05,First by Tullock","[0, 10, 0]","[275, 275, 275, 275, 275, 275, 275, 275, 275, 275]","[1.375, 1.375, 1.375, 1.375, 1.375, 1.375, 1.375, 1.375, 1.375, 1.375]","[330, 330, 330, 330, 330, 330, 330, 330, 330, 330]","[1.65, 1.65, 1.65, 1.65, 1.65, 1.65, 1.65, 1.65, 1.65, 1.65]",275,1.375,330,1.65
"First by Graaskamp: 0.05,First by Anonymous","[10, 0, 0]","[516, 516, 516, 516, 516, 516, 516, 516, 516, 516]","[2.58, 2.58, 2.58, 2.58, 2.58, 2.58, 2.58, 2.58, 2.58, 2.58]","[196, 196, 196, 196, 196, 196, 196, 196, 196, 196]","[0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98]",516,2.58,196,0.98
"First by Downing,First by Downing","[0, 0, 10]","[200, 200, 200, 200, 200, 200, 200, 200, 200, 200]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[200, 200, 200, 200, 200, 200, 200, 200, 200, 200]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",200,1.0,200,1.0
"First by Downing,First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[450, 450, 450, 450, 450, 450, 450, 450, 450, 450]","[2.25, 2.25, 2.25, 2.25, 2.25, 2.25, 2.25, 2.25, 2.25, 2.25]","[695, 695, 695, 695, 695, 695, 695, 695, 695, 695]","[3.475, 3.475, 3.475, 3.475, 3.475, 3.475, 3.475, 3.475, 3.475, 3.475]",450,2.25,695,3.475
"First by Downing,First by Tullock","[10, 0, 0]","[238, 238, 238, 238, 238, 238, 238, 238, 238, 238]","[1.19, 1.19, 1.19, 1.19, 1.19, 1.19, 1.19, 1.19, 1.19, 1.19]","[208, 208, 208, 208, 208, 208, 208, 208, 208, 208]","[1.04, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04]",238,1.19,208,1.04
"First by Downing,Random: 0.5","[10, 0, 0]","[577, 577, 577, 577, 577, 577, 577, 577, 577, 577]","[2.885, 2.885, 2.885, 2.885, 2.885, 2.885, 2.885, 2.885, 2.885, 2.885]","[112, 112, 112, 112, 112, 112, 112, 112, 112, 112]","[0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56]",577,2.885,112,0.56
"First by Feld: 1.0, 0.5, 200,First by Joss: 0.9","[0, 10, 0]","[241, 241, 241, 241, 241, 241, 241, 241, 241, 241]","[1.205, 1.205, 1.205, 1.205, 1.205, 1.205, 1.205, 1.205, 1.205, 1.205]","[246, 246, 246, 246, 246, 246, 246, 246, 246, 246]","[1.23, 1.23, 1.23, 1.23, 1.23, 1.23, 1.23, 1.23, 1.23, 1.23]",241,1.205,246,1.23
"First by Feld: 1.0, 0.5, 200,First by Anonymous","[10, 0, 0]","[512, 512, 512, 512, 512, 512, 512, 512, 512, 512]","[2.56, 2.56, 2.56, 2.56, 2.56, 2.56, 2.56, 2.56, 2.56, 2.56]","[357, 357, 357, 357, 357, 357, 357, 357, 357, 357]","[1.785, 1.785, 1.785, 1.785, 1.785, 1.785, 1.785, 1.785, 1.785, 1.785]",512,2.56,357,1.785
"First by Joss: 0.9,First by Joss: 0.9","[5, 5, 0]","[219, 219, 219, 219, 219, 219, 219, 219, 219, 219]","[1.095, 1.095, 1.095, 1.095, 1.095, 1.095, 1.095, 1.095, 1.095, 1.095]","[214, 214, 214, 214, 214, 214, 214, 214, 214, 214]","[1.07, 1.07, 1.07, 1.07, 1.07, 1.07, 1.07, 1.07, 1.07, 1.07]",219,1.095,214,1.07
"First by Joss: 0.9,First by Anonymous","[10, 0, 0]","[452, 452, 452, 452, 452, 452, 452, 452, 452, 452]","[2.26, 2.26, 2.26, 2.26, 2.26, 2.26, 2.26, 2.26, 2.26, 2.26]","[402, 402, 402, 402, 402, 402, 402, 402, 402, 402]","[2.01, 2.01, 2.01, 2.01, 2.01, 2.01, 2.01, 2.01, 2.01, 2.01]",452,2.26,402,2.01
"First by Tullock,First by Anonymous","[10, 0, 0]","[448, 448, 448, 448, 448, 448, 448, 448, 448, 448]","[2.24, 2.24, 2.24, 2.24, 2.24, 2.24, 2.24, 2.24, 2.24, 2.24]","[388, 388, 388, 388, 388, 388, 388, 388, 388, 388]","[1.94, 1.94, 1.94, 1.94, 1.94, 1.94, 1.94, 1.94, 1.94, 1.94]",448,2.24,388,1.94
"First by Anonymous,First by Anonymous","[5, 5, 0]","[439, 439, 439, 439, 439, 439, 439, 439, 439, 439]","[2.195, 2.195, 2.195, 2.195, 2.195, 2.195, 2.195, 2.195, 2.195, 2.195]","[449, 449, 449, 449, 449, 449, 449, 449, 449, 449]","[2.245, 2.245, 2.245, 2.245, 2.245, 2.245, 2.245, 2.245, 2.245, 2.245]",439,2.195,449,2.245
"Random: 0.5,Random: 0.5","[5, 5, 0]","[380, 380, 380, 380, 380, 380, 380, 380, 380, 380]","[1.9, 1.9, 1.9, 1.9, 1.9, 1.9, 1.9, 1.9, 1.9, 1.9]","[495, 495, 495, 495, 495, 495, 495, 495, 495, 495]","[2.475, 2.475, 2.475, 2.475, 2.475, 2.475, 2.475, 2.475, 2.475, 2.475]",380,1.9,495,2.475
