P1_vs_P2,Winners[P1_P2_EQ],Utility_P1,Utility_per_turn_P1,Utility_P2,Utility_per_turn_P2,AVG_utility_p1,AVG_utility_per_turn_p1,AVG_utility_p2,AVG_utility_per_turn_p1
"First by Nydegger,First by Grofman","[0, 0, 10]","[615, 438, 702, 726, 501, 516, 510, 759, 612, 426]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[615, 438, 702, 726, 501, 516, 510, 759, 612, 426]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",580.5,3.0,580.5,3.0
"First by Joss: 0.9,First by Anonymous","[10, 0, 0]","[423, 475, 373, 350, 344, 531, 364, 531, 551, 537]","[2.35, 2.3399, 2.3168, 2.3026, 2.3087, 2.3496, 2.3185, 2.3496, 2.3648, 2.3553]","[368, 425, 323, 305, 299, 476, 314, 476, 486, 477]","[2.0444, 2.0936, 2.0062, 2.0066, 2.0067, 2.1062, 2.0, 2.1062, 2.0858, 2.0921]",447.9,2.33558,394.9,2.05478
"First by Nydegger,First by Shubik","[0, 0, 10]","[687, 579, 528, 513, 603, 720, 774, 432, 558, 678]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[687, 579, 528, 513, 603, 720, 774, 432, 558, 678]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",607.2,3.0,607.2,3.0
"First by Tullock,First by Tullock","[5, 5, 0]","[276, 329, 264, 304, 260, 252, 301, 339, 298, 241]","[1.4919, 1.3824, 1.526, 1.4272, 1.5385, 1.5652, 1.4333, 1.3669, 1.4396, 1.6067]","[291, 344, 279, 319, 275, 267, 316, 354, 313, 256]","[1.573, 1.4454, 1.6127, 1.4977, 1.6272, 1.6584, 1.5048, 1.4274, 1.5121, 1.7067]",286.4,1.47777,301.4,1.55654
"First by Nydegger,First by Stein and Rapoport: 0.05: (D, D)","[0, 10, 0]","[459, 708, 525, 714, 705, 603, 552, 528, 513, 579]","[2.9613, 2.9748, 2.9661, 2.975, 2.9747, 2.9704, 2.9677, 2.9663, 2.9653, 2.9692]","[469, 718, 535, 724, 715, 613, 562, 538, 523, 589]","[3.0258, 3.0168, 3.0226, 3.0167, 3.0169, 3.0197, 3.0215, 3.0225, 3.0231, 3.0205]",588.6,2.96908,598.6,3.02061
"First by Tullock,Random: 0.5","[10, 0, 0]","[585, 473, 422, 500, 553, 606, 484, 615, 591, 588]","[2.4174, 2.3532, 2.306, 2.3697, 2.3939, 2.4048, 2.3495, 2.3745, 2.3927, 2.4198]","[435, 368, 332, 385, 418, 466, 374, 485, 456, 438]","[1.7975, 1.8308, 1.8142, 1.8246, 1.8095, 1.8492, 1.8155, 1.8726, 1.8462, 1.8025]",541.7,2.3781499999999998,415.7,1.82626
"First by Nydegger,Grudger","[0, 0, 10]","[741, 774, 648, 657, 621, 489, 771, 468, 693, 621]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[741, 774, 648, 657, 621, 489, 771, 468, 693, 621]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",648.3,3.0,648.3,3.0
"First by Anonymous,Random: 0.5","[0, 10, 0]","[536, 437, 401, 319, 390, 315, 503, 446, 363, 430]","[2.127, 2.1634, 2.133, 2.2153, 2.1429, 2.2183, 2.1588, 2.1137, 2.2407, 2.1717]","[616, 507, 481, 364, 465, 360, 578, 531, 408, 500]","[2.4444, 2.5099, 2.5585, 2.5278, 2.5549, 2.5352, 2.4807, 2.5166, 2.5185, 2.5253]",414.0,2.16848,481.0,2.51718
"First by Nydegger,First by Davis: 10","[0, 0, 10]","[774, 741, 603, 744, 699, 765, 495, 708, 432, 474]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[774, 741, 603, 744, 699, 765, 495, 708, 432, 474]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",643.5,3.0,643.5,3.0
"First by Nydegger,First by Graaskamp: 0.05","[0, 10, 0]","[585, 639, 552, 486, 429, 510, 621, 399, 648, 405]","[2.7725, 2.7662, 2.7879, 2.7931, 2.8039, 2.7869, 2.7723, 2.8298, 2.7692, 2.8322]","[665, 729, 622, 546, 479, 575, 706, 439, 738, 445]","[3.1517, 3.1558, 3.1414, 3.1379, 3.1307, 3.1421, 3.1518, 3.1135, 3.1538, 3.1119]",527.4,2.7914,594.4,3.13906
"First by Nydegger,First by Downing","[0, 10, 0]","[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]","[0.0838, 0.0761, 0.0658, 0.0838, 0.061, 0.0704, 0.0743, 0.0638, 0.06, 0.0664]","[875, 965, 1120, 875, 1210, 1045, 990, 1155, 1230, 1110]","[4.8883, 4.8985, 4.9123, 4.8883, 4.9187, 4.9061, 4.901, 4.9149, 4.92, 4.9115]",15.0,0.07054,1057.5,4.90596
"First by Nydegger,First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[546, 525, 516, 513, 492, 483, 387, 474, 381, 513]","[2.2016, 2.2059, 2.2051, 2.2017, 2.1867, 2.1855, 2.3455, 2.1944, 2.3665, 2.2017]","[876, 840, 826, 823, 797, 783, 567, 764, 551, 823]","[3.5323, 3.5294, 3.5299, 3.5322, 3.5422, 3.543, 3.4364, 3.537, 3.4224, 3.5322]",483.0,2.22946,765.0,3.5137
"First by Nydegger,First by Joss: 0.9","[0, 10, 0]","[531, 693, 555, 390, 588, 516, 399, 717, 441, 516]","[2.7371, 2.75, 2.734, 2.766, 2.7477, 2.7447, 2.7517, 2.7577, 2.7563, 2.7447]","[616, 798, 645, 445, 678, 596, 459, 822, 506, 596]","[3.1753, 3.1667, 3.1773, 3.156, 3.1682, 3.1702, 3.1655, 3.1615, 3.1625, 3.1702]",534.6,2.74899,616.1,3.1673400000000003
"First by Nydegger,First by Tullock","[0, 10, 0]","[657, 648, 591, 408, 612, 489, 471, 462, 486, 471]","[2.749, 2.7692, 2.7488, 2.7568, 2.7568, 2.7472, 2.7384, 2.75, 2.7458, 2.7384]","[757, 738, 681, 468, 702, 564, 546, 532, 561, 546]","[3.1674, 3.1538, 3.1674, 3.1622, 3.1622, 3.1685, 3.1744, 3.1667, 3.1695, 3.1744]",529.5,2.7500400000000003,609.5,3.16665
"First by Nydegger,First by Anonymous","[0, 10, 0]","[379, 319, 334, 301, 355, 205, 385, 298, 298, 319]","[1.5221, 1.4907, 1.5045, 1.4755, 1.5302, 1.4336, 1.5157, 1.4975, 1.49, 1.4907]","[984, 849, 879, 811, 915, 570, 1005, 788, 793, 849]","[3.9518, 3.9673, 3.9595, 3.9755, 3.944, 3.986, 3.9567, 3.9598, 3.965, 3.9673]",319.3,1.49505,844.3,3.9632899999999998
"First by Nydegger,Random: 0.5","[0, 10, 0]","[368, 347, 278, 254, 251, 320, 251, 317, 302, 254]","[1.4839, 1.5422, 1.5531, 1.5679, 1.5786, 1.5166, 1.5786, 1.5167, 1.51, 1.5875]","[983, 882, 698, 629, 616, 830, 616, 822, 787, 619]","[3.9637, 3.92, 3.8994, 3.8827, 3.8742, 3.9336, 3.8742, 3.933, 3.935, 3.8687]",294.2,1.54351,748.2,3.90845
"First by Grofman,First by Grofman","[0, 0, 10]","[750, 750, 429, 486, 543, 441, 561, 468, 585, 465]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[750, 750, 429, 486, 543, 441, 561, 468, 585, 465]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",547.8,3.0,547.8,3.0
"First by Grofman,First by Shubik","[0, 0, 10]","[756, 714, 471, 690, 435, 747, 492, 630, 744, 576]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[756, 714, 471, 690, 435, 747, 492, 630, 744, 576]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",625.5,3.0,625.5,3.0
"First by Grofman,First by Stein and Rapoport: 0.05: (D, D)","[0, 10, 0]","[450, 594, 528, 522, 753, 714, 504, 681, 597, 570]","[2.9605, 2.97, 2.9663, 2.9659, 2.9763, 2.975, 2.9647, 2.9738, 2.9701, 2.9688]","[460, 604, 538, 532, 763, 724, 514, 691, 607, 580]","[3.0263, 3.02, 3.0225, 3.0227, 3.0158, 3.0167, 3.0235, 3.0175, 3.0199, 3.0208]",591.3,2.96914,601.3,3.02057
"First by Grofman,Grudger","[0, 0, 10]","[717, 543, 468, 468, 432, 744, 579, 444, 675, 549]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[717, 543, 468, 468, 432, 744, 579, 444, 675, 549]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",561.9,3.0,561.9,3.0
"First by Grofman,First by Davis: 10","[0, 0, 10]","[531, 480, 471, 501, 633, 657, 474, 525, 777, 645]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[531, 480, 471, 501, 633, 657, 474, 525, 777, 645]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",569.4,3.0,569.4,3.0
"First by Grofman,First by Graaskamp: 0.05","[10, 0, 0]","[786, 493, 580, 670, 628, 639, 532, 538, 590, 756]","[3.1067, 2.9879, 2.9744, 3.0317, 3.0338, 3.0284, 2.9721, 2.9724, 2.9949, 3.0732]","[646, 458, 545, 595, 558, 569, 502, 508, 545, 641]","[2.5534, 2.7758, 2.7949, 2.6923, 2.6957, 2.6967, 2.8045, 2.8066, 2.7665, 2.6057]",621.2,3.01755,556.7,2.71921
"First by Grofman,First by Downing","[0, 10, 0]","[105, 99, 71, 90, 104, 89, 100, 80, 107, 84]","[0.4217, 0.4304, 0.4522, 0.439, 0.4211, 0.4384, 0.4292, 0.4396, 0.4213, 0.4421]","[860, 789, 536, 700, 854, 694, 800, 625, 877, 649]","[3.4538, 3.4304, 3.414, 3.4146, 3.4575, 3.4187, 3.4335, 3.4341, 3.4528, 3.4158]",92.9,0.4335,738.4,3.4325200000000002
"First by Grofman,First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[425, 425, 447, 425, 457, 327, 355, 356, 343, 341]","[1.8398, 1.8398, 1.8024, 1.8319, 1.7782, 2.1946, 2.0882, 2.0578, 2.1043, 2.1313]","[645, 645, 692, 650, 727, 422, 475, 486, 458, 451]","[2.7922, 2.7922, 2.7903, 2.8017, 2.8288, 2.8322, 2.7941, 2.8092, 2.8098, 2.8188]",390.1,1.96683,565.1,2.80693
"First by Grofman,First by Joss: 0.9","[0, 10, 0]","[525, 573, 472, 516, 370, 525, 381, 537, 489, 519]","[2.2436, 2.292, 2.237, 2.2338, 2.2156, 2.2436, 2.2151, 2.2563, 2.2227, 2.2371]","[625, 673, 567, 616, 460, 625, 471, 637, 589, 619]","[2.6709, 2.692, 2.6872, 2.6667, 2.7545, 2.6709, 2.7384, 2.6765, 2.6773, 2.6681]",490.7,2.23968,588.2,2.69025
"First by Grofman,First by Tullock","[0, 10, 0]","[588, 535, 309, 433, 501, 470, 432, 405, 346, 441]","[2.2703, 2.2961, 2.1915, 2.2552, 2.267, 2.2488, 2.2737, 2.25, 2.2038, 2.2161]","[723, 650, 389, 528, 616, 580, 522, 505, 436, 551]","[2.7915, 2.7897, 2.7589, 2.75, 2.7873, 2.7751, 2.7474, 2.8056, 2.7771, 2.7688]",446.0,2.24725,550.0,2.77514
"First by Grofman,First by Anonymous","[0, 10, 0]","[301, 478, 278, 343, 353, 331, 485, 322, 360, 466]","[1.9295, 2.0169, 1.9857, 1.9379, 1.9396, 1.9244, 1.9959, 1.9053, 1.9251, 2.0173]","[421, 638, 373, 483, 498, 471, 655, 467, 515, 616]","[2.6987, 2.692, 2.6643, 2.7288, 2.7363, 2.7384, 2.6955, 2.7633, 2.754, 2.6667]",371.7,1.95776,513.7,2.7138
"First by Shubik,First by Shubik","[0, 0, 10]","[444, 765, 492, 780, 672, 543, 639, 423, 471, 519]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[444, 765, 492, 780, 672, 543, 639, 423, 471, 519]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",574.8,3.0,574.8,3.0
"First by Shubik,First by Stein and Rapoport: 0.05: (D, D)","[0, 10, 0]","[637, 652, 661, 565, 502, 697, 457, 514, 502, 562]","[2.9766, 2.9772, 2.9775, 2.9737, 2.9704, 2.9786, 2.9675, 2.9711, 2.9704, 2.9735]","[642, 657, 666, 570, 507, 702, 462, 519, 507, 567]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",574.9,2.97365,579.9,3.0
"First by Shubik,First by Downing","[0, 10, 0]","[200, 218, 216, 299, 252, 250, 207, 250, 269, 193]","[1.3333, 1.3374, 1.3416, 1.2458, 1.299, 1.3021, 1.3185, 1.3021, 1.2689, 1.3497]","[210, 228, 226, 319, 262, 260, 217, 260, 284, 203]","[1.4, 1.3988, 1.4037, 1.3292, 1.3505, 1.3542, 1.3822, 1.3542, 1.3396, 1.4196]",235.4,1.30984,246.9,1.3732
"First by Shubik,First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[342, 351, 354, 291, 382, 332, 376, 287, 288, 272]","[1.6364, 1.6101, 1.6018, 1.7853, 1.5466, 1.6768, 1.5667, 1.805, 1.8, 1.9021]","[367, 376, 379, 311, 412, 352, 401, 307, 308, 287]","[1.756, 1.7248, 1.7149, 1.908, 1.668, 1.7778, 1.6708, 1.9308, 1.925, 2.007]",327.5,1.69308,350.0,1.80831
"First by Shubik,First by Joss: 0.9","[0, 10, 0]","[298, 204, 251, 195, 231, 274, 233, 268, 305, 315]","[1.2957, 1.3784, 1.328, 1.3732, 1.343, 1.311, 1.3391, 1.3202, 1.2869, 1.291]","[313, 219, 266, 210, 246, 289, 248, 283, 320, 330]","[1.3609, 1.4797, 1.4074, 1.4789, 1.4302, 1.3828, 1.4253, 1.3941, 1.3502, 1.3525]",257.4,1.3266499999999999,272.4,1.4062000000000001
"First by Shubik,First by Tullock","[0, 10, 0]","[271, 329, 292, 325, 264, 323, 306, 231, 274, 302]","[1.457, 1.332, 1.4038, 1.343, 1.4831, 1.3458, 1.3722, 1.6154, 1.4497, 1.3853]","[311, 384, 337, 375, 299, 373, 356, 256, 314, 347]","[1.672, 1.5547, 1.6202, 1.5496, 1.6798, 1.5542, 1.5964, 1.7902, 1.6614, 1.5917]",291.7,1.41873,335.2,1.62702
"First by Shubik,First by Anonymous","[10, 0, 0]","[655, 673, 703, 453, 569, 500, 407, 631, 620, 447]","[2.7406, 2.7469, 2.7787, 2.6337, 2.684, 2.6738, 2.6601, 2.7435, 2.7313, 2.645]","[265, 268, 273, 213, 249, 220, 182, 256, 255, 202]","[1.1088, 1.0939, 1.0791, 1.2384, 1.1745, 1.1765, 1.1895, 1.113, 1.1233, 1.1953]",565.8,2.70376,238.3,1.14923
"First by Shubik,Random: 0.5","[10, 0, 0]","[535, 667, 419, 564, 532, 613, 453, 399, 450, 673]","[2.5721, 2.668, 2.7032, 2.5991, 2.6078, 2.6085, 2.6964, 2.6959, 2.7108, 2.6706]","[235, 267, 184, 239, 227, 258, 198, 174, 190, 268]","[1.1298, 1.068, 1.1871, 1.1014, 1.1127, 1.0979, 1.1786, 1.1757, 1.1446, 1.0635]",530.5,2.65324,224.0,1.12593
"First by Stein and Rapoport: 0.05: (D, D),First by Stein and Rapoport: 0.05: (D, D)","[0, 0, 10]","[518, 437, 506, 770, 617, 731, 482, 680, 485, 626]","[2.977, 2.9728, 2.9765, 2.9845, 2.9807, 2.9837, 2.9753, 2.9825, 2.9755, 2.981]","[518, 437, 506, 770, 617, 731, 482, 680, 485, 626]","[2.977, 2.9728, 2.9765, 2.9845, 2.9807, 2.9837, 2.9753, 2.9825, 2.9755, 2.981]",585.2,2.9789499999999998,585.2,2.9789499999999998
"First by Stein and Rapoport: 0.05: (D, D),Grudger","[10, 0, 0]","[594, 762, 645, 747, 693, 522, 438, 486, 474, 663]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[589, 757, 640, 742, 688, 517, 433, 481, 469, 658]","[2.9747, 2.9803, 2.9767, 2.9799, 2.9784, 2.9713, 2.9658, 2.9691, 2.9684, 2.9774]",602.4,3.0,597.4,2.9742
"First by Stein and Rapoport: 0.05: (D, D),First by Graaskamp: 0.05","[4, 0, 6]","[636, 656, 471, 611, 666, 531, 516, 406, 586, 401]","[2.6066, 2.5929, 2.6313, 2.6, 2.6016, 2.6158, 2.6193, 2.6536, 2.6161, 2.6733]","[631, 656, 471, 611, 661, 531, 516, 406, 581, 396]","[2.5861, 2.5929, 2.6313, 2.6, 2.582, 2.6158, 2.6193, 2.6536, 2.5938, 2.64]",548.0,2.62105,546.0,2.6114800000000002
"Grudger,Grudger","[0, 0, 10]","[744, 528, 651, 753, 501, 585, 504, 492, 723, 642]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[744, 528, 651, 753, 501, 585, 504, 492, 723, 642]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",612.3,3.0,612.3,3.0
"Grudger,First by Graaskamp: 0.05","[10, 0, 0]","[407, 396, 436, 409, 464, 353, 424, 468, 368, 371]","[2.0765, 2.1405, 1.9378, 2.0657, 1.834, 2.4859, 1.9906, 1.821, 2.3439, 2.3188]","[272, 261, 301, 274, 329, 218, 289, 333, 233, 236]","[1.3878, 1.4108, 1.3378, 1.3838, 1.3004, 1.5352, 1.3568, 1.2957, 1.4841, 1.475]",409.6,2.10147,274.6,1.39674
"First by Davis: 10,First by Downing","[0, 10, 0]","[151, 157, 184, 149, 242, 192, 198, 260, 206, 225]","[1.0342, 1.0329, 1.0514, 1.0347, 1.0386, 1.0492, 1.0476, 1.0359, 1.0457, 1.0417]","[181, 187, 209, 179, 267, 217, 223, 285, 231, 250]","[1.2397, 1.2303, 1.1943, 1.2431, 1.1459, 1.1858, 1.1799, 1.1355, 1.1726, 1.1574]",196.4,1.04119,222.9,1.18845
"First by Davis: 10,First by Feld: 1.0, 0.5, 200","[0, 0, 10]","[282, 281, 275, 207, 216, 189, 259, 198, 191, 225]","[1.151, 1.1516, 1.1555, 1.2176, 1.2067, 1.2434, 1.1667, 1.2298, 1.2403, 1.1968]","[282, 281, 275, 207, 216, 189, 259, 198, 191, 225]","[1.151, 1.1516, 1.1555, 1.2176, 1.2067, 1.2434, 1.1667, 1.2298, 1.2403, 1.1968]",232.3,1.19594,232.3,1.19594
"First by Davis: 10,First by Joss: 0.9","[0, 0, 10]","[165, 170, 266, 250, 277, 181, 234, 191, 272, 269]","[1.162, 1.1565, 1.0947, 1.1013, 1.0906, 1.1456, 1.109, 1.1369, 1.0924, 1.0935]","[165, 170, 266, 250, 277, 181, 234, 191, 272, 269]","[1.162, 1.1565, 1.0947, 1.1013, 1.0906, 1.1456, 1.109, 1.1369, 1.0924, 1.0935]",227.5,1.11825,227.5,1.11825
"First by Davis: 10,First by Tullock","[10, 0, 0]","[203, 278, 280, 261, 206, 206, 279, 191, 288, 277]","[1.2848, 1.1931, 1.1915, 1.2083, 1.2795, 1.2795, 1.1923, 1.3082, 1.1852, 1.194]","[193, 268, 270, 251, 196, 196, 269, 181, 278, 267]","[1.2215, 1.1502, 1.1489, 1.162, 1.2174, 1.2174, 1.1496, 1.2397, 1.144, 1.1509]",246.9,1.23164,236.9,1.1801599999999999
"First by Davis: 10,First by Anonymous","[10, 0, 0]","[655, 648, 727, 505, 686, 505, 536, 619, 522, 478]","[2.9638, 2.9725, 2.9673, 2.8857, 2.9569, 2.8857, 2.8817, 2.9617, 2.9, 2.9146]","[145, 143, 157, 125, 151, 125, 131, 139, 127, 118]","[0.6561, 0.656, 0.6408, 0.7143, 0.6509, 0.7143, 0.7043, 0.6651, 0.7056, 0.7195]",588.1,2.9289899999999998,136.1,0.68269
"First by Davis: 10,Random: 0.5","[10, 0, 0]","[569, 464, 692, 464, 403, 483, 403, 680, 511, 622]","[2.9031, 2.9182, 2.8954, 2.9182, 2.838, 2.9096, 2.838, 2.8936, 2.9368, 2.9202]","[134, 114, 157, 114, 108, 118, 108, 155, 121, 142]","[0.6837, 0.717, 0.6569, 0.717, 0.7606, 0.7108, 0.7606, 0.6596, 0.6954, 0.6667]",529.1,2.89711,127.1,0.70283
"First by Graaskamp: 0.05,First by Graaskamp: 0.05","[0, 0, 10]","[278, 278, 352, 346, 303, 336, 275, 265, 313, 268]","[1.5618, 1.5618, 1.3968, 1.4065, 1.4926, 1.4237, 1.5714, 1.6061, 1.4695, 1.5952]","[278, 278, 352, 346, 303, 336, 275, 265, 313, 268]","[1.5618, 1.5618, 1.3968, 1.4065, 1.4926, 1.4237, 1.5714, 1.6061, 1.4695, 1.5952]",301.4,1.50854,301.4,1.50854
"First by Graaskamp: 0.05,First by Joss: 0.9","[0, 10, 0]","[204, 313, 233, 223, 243, 206, 302, 247, 219, 205]","[1.4366, 1.247, 1.3626, 1.3851, 1.3425, 1.4306, 1.2583, 1.3351, 1.3949, 1.4336]","[219, 328, 248, 238, 258, 221, 317, 262, 234, 220]","[1.5423, 1.3068, 1.4503, 1.4783, 1.4254, 1.5347, 1.3208, 1.4162, 1.4904, 1.5385]",239.5,1.36263,254.5,1.45037
"First by Graaskamp: 0.05,First by Anonymous","[10, 0, 0]","[623, 390, 652, 683, 365, 404, 372, 550, 682, 397]","[2.7812, 2.5161, 2.7983, 2.7992, 2.5, 2.5093, 2.4966, 2.7638, 2.8066, 2.5127]","[228, 200, 232, 238, 195, 204, 197, 215, 237, 202]","[1.0179, 1.2903, 0.9957, 0.9754, 1.3356, 1.2671, 1.3221, 1.0804, 0.9753, 1.2785]",511.8,2.64838,214.8,1.15383
"First by Downing,First by Downing","[0, 0, 10]","[158, 163, 218, 166, 193, 182, 223, 198, 245, 165]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[158, 163, 218, 166, 193, 182, 223, 198, 245, 165]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",191.1,1.0,191.1,1.0
"First by Downing,First by Joss: 0.9","[0, 10, 0]","[639, 450, 651, 573, 543, 537, 456, 411, 378, 507]","[2.7076, 2.6786, 2.7125, 2.7028, 2.7015, 2.6985, 2.6824, 2.6516, 2.6434, 2.6968]","[749, 535, 761, 673, 638, 632, 541, 496, 458, 597]","[3.1737, 3.1845, 3.1708, 3.1745, 3.1741, 3.1759, 3.1824, 3.2, 3.2028, 3.1755]",514.5,2.68757,608.0,3.18142
"First by Downing,First by Anonymous","[10, 0, 0]","[727, 729, 717, 636, 717, 531, 620, 566, 538, 551]","[2.8964, 2.8814, 2.8795, 2.8393, 2.8795, 2.9016, 2.8704, 2.8586, 2.8925, 2.8848]","[132, 134, 132, 121, 132, 96, 115, 106, 98, 101]","[0.5259, 0.5296, 0.5301, 0.5402, 0.5301, 0.5246, 0.5324, 0.5354, 0.5269, 0.5288]",633.2,2.8784,116.7,0.5304
"First by Feld: 1.0, 0.5, 200,First by Feld: 1.0, 0.5, 200","[5, 5, 0]","[302, 244, 309, 286, 284, 302, 304, 284, 311, 283]","[1.208, 1.2708, 1.2023, 1.2222, 1.2241, 1.208, 1.2063, 1.2241, 1.2008, 1.2251]","[307, 249, 314, 291, 289, 307, 309, 289, 316, 288]","[1.228, 1.2969, 1.2218, 1.2436, 1.2457, 1.228, 1.2262, 1.2457, 1.2201, 1.2468]",290.9,1.21917,295.9,1.24028
"First by Feld: 1.0, 0.5, 200,First by Tullock","[10, 0, 0]","[298, 313, 271, 200, 292, 261, 304, 312, 218, 252]","[1.2469, 1.2323, 1.2783, 1.4184, 1.2532, 1.2921, 1.2408, 1.2332, 1.3711, 1.3057]","[293, 308, 266, 195, 287, 256, 299, 307, 213, 247]","[1.2259, 1.2126, 1.2547, 1.383, 1.2318, 1.2673, 1.2204, 1.2134, 1.3396, 1.2798]",272.1,1.2872,267.1,1.26285
"First by Feld: 1.0, 0.5, 200,Random: 0.5","[10, 0, 0]","[611, 537, 599, 547, 531, 563, 608, 542, 463, 658]","[2.5458, 2.4747, 2.5381, 2.4977, 2.4813, 2.5022, 2.5439, 2.4862, 2.4759, 2.5804]","[461, 417, 454, 417, 411, 433, 458, 417, 368, 483]","[1.9208, 1.9217, 1.9237, 1.9041, 1.9206, 1.9244, 1.9163, 1.9128, 1.9679, 1.8941]",565.9,2.51262,431.9,1.92064
"First by Joss: 0.9,First by Tullock","[10, 0, 0]","[333, 241, 247, 294, 303, 336, 255, 314, 319, 307]","[1.3537, 1.5649, 1.5437, 1.4203, 1.4028, 1.3494, 1.5179, 1.3833, 1.375, 1.3955]","[328, 236, 242, 289, 298, 331, 250, 309, 314, 302]","[1.3333, 1.5325, 1.5125, 1.3961, 1.3796, 1.3293, 1.4881, 1.3612, 1.3534, 1.3727]",294.9,1.43065,289.9,1.40587
"First by Joss: 0.9,Random: 0.5","[10, 0, 0]","[366, 534, 593, 513, 369, 518, 580, 578, 595, 518]","[2.4238, 2.3628, 2.3625, 2.3532, 2.3806, 2.3653, 2.3482, 2.3592, 2.3425, 2.3653]","[331, 494, 548, 483, 339, 483, 540, 538, 555, 483]","[2.1921, 2.1858, 2.1833, 2.2156, 2.1871, 2.2055, 2.1862, 2.1959, 2.185, 2.2055]",516.4,2.36634,479.4,2.1942
"First by Tullock,First by Anonymous","[10, 0, 0]","[486, 525, 476, 401, 560, 459, 601, 534, 481, 653]","[2.467, 2.4533, 2.4792, 2.4157, 2.4779, 2.4677, 2.5042, 2.4608, 2.4541, 2.5212]","[386, 415, 376, 321, 435, 369, 461, 419, 386, 498]","[1.9594, 1.9393, 1.9583, 1.9337, 1.9248, 1.9839, 1.9208, 1.9309, 1.9694, 1.9228]",517.6,2.47011,406.6,1.9443300000000001
"First by Anonymous,First by Anonymous","[4, 4, 2]","[444, 468, 509, 352, 429, 445, 497, 356, 488, 337]","[2.3246, 2.34, 2.2928, 2.3158, 2.3315, 2.3177, 2.3116, 2.3117, 2.3349, 2.3082]","[439, 453, 504, 352, 419, 440, 492, 356, 468, 342]","[2.2984, 2.265, 2.2703, 2.3158, 2.2772, 2.2917, 2.2884, 2.3117, 2.2392, 2.3425]",432.5,2.31888,426.5,2.29002
"Random: 0.5,Random: 0.5","[5, 5, 0]","[335, 315, 428, 396, 305, 418, 403, 305, 477, 403]","[1.9822, 2.0064, 2.0381, 2.0204, 2.0199, 2.039, 2.015, 2.0066, 2.0472, 2.015]","[440, 400, 533, 506, 385, 523, 513, 390, 582, 513]","[2.6036, 2.5478, 2.5381, 2.5816, 2.5497, 2.5512, 2.565, 2.5658, 2.4979, 2.565]",378.5,2.01898,478.5,2.55657
