P1_vs_P2,Winners[P1_P2_EQ],Utility_P1,Utility_per_turn_P1,Utility_P2,Utility_per_turn_P2,AVG_utility_p1,AVG_utility_per_turn_p1,AVG_utility_p2,AVG_utility_per_turn_p1
"First by Nydegger,First by Shubik","[0, 0, 10]","[642, 726, 642, 438, 459, 465, 600, 729, 666, 630]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[642, 726, 642, 438, 459, 465, 600, 729, 666, 630]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",599.7,3.0,599.7,3.0
"First by Nydegger,First by Stein and Rapoport: 0.05: (D, D)","[0, 10, 0]","[549, 450, 657, 459, 711, 465, 648, 672, 672, 549]","[2.9676, 2.9605, 2.9729, 2.9613, 2.9749, 2.9618, 2.9725, 2.9735, 2.9735, 2.9676]","[559, 460, 667, 469, 721, 475, 658, 682, 682, 559]","[3.0216, 3.0263, 3.0181, 3.0258, 3.0167, 3.0255, 3.0183, 3.0177, 3.0177, 3.0216]",583.2,2.96861,593.2,3.02093
"First by Nydegger,Grudger","[0, 0, 10]","[423, 756, 660, 627, 450, 468, 603, 444, 540, 525]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[423, 756, 660, 627, 450, 468, 603, 444, 540, 525]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",549.6,3.0,549.6,3.0
"First by Nydegger,First by Davis: 10","[0, 0, 10]","[714, 477, 702, 591, 582, 579, 657, 519, 483, 471]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[714, 477, 702, 591, 582, 579, 657, 519, 483, 471]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",577.5,3.0,577.5,3.0
"First by Nydegger,First by Graaskamp: 0.05","[0, 10, 0]","[687, 696, 531, 714, 462, 654, 588, 525, 504, 711]","[2.759, 2.7619, 2.7801, 2.7568, 2.7831, 2.7595, 2.7606, 2.7778, 2.7845, 2.7558]","[787, 796, 601, 819, 522, 749, 673, 595, 569, 816]","[3.1606, 3.1587, 3.1466, 3.1622, 3.1446, 3.1603, 3.1596, 3.1481, 3.1436, 3.1628]",607.2,2.76791,692.7,3.15471
"First by Nydegger,First by Downing","[0, 10, 0]","[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]","[0.0893, 0.0664, 0.0926, 0.0647, 0.075, 0.0721, 0.0728, 0.1034, 0.0746, 0.0649]","[820, 1110, 790, 1140, 980, 1020, 1010, 705, 985, 1135]","[4.881, 4.9115, 4.8765, 4.9138, 4.9, 4.9038, 4.9029, 4.8621, 4.9005, 4.9134]",15.0,0.07758,969.5,4.89655
"First by Nydegger,First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[432, 561, 501, 441, 390, 414, 561, 363, 378, 381]","[2.427, 2.1744, 2.2168, 2.3967, 2.5, 2.4497, 2.1744, 2.5385, 2.5033, 2.5066]","[602, 916, 796, 626, 520, 569, 916, 473, 503, 506]","[3.382, 3.5504, 3.5221, 3.4022, 3.3333, 3.3669, 3.5504, 3.3077, 3.3311, 3.3289]",442.2,2.38874,642.7,3.4074999999999998
"First by Nydegger,First by Joss: 0.9","[0, 10, 0]","[486, 387, 465, 447, 552, 501, 696, 477, 417, 525]","[2.7, 2.7447, 2.7515, 2.7423, 2.7059, 2.6935, 2.7294, 2.7414, 2.7616, 2.6923]","[576, 447, 535, 517, 652, 596, 811, 552, 477, 625]","[3.2, 3.1702, 3.1657, 3.1718, 3.1961, 3.2043, 3.1804, 3.1724, 3.1589, 3.2051]",495.3,2.72626,578.8,3.18249
"First by Nydegger,First by Tullock","[0, 10, 0]","[672, 639, 444, 522, 675, 672, 717, 444, 660, 627]","[2.7541, 2.7783, 2.7578, 2.7474, 2.7551, 2.7541, 2.7683, 2.7578, 2.75, 2.7743]","[772, 724, 509, 602, 775, 772, 817, 509, 760, 712]","[3.1639, 3.1478, 3.1615, 3.1684, 3.1633, 3.1639, 3.1544, 3.1615, 3.1667, 3.1504]",607.2,2.75972,695.2,3.16018
"First by Nydegger,First by Anonymous","[0, 10, 0]","[258, 336, 366, 303, 342, 261, 366, 258, 372, 366]","[1.5357, 1.5204, 1.525, 1.5303, 1.5268, 1.5174, 1.5314, 1.5357, 1.5184, 1.525]","[668, 881, 956, 788, 892, 686, 951, 668, 977, 956]","[3.9762, 3.9864, 3.9833, 3.9798, 3.9821, 3.9884, 3.9791, 3.9762, 3.9878, 3.9833]",322.8,1.52661,842.3,3.98226
"First by Nydegger,Random: 0.5","[0, 10, 0]","[333, 300, 387, 324, 309, 417, 306, 405, 288, 309]","[1.6485, 1.7143, 1.5992, 1.6875, 1.6793, 1.6289, 1.6813, 1.6071, 1.7669, 1.6793]","[788, 675, 952, 744, 714, 1002, 706, 990, 623, 714]","[3.901, 3.8571, 3.9339, 3.875, 3.8804, 3.9141, 3.8791, 3.9286, 3.8221, 3.8804]",337.8,1.66923,790.8,3.88717
"First by Grofman,First by Grofman","[0, 0, 10]","[444, 477, 702, 585, 576, 582, 543, 465, 438, 651]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[444, 477, 702, 585, 576, 582, 543, 465, 438, 651]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",546.3,3.0,546.3,3.0
"First by Grofman,First by Shubik","[0, 0, 10]","[426, 690, 765, 516, 666, 705, 495, 423, 708, 627]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[426, 690, 765, 516, 666, 705, 495, 423, 708, 627]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",602.1,3.0,602.1,3.0
"First by Grofman,First by Stein and Rapoport: 0.05: (D, D)","[0, 10, 0]","[640, 697, 463, 520, 481, 460, 733, 502, 727, 508]","[2.9767, 2.9786, 2.9679, 2.9714, 2.9691, 2.9677, 2.9797, 2.9704, 2.9795, 2.9708]","[645, 702, 468, 525, 486, 465, 738, 507, 732, 513]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",573.1,2.97318,578.1,3.0
"First by Grofman,Grudger","[0, 0, 10]","[603, 660, 432, 435, 621, 687, 753, 738, 627, 777]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[603, 660, 432, 435, 621, 687, 753, 738, 627, 777]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",633.3,3.0,633.3,3.0
"First by Grofman,First by Davis: 10","[0, 0, 10]","[741, 702, 693, 690, 729, 522, 540, 750, 549, 468]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[741, 702, 693, 690, 729, 522, 540, 750, 549, 468]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",638.4,3.0,638.4,3.0
"First by Grofman,First by Graaskamp: 0.05","[10, 0, 0]","[594, 823, 730, 677, 471, 778, 535, 550, 635, 677]","[3.1596, 3.2402, 3.1878, 3.1488, 3.1192, 3.2016, 3.0747, 3.1073, 3.1281, 3.1488]","[474, 603, 565, 542, 391, 593, 460, 460, 520, 542]","[2.5213, 2.374, 2.4672, 2.5209, 2.5894, 2.4403, 2.6437, 2.5989, 2.5616, 2.5209]",647.0,3.1516100000000002,515.0,2.52382
"First by Grofman,First by Downing","[0, 10, 0]","[133, 96, 92, 116, 113, 123, 103, 134, 86, 121]","[0.5216, 0.5714, 0.586, 0.5421, 0.5512, 0.5371, 0.5568, 0.5154, 0.6014, 0.5402]","[833, 546, 507, 696, 663, 743, 603, 854, 461, 726]","[3.2667, 3.25, 3.2293, 3.2523, 3.2341, 3.2445, 3.2595, 3.2846, 3.2238, 3.2411]",111.7,0.55232,663.2,3.24859
"First by Grofman,First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[453, 332, 450, 396, 395, 412, 331, 343, 467, 465]","[1.961, 2.1558, 2.0, 2.0625, 2.0789, 2.0296, 2.1921, 2.1043, 1.9139, 1.9456]","[653, 432, 635, 531, 525, 567, 421, 458, 692, 675]","[2.8268, 2.8052, 2.8222, 2.7656, 2.7632, 2.7931, 2.7881, 2.8098, 2.8361, 2.8243]",404.4,2.04437,558.9,2.80344
"First by Grofman,First by Joss: 0.9","[0, 10, 0]","[388, 475, 466, 616, 370, 472, 460, 454, 437, 425]","[2.604, 2.5538, 2.5604, 2.5246, 2.6241, 2.5514, 2.5698, 2.5943, 2.5858, 2.5758]","[438, 540, 531, 701, 420, 537, 525, 514, 497, 485]","[2.9396, 2.9032, 2.9176, 2.873, 2.9787, 2.9027, 2.933, 2.9371, 2.9408, 2.9394]",456.3,2.5744,518.8,2.92651
"First by Grofman,First by Tullock","[0, 10, 0]","[363, 543, 359, 524, 512, 353, 363, 533, 506, 481]","[2.227, 2.1548, 2.2437, 2.1388, 2.1974, 2.2774, 2.2134, 2.1406, 2.1905, 2.2166]","[428, 668, 419, 654, 617, 403, 433, 663, 616, 576]","[2.6258, 2.6508, 2.6187, 2.6694, 2.6481, 2.6, 2.6402, 2.6627, 2.6667, 2.6544]",453.7,2.20002,547.7,2.64368
"First by Grofman,First by Anonymous","[0, 10, 0]","[437, 358, 500, 418, 303, 368, 443, 489, 500, 537]","[2.1111, 2.0341, 2.1277, 2.1218, 1.9934, 2.0674, 2.1095, 2.1261, 2.1277, 2.0895]","[552, 478, 645, 523, 418, 478, 563, 629, 645, 707]","[2.6667, 2.7159, 2.7447, 2.6548, 2.75, 2.6854, 2.681, 2.7348, 2.7447, 2.751]",435.3,2.09083,563.8,2.7129
"First by Grofman,Random: 0.5","[0, 10, 0]","[308, 410, 390, 357, 330, 511, 324, 296, 299, 321]","[2.0811, 2.0603, 2.0312, 2.04, 2.0497, 2.0118, 2.0377, 2.0556, 2.0621, 2.0446]","[428, 560, 545, 497, 460, 741, 459, 416, 419, 451]","[2.8919, 2.8141, 2.8385, 2.84, 2.8571, 2.9173, 2.8868, 2.8889, 2.8897, 2.8726]",354.6,2.04741,497.6,2.86969
"First by Shubik,First by Shubik","[0, 0, 10]","[648, 501, 534, 576, 513, 462, 603, 663, 627, 729]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[648, 501, 534, 576, 513, 462, 603, 663, 627, 729]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",585.6,3.0,585.6,3.0
"First by Shubik,First by Stein and Rapoport: 0.05: (D, D)","[0, 10, 0]","[667, 730, 721, 496, 451, 454, 724, 538, 712, 508]","[2.9777, 2.9796, 2.9793, 2.9701, 2.9671, 2.9673, 2.9794, 2.9724, 2.9791, 2.9708]","[672, 735, 726, 501, 456, 459, 729, 543, 717, 513]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",600.1,2.97428,605.1,3.0
"First by Shubik,Grudger","[0, 0, 10]","[639, 585, 531, 435, 711, 507, 642, 651, 645, 720]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[639, 585, 531, 435, 711, 507, 642, 651, 645, 720]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",606.6,3.0,606.6,3.0
"First by Shubik,First by Downing","[0, 10, 0]","[278, 248, 242, 277, 300, 276, 249, 237, 256, 242]","[1.2523, 1.3053, 1.3152, 1.2534, 1.2448, 1.2545, 1.3037, 1.324, 1.2864, 1.3152]","[298, 258, 252, 297, 320, 296, 259, 247, 271, 252]","[1.3423, 1.3579, 1.3696, 1.3439, 1.3278, 1.3455, 1.356, 1.3799, 1.3618, 1.3696]",260.5,1.28548,275.0,1.35543
"First by Shubik,First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[345, 279, 247, 320, 254, 287, 313, 329, 221, 352]","[1.3745, 1.4684, 1.5342, 1.3974, 1.5119, 1.4718, 1.4099, 1.4, 1.5674, 1.3591]","[360, 289, 257, 335, 264, 297, 328, 344, 231, 372]","[1.4343, 1.5211, 1.5963, 1.4629, 1.5714, 1.5231, 1.4775, 1.4638, 1.6383, 1.4363]",294.7,1.44946,307.7,1.5125
"First by Shubik,First by Joss: 0.9","[0, 10, 0]","[193, 305, 279, 181, 301, 189, 205, 301, 192, 244]","[1.2614, 1.1961, 1.2078, 1.2837, 1.204, 1.2685, 1.2654, 1.204, 1.2632, 1.2261]","[208, 330, 299, 196, 321, 204, 220, 321, 207, 264]","[1.3595, 1.2941, 1.2944, 1.3901, 1.284, 1.3691, 1.358, 1.284, 1.3618, 1.3266]",239.0,1.2380200000000001,257.0,1.33216
"First by Shubik,First by Tullock","[0, 10, 0]","[375, 376, 366, 291, 376, 350, 396, 355, 315, 297]","[1.6026, 1.5932, 1.6267, 2.0069, 1.5932, 1.6827, 1.5409, 1.6667, 1.8421, 1.9669]","[425, 431, 416, 316, 431, 395, 456, 400, 350, 322]","[1.8162, 1.8263, 1.8489, 2.1793, 1.8263, 1.899, 1.7743, 1.8779, 2.0468, 2.1325]",349.7,1.71219,394.2,1.92275
"First by Shubik,First by Anonymous","[10, 0, 0]","[443, 396, 507, 449, 470, 556, 451, 556, 680, 462]","[2.6059, 2.6053, 2.6269, 2.6105, 2.5967, 2.6351, 2.592, 2.6351, 2.6877, 2.6102]","[208, 191, 227, 209, 215, 241, 211, 241, 275, 212]","[1.2235, 1.2566, 1.1762, 1.2151, 1.1878, 1.1422, 1.2126, 1.1422, 1.087, 1.1977]",497.0,2.62054,223.0,1.18409
"First by Shubik,Random: 0.5","[10, 0, 0]","[591, 501, 561, 692, 470, 488, 644, 482, 718, 650]","[2.7746, 2.7228, 2.7635, 2.813, 2.7647, 2.7727, 2.8122, 2.7701, 2.8492, 2.8139]","[251, 231, 246, 282, 215, 218, 264, 217, 283, 265]","[1.1784, 1.2554, 1.2118, 1.1463, 1.2647, 1.2386, 1.1528, 1.2471, 1.123, 1.1472]",579.7,2.78567,247.2,1.19653
"First by Stein and Rapoport: 0.05: (D, D),First by Stein and Rapoport: 0.05: (D, D)","[0, 0, 10]","[554, 767, 515, 722, 599, 548, 635, 530, 746, 689]","[2.9785, 2.9844, 2.9769, 2.9835, 2.9801, 2.9783, 2.9812, 2.9775, 2.984, 2.9827]","[554, 767, 515, 722, 599, 548, 635, 530, 746, 689]","[2.9785, 2.9844, 2.9769, 2.9835, 2.9801, 2.9783, 2.9812, 2.9775, 2.984, 2.9827]",630.5,2.98071,630.5,2.98071
"First by Stein and Rapoport: 0.05: (D, D),Grudger","[10, 0, 0]","[774, 633, 702, 558, 621, 435, 765, 477, 660, 624]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[769, 628, 697, 553, 616, 430, 760, 472, 655, 619]","[2.9806, 2.9763, 2.9786, 2.9731, 2.9758, 2.9655, 2.9804, 2.9686, 2.9773, 2.976]",624.9,3.0,619.9,2.97522
"First by Stein and Rapoport: 0.05: (D, D),First by Downing","[10, 0, 0]","[367, 539, 492, 328, 507, 396, 336, 542, 546, 547]","[2.3228, 2.3435, 2.5759, 2.3429, 2.5099, 2.3713, 2.2703, 2.3262, 2.3038, 2.2983]","[182, 249, 212, 158, 222, 206, 166, 252, 256, 257]","[1.1519, 1.0826, 1.1099, 1.1286, 1.099, 1.2335, 1.1216, 1.0815, 1.0802, 1.0798]",460.0,2.36649,216.0,1.11686
"First by Stein and Rapoport: 0.05: (D, D),First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[234, 197, 303, 205, 293, 290, 268, 237, 231, 189]","[1.2649, 1.3311, 1.1929, 1.3141, 1.2008, 1.2033, 1.2237, 1.2606, 1.2692, 1.35]","[239, 202, 308, 210, 298, 295, 273, 242, 236, 194]","[1.2919, 1.3649, 1.2126, 1.3462, 1.2213, 1.2241, 1.2466, 1.2872, 1.2967, 1.3857]",244.7,1.26106,249.7,1.28772
"First by Stein and Rapoport: 0.05: (D, D),First by Joss: 0.9","[0, 0, 10]","[180, 196, 191, 169, 187, 245, 204, 178, 262, 271]","[1.1688, 1.1529, 1.1576, 1.1818, 1.1615, 1.1187, 1.1461, 1.1711, 1.1102, 1.1061]","[180, 196, 191, 169, 187, 245, 204, 178, 262, 271]","[1.1688, 1.1529, 1.1576, 1.1818, 1.1615, 1.1187, 1.1461, 1.1711, 1.1102, 1.1061]",208.3,1.14748,208.3,1.14748
"First by Stein and Rapoport: 0.05: (D, D),First by Tullock","[0, 10, 0]","[362, 340, 410, 339, 315, 410, 414, 311, 359, 393]","[1.8854, 2.0, 1.7083, 2.0059, 2.1724, 1.7083, 1.6967, 2.2057, 1.8995, 1.7623]","[367, 345, 415, 344, 320, 415, 419, 316, 364, 398]","[1.9115, 2.0294, 1.7292, 2.0355, 2.2069, 1.7292, 1.7172, 2.2411, 1.9259, 1.7848]",365.3,1.90445,370.3,1.93107
"First by Stein and Rapoport: 0.05: (D, D),First by Anonymous","[10, 0, 0]","[578, 658, 782, 420, 729, 533, 702, 592, 494, 724]","[3.0262, 3.0046, 3.0193, 2.9787, 3.0124, 2.9944, 2.9872, 3.0051, 3.0307, 3.0041]","[118, 133, 152, 95, 144, 113, 142, 122, 104, 144]","[0.6178, 0.6073, 0.5869, 0.6738, 0.595, 0.6348, 0.6043, 0.6193, 0.638, 0.5975]",621.2,3.0062699999999998,126.7,0.61747
"First by Stein and Rapoport: 0.05: (D, D),Random: 0.5","[10, 0, 0]","[485, 588, 678, 730, 518, 644, 614, 518, 716, 529]","[2.7557, 2.8406, 2.9099, 2.8854, 2.7407, 2.8879, 2.8826, 2.7407, 2.8988, 2.7552]","[175, 188, 198, 210, 183, 194, 189, 183, 206, 184]","[0.9943, 0.9082, 0.8498, 0.83, 0.9683, 0.87, 0.8873, 0.9683, 0.834, 0.9583]",602.0,2.8297499999999998,191.0,0.90685
"Grudger,Grudger","[0, 0, 10]","[486, 759, 612, 672, 426, 633, 459, 588, 660, 462]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[486, 759, 612, 672, 426, 633, 459, 588, 660, 462]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",575.7,3.0,575.7,3.0
"Grudger,First by Davis: 10","[0, 0, 10]","[756, 600, 762, 486, 681, 615, 525, 657, 519, 759]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[756, 600, 762, 486, 681, 615, 525, 657, 519, 759]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",636.0,3.0,636.0,3.0
"Grudger,First by Graaskamp: 0.05","[10, 0, 0]","[394, 358, 366, 376, 404, 452, 432, 359, 398, 421]","[2.153, 2.4354, 2.3613, 2.2788, 2.0933, 1.8755, 1.9548, 2.4257, 2.1283, 2.0048]","[259, 223, 231, 241, 269, 317, 297, 224, 263, 286]","[1.4153, 1.517, 1.4903, 1.4606, 1.3938, 1.3154, 1.3439, 1.5135, 1.4064, 1.3619]",396.0,2.17109,261.0,1.42181
"First by Davis: 10,First by Davis: 10","[0, 0, 10]","[588, 537, 438, 606, 615, 489, 717, 423, 621, 507]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[588, 537, 438, 606, 615, 489, 717, 423, 621, 507]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",554.1,3.0,554.1,3.0
"First by Davis: 10,First by Downing","[0, 10, 0]","[157, 152, 207, 191, 186, 200, 246, 236, 228, 224]","[1.0329, 1.034, 1.0455, 1.0495, 1.0508, 1.0471, 1.038, 1.0396, 1.0411, 1.0419]","[187, 182, 232, 216, 211, 225, 271, 261, 253, 249]","[1.2303, 1.2381, 1.1717, 1.1868, 1.1921, 1.178, 1.1435, 1.1498, 1.1553, 1.1581]",202.7,1.04204,228.7,1.18037
"First by Davis: 10,First by Feld: 1.0, 0.5, 200","[0, 0, 10]","[256, 192, 222, 250, 184, 173, 235, 274, 179, 262]","[1.1278, 1.1779, 1.1503, 1.1312, 1.1871, 1.2014, 1.1408, 1.1184, 1.1933, 1.1245]","[256, 192, 222, 250, 184, 173, 235, 274, 179, 262]","[1.1278, 1.1779, 1.1503, 1.1312, 1.1871, 1.2014, 1.1408, 1.1184, 1.1933, 1.1245]",222.7,1.15527,222.7,1.15527
"First by Davis: 10,First by Joss: 0.9","[0, 0, 10]","[267, 195, 278, 218, 220, 215, 242, 297, 213, 265]","[1.2136, 1.3176, 1.2035, 1.2749, 1.2717, 1.2798, 1.241, 1.188, 1.2831, 1.2156]","[267, 195, 278, 218, 220, 215, 242, 297, 213, 265]","[1.2136, 1.3176, 1.2035, 1.2749, 1.2717, 1.2798, 1.241, 1.188, 1.2831, 1.2156]",241.0,1.24888,241.0,1.24888
"First by Davis: 10,First by Tullock","[10, 0, 0]","[284, 267, 183, 244, 284, 271, 240, 212, 292, 257]","[1.1784, 1.192, 1.3071, 1.2139, 1.1784, 1.1886, 1.2183, 1.2544, 1.1727, 1.2009]","[269, 252, 168, 229, 269, 256, 225, 197, 277, 242]","[1.1162, 1.125, 1.2, 1.1393, 1.1162, 1.1228, 1.1421, 1.1657, 1.1124, 1.1308]",253.4,1.21047,238.4,1.13705
"First by Davis: 10,First by Anonymous","[10, 0, 0]","[751, 715, 657, 732, 606, 513, 461, 559, 477, 560]","[3.1957, 3.2648, 3.2687, 3.2105, 3.2581, 3.2675, 3.2695, 3.269, 3.2897, 3.2558]","[136, 125, 117, 132, 111, 98, 91, 104, 92, 105]","[0.5787, 0.5708, 0.5821, 0.5789, 0.5968, 0.6242, 0.6454, 0.6082, 0.6345, 0.6105]",603.1,3.25493,111.1,0.6030099999999999
"First by Davis: 10,Random: 0.5","[10, 0, 0]","[429, 706, 505, 660, 672, 688, 397, 447, 649, 541]","[2.86, 2.8583, 2.8371, 2.9333, 2.9345, 2.903, 2.7958, 2.8654, 2.9234, 2.8474]","[114, 166, 130, 150, 152, 158, 112, 117, 149, 136]","[0.76, 0.6721, 0.7303, 0.6667, 0.6638, 0.6667, 0.7887, 0.75, 0.6712, 0.7158]",569.4,2.87582,138.4,0.70853
"First by Graaskamp: 0.05,First by Graaskamp: 0.05","[0, 0, 10]","[266, 301, 307, 258, 247, 352, 296, 350, 322, 350]","[1.6024, 1.4975, 1.4831, 1.6329, 1.6803, 1.3968, 1.5102, 1.4, 1.4505, 1.4]","[266, 301, 307, 258, 247, 352, 296, 350, 322, 350]","[1.6024, 1.4975, 1.4831, 1.6329, 1.6803, 1.3968, 1.5102, 1.4, 1.4505, 1.4]",304.9,1.50537,304.9,1.50537
"First by Graaskamp: 0.05,First by Joss: 0.9","[0, 10, 0]","[281, 237, 280, 277, 302, 209, 214, 281, 245, 231]","[1.2773, 1.3466, 1.2785, 1.2824, 1.2531, 1.4122, 1.3987, 1.2773, 1.3315, 1.3588]","[291, 247, 290, 287, 312, 219, 224, 291, 255, 241]","[1.3227, 1.4034, 1.3242, 1.3287, 1.2946, 1.4797, 1.4641, 1.3227, 1.3859, 1.4176]",255.7,1.32164,265.7,1.37436
"First by Graaskamp: 0.05,First by Anonymous","[10, 0, 0]","[709, 540, 591, 777, 546, 778, 825, 766, 571, 607]","[3.1233, 3.1765, 3.127, 3.1457, 3.1744, 3.1371, 3.1853, 3.1393, 3.1547, 3.1451]","[204, 175, 186, 212, 176, 213, 215, 211, 181, 187]","[0.8987, 1.0294, 0.9841, 0.8583, 1.0233, 0.8589, 0.8301, 0.8648, 1.0, 0.9689]",671.0,3.15084,196.0,0.93165
"First by Downing,First by Downing","[0, 0, 10]","[197, 148, 149, 181, 213, 140, 158, 151, 252, 247]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[197, 148, 149, 181, 213, 140, 158, 151, 252, 247]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",183.6,1.0,183.6,1.0
"First by Downing,First by Feld: 1.0, 0.5, 200","[0, 10, 0]","[474, 450, 450, 525, 507, 543, 471, 411, 378, 507]","[2.215, 2.25, 2.25, 2.1875, 2.176, 2.1807, 2.2322, 2.3757, 2.3924, 2.1853]","[749, 695, 695, 845, 822, 878, 736, 586, 533, 817]","[3.5, 3.475, 3.475, 3.5208, 3.5279, 3.5261, 3.4882, 3.3873, 3.3734, 3.5216]",471.6,2.24448,735.6,3.47953
"First by Downing,First by Tullock","[10, 0, 0]","[243, 276, 270, 247, 188, 239, 223, 245, 195, 259]","[1.1854, 1.1597, 1.1638, 1.1818, 1.2617, 1.1891, 1.212, 1.1836, 1.25, 1.1719]","[213, 246, 240, 217, 153, 209, 188, 215, 160, 229]","[1.039, 1.0336, 1.0345, 1.0383, 1.0268, 1.0398, 1.0217, 1.0386, 1.0256, 1.0362]",238.5,1.1959,207.0,1.03341
"First by Feld: 1.0, 0.5, 200,First by Joss: 0.9","[0, 10, 0]","[202, 164, 201, 182, 168, 276, 276, 272, 228, 206]","[1.1038, 1.131, 1.1044, 1.1166, 1.1275, 1.0739, 1.0739, 1.0751, 1.0909, 1.1016]","[207, 169, 206, 187, 173, 281, 281, 277, 233, 211]","[1.1311, 1.1655, 1.1319, 1.1472, 1.1611, 1.0934, 1.0934, 1.0949, 1.1148, 1.1283]",217.5,1.09987,222.5,1.12616
"First by Feld: 1.0, 0.5, 200,First by Anonymous","[10, 0, 0]","[343, 600, 489, 441, 346, 371, 634, 622, 622, 519]","[2.4155, 2.5751, 2.4949, 2.4775, 2.4028, 2.4248, 2.5668, 2.5702, 2.5702, 2.5072]","[293, 440, 379, 356, 301, 321, 459, 452, 452, 399]","[2.0634, 1.8884, 1.9337, 2.0, 2.0903, 2.098, 1.8583, 1.8678, 1.8678, 1.9275]",498.7,2.5005,385.2,1.95952
"First by Joss: 0.9,First by Joss: 0.9","[5, 5, 0]","[289, 283, 231, 179, 227, 231, 242, 172, 180, 282]","[1.1115, 1.1142, 1.1436, 1.1933, 1.1465, 1.1436, 1.1362, 1.2028, 1.1921, 1.1146]","[284, 278, 226, 174, 222, 226, 237, 167, 175, 277]","[1.0923, 1.0945, 1.1188, 1.16, 1.1212, 1.1188, 1.1127, 1.1678, 1.1589, 1.0949]",231.6,1.14984,226.6,1.12399
"First by Joss: 0.9,First by Anonymous","[10, 0, 0]","[497, 360, 540, 334, 525, 531, 328, 345, 531, 445]","[2.1894, 2.1176, 2.1774, 2.1274, 2.1694, 2.1762, 2.1161, 2.1562, 2.1762, 2.1814]","[442, 320, 485, 299, 475, 476, 298, 305, 476, 400]","[1.9471, 1.8824, 1.9556, 1.9045, 1.9628, 1.9508, 1.9226, 1.9062, 1.9508, 1.9608]",443.6,2.1587300000000003,397.6,1.93436
"First by Tullock,First by Tullock","[0, 0, 10]","[209, 298, 206, 215, 285, 279, 297, 282, 253, 275]","[1.4315, 1.2681, 1.4406, 1.4145, 1.2838, 1.2917, 1.2692, 1.2877, 1.3316, 1.2972]","[209, 298, 206, 215, 285, 279, 297, 282, 253, 275]","[1.4315, 1.2681, 1.4406, 1.4145, 1.2838, 1.2917, 1.2692, 1.2877, 1.3316, 1.2972]",259.9,1.33159,259.9,1.33159
