Interaction index,Player name,Opponent name,Score,Score difference,Score per turn,Winner List
0,Tit For Tat,Tit For Tat,438,0,3.0,"[0, 0, 1]"
0,Tit For Tat,Tit For Tat,438,0,3.0,"[0, 0, 1]"
1,Tit For Tat,Tit For Tat,432,0,3.0,"[0, 0, 1]"
1,Tit For Tat,Tit For Tat,432,0,3.0,"[0, 0, 1]"
2,Tit For Tat,Tit For Tat,585,0,3.0,"[0, 0, 1]"
2,Tit For Tat,Tit For Tat,585,0,3.0,"[0, 0, 1]"
3,Tit For Tat,Tit For Tat,771,0,3.0,"[0, 0, 1]"
3,Tit For Tat,Tit For Tat,771,0,3.0,"[0, 0, 1]"
4,Tit For Tat,Tit For Tat,774,0,3.0,"[0, 0, 1]"
4,Tit For Tat,Tit For Tat,774,0,3.0,"[0, 0, 1]"
5,Tit For Tat,Tit For Tat,669,0,3.0,"[0, 0, 1]"
5,Tit For Tat,Tit For Tat,669,0,3.0,"[0, 0, 1]"
6,Tit For Tat,Tit For Tat,528,0,3.0,"[0, 0, 1]"
6,Tit For Tat,Tit For Tat,528,0,3.0,"[0, 0, 1]"
7,Tit For Tat,Tit For Tat,651,0,3.0,"[0, 0, 1]"
7,Tit For Tat,Tit For Tat,651,0,3.0,"[0, 0, 1]"
8,Tit For Tat,Tit For Tat,624,0,3.0,"[0, 0, 1]"
8,Tit For Tat,Tit For Tat,624,0,3.0,"[0, 0, 1]"
9,Tit For Tat,Tit For Tat,696,0,3.0,"[0, 0, 1]"
9,Tit For Tat,Tit For Tat,696,0,3.0,"[0, 0, 1]"
10,First by Graaskamp: 0.05,First by Anonymous,455,275,2.645348837209302,"[1, 0, 0]"
10,First by Anonymous,First by Graaskamp: 0.05,180,-275,1.0465116279069768,"[1, 0, 0]"
11,First by Graaskamp: 0.05,First by Anonymous,668,440,2.6403162055335967,"[1, 0, 0]"
11,First by Anonymous,First by Graaskamp: 0.05,228,-440,0.9011857707509882,"[1, 0, 0]"
