Interaction index,Player name,Opponent name,Score,Score difference,Score per turn,Winner List
0,Tit For Tat,Tit For Tat,717,0,3.0,"[0, 0, 1]"
0,Tit For Tat,Tit For Tat,717,0,3.0,"[0, 0, 1]"
1,Tit For Tat,Tit For Tat,489,0,3.0,"[0, 0, 1]"
1,Tit For Tat,Tit For Tat,489,0,3.0,"[0, 0, 1]"
2,Tit For Tat,Tit For Tat,477,0,3.0,"[0, 0, 1]"
2,Tit For Tat,Tit For Tat,477,0,3.0,"[0, 0, 1]"
3,Tit For Tat,Tit For Tat,729,0,3.0,"[0, 0, 1]"
3,Tit For Tat,Tit For Tat,729,0,3.0,"[0, 0, 1]"
4,Tit For Tat,Tit For Tat,672,0,3.0,"[0, 0, 1]"
4,Tit For Tat,Tit For Tat,672,0,3.0,"[0, 0, 1]"
5,Tit For Tat,Tit For Tat,645,0,3.0,"[0, 0, 1]"
5,Tit For Tat,Tit For Tat,645,0,3.0,"[0, 0, 1]"
6,Tit For Tat,Tit For Tat,522,0,3.0,"[0, 0, 1]"
6,Tit For Tat,Tit For Tat,522,0,3.0,"[0, 0, 1]"
7,Tit For Tat,Tit For Tat,663,0,3.0,"[0, 0, 1]"
7,Tit For Tat,Tit For Tat,663,0,3.0,"[0, 0, 1]"
8,Tit For Tat,Tit For Tat,528,0,3.0,"[0, 0, 1]"
8,Tit For Tat,Tit For Tat,528,0,3.0,"[0, 0, 1]"
9,Tit For Tat,Tit For Tat,543,0,3.0,"[0, 0, 1]"
9,Tit For Tat,Tit For Tat,543,0,3.0,"[0, 0, 1]"
10,First by Grofman,First by Tullock,419,-35,2.756578947368421,"[0, 1, 0]"
10,First by Tullock,First by Grofman,454,35,2.986842105263158,"[0, 1, 0]"
11,First by Grofman,First by Tullock,633,-90,2.521912350597609,"[0, 1, 0]"
11,First by Tullock,First by Grofman,723,90,2.8804780876494025,"[0, 1, 0]"
12,First by Grofman,First by Tullock,386,-35,2.757142857142857,"[0, 1, 0]"
12,First by Tullock,First by Grofman,421,35,3.007142857142857,"[0, 1, 0]"
13,First by Grofman,First by Tullock,542,-65,2.580952380952381,"[0, 1, 0]"
13,First by Tullock,First by Grofman,607,65,2.8904761904761904,"[0, 1, 0]"
14,First by Grofman,First by Tullock,392,-40,2.741258741258741,"[0, 1, 0]"
14,First by Tullock,First by Grofman,432,40,3.020979020979021,"[0, 1, 0]"
15,First by Grofman,First by Tullock,512,-60,2.6256410256410256,"[0, 1, 0]"
15,First by Tullock,First by Grofman,572,60,2.933333333333333,"[0, 1, 0]"
16,First by Grofman,First by Tullock,503,-55,2.6335078534031413,"[0, 1, 0]"
16,First by Tullock,First by Grofman,558,55,2.9214659685863875,"[0, 1, 0]"
17,First by Grofman,First by Tullock,446,-35,2.770186335403727,"[0, 1, 0]"
17,First by Tullock,First by Grofman,481,35,2.987577639751553,"[0, 1, 0]"
18,First by Grofman,First by Tullock,639,-90,2.515748031496063,"[0, 1, 0]"
18,First by Tullock,First by Grofman,729,90,2.87007874015748,"[0, 1, 0]"
19,First by Grofman,First by Tullock,623,-95,2.5120967741935485,"[0, 1, 0]"
19,First by Tullock,First by Grofman,718,95,2.8951612903225805,"[0, 1, 0]"
20,Tit For Tat,"First by Tideman and Chieruzzi: (D, D)",670,-5,2.977777777777778,"[0, 1, 0]"
20,"First by Tideman and Chieruzzi: (D, D)",Tit For Tat,675,5,3.0,"[0, 1, 0]"
21,Tit For Tat,"First by Tideman and Chieruzzi: (D, D)",697,-5,2.9786324786324787,"[0, 1, 0]"
21,"First by Tideman and Chieruzzi: (D, D)",Tit For Tat,702,5,3.0,"[0, 1, 0]"
22,Tit For Tat,"First by Tideman and Chieruzzi: (D, D)",436,-5,2.9659863945578238,"[0, 1, 0]"
22,"First by Tideman and Chieruzzi: (D, D)",Tit For Tat,441,5,3.0,"[0, 1, 0]"
23,Tit For Tat,"First by Tideman and Chieruzzi: (D, D)",712,-5,2.9790794979079496,"[0, 1, 0]"
23,"First by Tideman and Chieruzzi: (D, D)",Tit For Tat,717,5,3.0,"[0, 1, 0]"
24,Tit For Tat,"First by Tideman and Chieruzzi: (D, D)",424,-5,2.965034965034965,"[0, 1, 0]"
24,"First by Tideman and Chieruzzi: (D, D)",Tit For Tat,429,5,3.0,"[0, 1, 0]"
25,Tit For Tat,"First by Tideman and Chieruzzi: (D, D)",547,-5,2.972826086956522,"[0, 1, 0]"
25,"First by Tideman and Chieruzzi: (D, D)",Tit For Tat,552,5,3.0,"[0, 1, 0]"
26,Tit For Tat,"First by Tideman and Chieruzzi: (D, D)",760,-5,2.980392156862745,"[0, 1, 0]"
26,"First by Tideman and Chieruzzi: (D, D)",Tit For Tat,765,5,3.0,"[0, 1, 0]"
27,Tit For Tat,"First by Tideman and Chieruzzi: (D, D)",580,-5,2.9743589743589745,"[0, 1, 0]"
27,"First by Tideman and Chieruzzi: (D, D)",Tit For Tat,585,5,3.0,"[0, 1, 0]"
28,Tit For Tat,"First by Tideman and Chieruzzi: (D, D)",544,-5,2.9726775956284155,"[0, 1, 0]"
28,"First by Tideman and Chieruzzi: (D, D)",Tit For Tat,549,5,3.0,"[0, 1, 0]"
29,Tit For Tat,"First by Tideman and Chieruzzi: (D, D)",595,-5,2.975,"[0, 1, 0]"
29,"First by Tideman and Chieruzzi: (D, D)",Tit For Tat,600,5,3.0,"[0, 1, 0]"
30,First by Grofman,Random: 0.5,350,-165,1.9337016574585637,"[0, 1, 0]"
30,Random: 0.5,First by Grofman,515,165,2.845303867403315,"[0, 1, 0]"
31,First by Grofman,Random: 0.5,321,-165,1.8994082840236688,"[0, 1, 0]"
