Interaction index,Player name,Opponent name,Score,Score difference,Score per turn,Winner List
0,Tit For Tat,Tit For Tat,432,0,3.0,"[0, 0, 1]"
0,Tit For Tat,Tit For Tat,432,0,3.0,"[0, 0, 1]"
1,Tit For Tat,Tit For Tat,525,0,3.0,"[0, 0, 1]"
1,Tit For Tat,Tit For Tat,525,0,3.0,"[0, 0, 1]"
2,Tit For Tat,Tit For Tat,627,0,3.0,"[0, 0, 1]"
2,Tit For Tat,Tit For Tat,627,0,3.0,"[0, 0, 1]"
3,Tit For Tat,Tit For Tat,429,0,3.0,"[0, 0, 1]"
3,Tit For Tat,Tit For Tat,429,0,3.0,"[0, 0, 1]"
4,Tit For Tat,Tit For Tat,489,0,3.0,"[0, 0, 1]"
4,Tit For Tat,Tit For Tat,489,0,3.0,"[0, 0, 1]"
5,Tit For Tat,Tit For Tat,732,0,3.0,"[0, 0, 1]"
5,Tit For Tat,Tit For Tat,732,0,3.0,"[0, 0, 1]"
6,Tit For Tat,Tit For Tat,420,0,3.0,"[0, 0, 1]"
6,Tit For Tat,Tit For Tat,420,0,3.0,"[0, 0, 1]"
7,Tit For Tat,Tit For Tat,504,0,3.0,"[0, 0, 1]"
7,Tit For Tat,Tit For Tat,504,0,3.0,"[0, 0, 1]"
8,Tit For Tat,Tit For Tat,579,0,3.0,"[0, 0, 1]"
8,Tit For Tat,Tit For Tat,579,0,3.0,"[0, 0, 1]"
9,Tit For Tat,Tit For Tat,558,0,3.0,"[0, 0, 1]"
9,Tit For Tat,Tit For Tat,558,0,3.0,"[0, 0, 1]"
10,First by Grofman,First by Anonymous,486,-210,1.9918032786885247,"[0, 1, 0]"
10,First by Anonymous,First by Grofman,696,210,2.8524590163934427,"[0, 1, 0]"
11,First by Grofman,First by Anonymous,418,-185,1.9904761904761905,"[0, 1, 0]"
11,First by Anonymous,First by Grofman,603,185,2.8714285714285714,"[0, 1, 0]"
12,First by Grofman,First by Anonymous,403,-190,1.9658536585365851,"[0, 1, 0]"
12,First by Anonymous,First by Grofman,593,190,2.892682926829268,"[0, 1, 0]"
13,First by Grofman,First by Anonymous,518,-190,2.0393700787401574,"[0, 1, 0]"
13,First by Anonymous,First by Grofman,708,190,2.787401574803149,"[0, 1, 0]"
14,First by Grofman,First by Anonymous,295,-155,1.9281045751633987,"[0, 1, 0]"
14,First by Anonymous,First by Grofman,450,155,2.9411764705882355,"[0, 1, 0]"
15,First by Grofman,First by Anonymous,276,-145,1.93006993006993,"[0, 1, 0]"
15,First by Anonymous,First by Grofman,421,145,2.944055944055944,"[0, 1, 0]"
16,First by Grofman,First by Anonymous,388,-185,1.9695431472081215,"[0, 1, 0]"
16,First by Anonymous,First by Grofman,573,185,2.908629441624365,"[0, 1, 0]"
17,First by Grofman,First by Anonymous,308,-165,1.9130434782608696,"[0, 1, 0]"
17,First by Anonymous,First by Grofman,473,165,2.937888198757764,"[0, 1, 0]"
18,First by Grofman,First by Anonymous,481,-215,1.9794238683127567,"[0, 1, 0]"
18,First by Anonymous,First by Grofman,696,215,2.8641975308641974,"[0, 1, 0]"
19,First by Grofman,First by Anonymous,300,-150,1.948051948051948,"[0, 1, 0]"
19,First by Anonymous,First by Grofman,450,150,2.9220779220779223,"[0, 1, 0]"
20,Tit For Tat,"First by Tideman and Chieruzzi: (D, D)",775,-5,2.980769230769231,"[0, 1, 0]"
20,"First by Tideman and Chieruzzi: (D, D)",Tit For Tat,780,5,3.0,"[0, 1, 0]"
21,Tit For Tat,"First by Tideman and Chieruzzi: (D, D)",415,-5,2.9642857142857144,"[0, 1, 0]"
21,"First by Tideman and Chieruzzi: (D, D)",Tit For Tat,420,5,3.0,"[0, 1, 0]"
22,Tit For Tat,"First by Tideman and Chieruzzi: (D, D)",547,-5,2.972826086956522,"[0, 1, 0]"
22,"First by Tideman and Chieruzzi: (D, D)",Tit For Tat,552,5,3.0,"[0, 1, 0]"
23,Tit For Tat,"First by Tideman and Chieruzzi: (D, D)",481,-5,2.969135802469136,"[0, 1, 0]"
23,"First by Tideman and Chieruzzi: (D, D)",Tit For Tat,486,5,3.0,"[0, 1, 0]"
24,Tit For Tat,"First by Tideman and Chieruzzi: (D, D)",751,-5,2.9801587301587302,"[0, 1, 0]"
24,"First by Tideman and Chieruzzi: (D, D)",Tit For Tat,756,5,3.0,"[0, 1, 0]"
25,Tit For Tat,"First by Tideman and Chieruzzi: (D, D)",541,-5,2.9725274725274726,"[0, 1, 0]"
25,"First by Tideman and Chieruzzi: (D, D)",Tit For Tat,546,5,3.0,"[0, 1, 0]"
26,Tit For Tat,"First by Tideman and Chieruzzi: (D, D)",595,-5,2.975,"[0, 1, 0]"
26,"First by Tideman and Chieruzzi: (D, D)",Tit For Tat,600,5,3.0,"[0, 1, 0]"
27,Tit For Tat,"First by Tideman and Chieruzzi: (D, D)",700,-5,2.978723404255319,"[0, 1, 0]"
27,"First by Tideman and Chieruzzi: (D, D)",Tit For Tat,705,5,3.0,"[0, 1, 0]"
28,Tit For Tat,"First by Tideman and Chieruzzi: (D, D)",478,-5,2.968944099378882,"[0, 1, 0]"
28,"First by Tideman and Chieruzzi: (D, D)",Tit For Tat,483,5,3.0,"[0, 1, 0]"
29,Tit For Tat,"First by Tideman and Chieruzzi: (D, D)",700,-5,2.978723404255319,"[0, 1, 0]"
29,"First by Tideman and Chieruzzi: (D, D)",Tit For Tat,705,5,3.0,"[0, 1, 0]"
30,First by Shubik,"First by Stein and Rapoport: 0.05: (D, D)",601,-5,2.9752475247524752,"[0, 1, 0]"
30,"First by Stein and Rapoport: 0.05: (D, D)",First by Shubik,606,5,3.0,"[0, 1, 0]"
31,First by Shubik,"First by Stein and Rapoport: 0.05: (D, D)",709,-5,2.9789915966386555,"[0, 1, 0]"
31,"First by Stein and Rapoport: 0.05: (D, D)",First by Shubik,714,5,3.0,"[0, 1, 0]"
32,First by Shubik,"First by Stein and Rapoport: 0.05: (D, D)",712,-5,2.9790794979079496,"[0, 1, 0]"
32,"First by Stein and Rapoport: 0.05: (D, D)",First by Shubik,717,5,3.0,"[0, 1, 0]"
33,First by Shubik,"First by Stein and Rapoport: 0.05: (D, D)",514,-5,2.9710982658959537,"[0, 1, 0]"
33,"First by Stein and Rapoport: 0.05: (D, D)",First by Shubik,519,5,3.0,"[0, 1, 0]"
34,First by Shubik,"First by Stein and Rapoport: 0.05: (D, D)",751,-5,2.9801587301587302,"[0, 1, 0]"
34,"First by Stein and Rapoport: 0.05: (D, D)",First by Shubik,756,5,3.0,"[0, 1, 0]"
35,First by Shubik,"First by Stein and Rapoport: 0.05: (D, D)",517,-5,2.971264367816092,"[0, 1, 0]"
35,"First by Stein and Rapoport: 0.05: (D, D)",First by Shubik,522,5,3.0,"[0, 1, 0]"
36,First by Shubik,"First by Stein and Rapoport: 0.05: (D, D)",727,-5,2.9795081967213117,"[0, 1, 0]"
36,"First by Stein and Rapoport: 0.05: (D, D)",First by Shubik,732,5,3.0,"[0, 1, 0]"
37,First by Shubik,"First by Stein and Rapoport: 0.05: (D, D)",601,-5,2.9752475247524752,"[0, 1, 0]"
37,"First by Stein and Rapoport: 0.05: (D, D)",First by Shubik,606,5,3.0,"[0, 1, 0]"
38,First by Shubik,"First by Stein and Rapoport: 0.05: (D, D)",430,-5,2.9655172413793105,"[0, 1, 0]"
38,"First by Stein and Rapoport: 0.05: (D, D)",First by Shubik,435,5,3.0,"[0, 1, 0]"
39,First by Shubik,"First by Stein and Rapoport: 0.05: (D, D)",436,-5,2.9659863945578238,"[0, 1, 0]"
39,"First by Stein and Rapoport: 0.05: (D, D)",First by Shubik,441,5,3.0,"[0, 1, 0]"
40,Tit For Tat,First by Nydegger,573,0,3.0,"[0, 0, 1]"
40,First by Nydegger,Tit For Tat,573,0,3.0,"[0, 0, 1]"
41,Tit For Tat,First by Nydegger,543,0,3.0,"[0, 0, 1]"
41,First by Nydegger,Tit For Tat,543,0,3.0,"[0, 0, 1]"
42,Tit For Tat,First by Nydegger,432,0,3.0,"[0, 0, 1]"
42,First by Nydegger,Tit For Tat,432,0,3.0,"[0, 0, 1]"
43,Tit For Tat,First by Nydegger,690,0,3.0,"[0, 0, 1]"
43,First by Nydegger,Tit For Tat,690,0,3.0,"[0, 0, 1]"
44,Tit For Tat,First by Nydegger,780,0,3.0,"[0, 0, 1]"
44,First by Nydegger,Tit For Tat,780,0,3.0,"[0, 0, 1]"
45,Tit For Tat,First by Nydegger,549,0,3.0,"[0, 0, 1]"
45,First by Nydegger,Tit For Tat,549,0,3.0,"[0, 0, 1]"
46,Tit For Tat,First by Nydegger,426,0,3.0,"[0, 0, 1]"
46,First by Nydegger,Tit For Tat,426,0,3.0,"[0, 0, 1]"
47,Tit For Tat,First by Nydegger,630,0,3.0,"[0, 0, 1]"
47,First by Nydegger,Tit For Tat,630,0,3.0,"[0, 0, 1]"
48,Tit For Tat,First by Nydegger,729,0,3.0,"[0, 0, 1]"
