,Cooperator,Defector,Tit For Tat
Cooperator,"[387, 747, 369, 426, 657, 462, 519, 477, 579, 759, 663, 834, 549, 621, 402, 705, 630, 525, 480, 396, 837, 768, 594, 705, 795, 483, 492, 471, 669, 459, 669, 435, 546, 726, 693, 726, 375, 441, 522, 498, 378, 567, 840, 816, 492, 459, 819, 459, 756, 405, 576, 429, 531, 429, 432, 447, 741, 795, 669, 759, 570, 537, 402, 813, 570, 450, 813, 699, 411, 393, 798, 435, 735, 693, 714, 642, 672, 561, 759, 618, 810, 480, 798, 525, 630, 483, 711, 459, 705, 468, 651, 591, 699, 702, 429, 777, 513, 762, 750, 702]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[552, 477, 645, 735, 648, 432, 630, 639, 573, 645, 552, 501, 816, 591, 681, 654, 555, 738, 837, 600, 510, 498, 810, 702, 534, 360, 696, 777, 618, 387, 768, 423, 687, 651, 840, 810, 372, 687, 606, 396, 492, 768, 546, 444, 471, 498, 564, 651, 558, 600, 606, 681, 621, 606, 831, 735, 447, 522, 390, 816, 594, 450, 597, 510, 834, 672, 399, 810, 762, 405, 585, 489, 621, 540, 522, 789, 489, 639, 540, 453, 501, 414, 816, 831, 678, 387, 585, 504, 723, 780, 381, 711, 819, 651, 375, 555, 825, 420, 837, 708]"
Defector,"[855, 1275, 895, 1095, 1165, 670, 635, 1365, 1210, 1130, 865, 1125, 635, 610, 1010, 830, 1025, 695, 1385, 665, 1020, 1070, 950, 1175, 1350, 1395, 725, 630, 1250, 1125, 660, 940, 1140, 745, 1290, 925, 1280, 1180, 1165, 1265, 805, 755, 1125, 1250, 830, 1310, 630, 605, 1360, 995, 880, 1080, 1040, 915, 1145, 815, 1395, 1360, 665, 940, 655, 1270, 950, 1230, 955, 1105, 1065, 615, 1200, 1060, 965, 1320, 1320, 1165, 1320, 1365, 785, 990, 855, 845, 1025, 1135, 1310, 860, 720, 1280, 800, 1225, 1215, 985, 1380, 1090, 690, 955, 890, 880, 1345, 1140, 1020, 1375]","[161, 229, 251, 221, 267, 268, 126, 164, 206, 185, 159, 217, 191, 230, 223, 217, 232, 175, 187, 273, 214, 191, 180, 168, 210, 245, 200, 218, 130, 267, 122, 149, 180, 276, 149, 257, 190, 217, 135, 170, 172, 190, 215, 219, 277, 255, 268, 174, 264, 140, 182, 145, 253, 268, 160, 245, 132, 241, 267, 238, 197, 237, 187, 140, 135, 160, 207, 218, 227, 217, 177, 278, 180, 122, 215, 145, 267, 265, 258, 207, 201, 254, 140, 161, 264, 163, 134, 125, 131, 204, 258, 203, 188, 238, 262, 146, 242, 126, 138, 127]","[225, 275, 177, 258, 166, 152, 254, 182, 261, 159, 147, 192, 156, 199, 227, 257, 215, 253, 193, 191, 232, 200, 179, 265, 199, 187, 159, 259, 209, 132, 263, 172, 125, 211, 230, 252, 186, 178, 153, 283, 162, 255, 246, 158, 279, 278, 235, 169, 138, 157, 210, 182, 179, 178, 148, 140, 161, 264, 284, 249, 283, 193, 147, 218, 216, 211, 199, 173, 179, 164, 270, 256, 171, 209, 147, 136, 276, 209, 182, 234, 279, 132, 205, 265, 162, 167, 185, 171, 151, 146, 138, 220, 127, 223, 248, 191, 194, 203, 259, 140]"
Tit For Tat,"[552, 477, 645, 735, 648, 432, 630, 639, 573, 645, 552, 501, 816, 591, 681, 654, 555, 738, 837, 600, 510, 498, 810, 702, 534, 360, 696, 777, 618, 387, 768, 423, 687, 651, 840, 810, 372, 687, 606, 396, 492, 768, 546, 444, 471, 498, 564, 651, 558, 600, 606, 681, 621, 606, 831, 735, 447, 522, 390, 816, 594, 450, 597, 510, 834, 672, 399, 810, 762, 405, 585, 489, 621, 540, 522, 789, 489, 639, 540, 453, 501, 414, 816, 831, 678, 387, 585, 504, 723, 780, 381, 711, 819, 651, 375, 555, 825, 420, 837, 708]","[220, 270, 172, 253, 161, 147, 249, 177, 256, 154, 142, 187, 151, 194, 222, 252, 210, 248, 188, 186, 227, 195, 174, 260, 194, 182, 154, 254, 204, 127, 258, 167, 120, 206, 225, 247, 181, 173, 148, 278, 157, 250, 241, 153, 274, 273, 230, 164, 133, 152, 205, 177, 174, 173, 143, 135, 156, 259, 279, 244, 278, 188, 142, 213, 211, 206, 194, 168, 174, 159, 265, 251, 166, 204, 142, 131, 271, 204, 177, 229, 274, 127, 200, 260, 157, 162, 180, 166, 146, 141, 133, 215, 122, 218, 243, 186, 189, 198, 254, 135]","[615, 840, 636, 546, 393, 588, 531, 510, 663, 372, 543, 372, 510, 798, 564, 378, 384, 753, 552, 603, 627, 429, 705, 420, 552, 834, 816, 615, 471, 801, 681, 558, 408, 609, 606, 720, 729, 399, 396, 693, 630, 747, 615, 366, 459, 816, 714, 399, 654, 390, 768, 810, 639, 462, 714, 648, 504, 390, 441, 687, 696, 783, 744, 693, 675, 444, 381, 396, 423, 693, 729, 744, 741, 831, 672, 684, 558, 495, 678, 813, 834, 534, 381, 786, 630, 372, 699, 483, 576, 768, 486, 651, 609, 573, 363, 528, 834, 561, 774, 654]"
